season,batter_id,batter_name,team,pitches_seen,qualified_300,actual_swing_pct,expected_swing_x_pct,expected_swing_o_pct,rank_x,rank_o,rank_change_o_minus_x
2025,69064,강민성,KT,175,False,37.142857,44.94081,45.560283,,,
2025,74540,강민호,SAM,1678,True,45.887962,43.953875,43.965703,145,144,-1
2025,68050,강백호,KT,1444,True,42.728532,42.320672,42.199238,168,166,-2
2025,54506,강승구,LOT,1,False,100.0,41.364136,40.968537,,,
2025,63123,강승호,DOO,1516,True,51.781003,45.675593,45.448364,66,76,10
2025,62925,강진성,KIW,45,False,44.444444,42.80276,43.650023,,,
2025,51269,강현구,DOO,8,False,75.0,47.898453,49.289396,,,
2025,50066,강현우,KT,288,False,42.361111,42.358347,42.455279,,,
2025,51868,고명준,SSG,1689,True,52.457075,43.999965,44.143709,142,139,-3
2025,69517,고승민,LOT,2150,True,39.72093,45.621044,45.628691,72,67,-5
2025,54908,고승완,NC,49,False,55.102041,45.996445,46.91847,,,
2025,54344,고영우,KIW,91,False,46.153846,45.948121,45.220884,,,
2025,61353,고종욱,KIA,428,True,54.439252,46.877592,47.260509,22,19,-3
2025,69100,구본혁,LG,1508,True,45.291777,45.28564,45.007273,86,98,12
2025,62404,구자욱,SAM,2508,True,41.985646,45.351136,45.346745,82,86,4
2025,52769,권광민,HAN,73,False,54.794521,45.964371,44.64149,,,
2025,51003,권동진,KT,1261,True,43.774782,46.446243,46.240171,31,39,8
2025,55371,권혁빈,KIW,91,False,34.065934,45.908906,46.111692,,,
2025,63963,권희동,NC,2042,True,34.916748,48.895662,48.702763,6,8,2
2025,51005,김건형,KT,1,False,100.0,53.028176,48.969334,,,
2025,53312,김건희,KIW,1351,True,47.964471,45.86967,45.837574,51,52,1
2025,66614,김규성,KIA,841,True,45.065398,46.532701,46.931818,29,24,-5
2025,66112,김기연,DOO,875,True,48.571429,42.394856,42.070919,167,168,1
2025,69620,김기훈,KIA,3,False,66.666667,67.40691,64.179148,,,
2025,69238,김대한,DOO,137,False,52.554745,44.581646,45.4591,,,
2025,52605,김도영,KIA,444,True,47.072072,45.24584,45.767023,88,59,-29
2025,69442,김도환,SAM,47,False,51.06383,45.084674,44.818468,,,
2025,66838,김동엽,KIW,120,False,51.666667,48.586848,49.304967,,,
2025,52267,김동준,DOO,338,True,61.242604,44.534769,44.341361,120,129,9
2025,53344,김동헌,KIW,401,True,44.887781,48.292234,48.688883,12,9,-3
2025,52504,김동혁,LOT,441,True,36.961451,42.631616,42.729815,165,165,0
2025,53554,김민석,DOO,949,True,49.315068,48.349329,48.605328,11,10,-1
2025,77564,김민성,LOT,1073,True,41.845294,45.724183,45.419996,61,80,19
2025,64004,김민혁,KT,1511,True,44.738584,44.854217,44.726566,101,107,6
2025,65269,김민혁,DOO,81,False,55.555556,42.512615,43.082651,,,
2025,69980,김범준,NC,5,False,20.0,48.209714,44.45459,,,
2025,52002,김병준,KT,17,False,47.058824,39.581066,40.871189,,,
2025,50304,김병휘,KIW,34,False,38.235294,46.537532,42.552914,,,
2025,79402,김상수,KT,1741,True,36.817921,45.687361,45.634836,63,66,3
2025,67610,김석환,KIA,607,True,45.963756,47.278456,47.847795,19,16,-3
2025,78603,김선빈,KIA,1211,True,42.444261,43.718279,43.959622,149,145,-4
2025,52105,김성우,LG,14,False,57.142857,51.00052,51.243896,,,
2025,62934,김성욱,NC · SSG,492,True,44.715447,46.045279,46.06406,44,48,4
2025,67449,김성윤,SAM,1967,True,42.348754,40.614149,40.526078,171,171,0
2025,55216,김성재,DOO,3,False,66.666667,39.163686,40.192897,,,
2025,76802,김성현,SSG,498,True,42.369478,44.951341,44.993419,97,99,2
2025,67900,김수윤,SSG,47,False,51.06383,49.96701,49.420185,,,
2025,52430,김영웅,SAM,1978,True,50.050556,44.10174,44.087306,140,141,1
2025,65898,김웅빈,KIW,131,False,47.328244,47.908851,47.975565,,,
2025,63257,김인태,DOO,987,True,40.932118,46.321889,46.86954,33,27,-6
2025,66715,김인환,HAN,116,False,49.137931,47.833504,49.177575,,,
2025,65132,김재성,SAM,288,False,44.791667,47.511,47.046787,,,
2025,52424,김재혁,SAM,16,False,31.25,38.656594,35.59523,,,
2025,62332,김재현,KIW,443,True,51.241535,45.935216,45.512629,48,74,26
2025,78224,김재환,DOO,1571,True,45.512412,44.453382,44.709696,125,112,-13
2025,67504,김정율,LG,58,False,44.827586,45.561735,46.178197,,,
2025,51903,김정호,NC,29,False,65.517241,46.165942,45.291927,,,
2025,66162,김주성,LG,67,False,50.746269,50.407652,49.080733,,,
2025,51907,김주원,NC,2465,True,42.555781,45.675515,45.561718,67,71,4
2025,55226,김준상,DOO,62,False,40.322581,51.579625,52.069567,,,
2025,62558,김준태,LG,6,False,33.333333,29.958499,35.498721,,,
2025,50458,김지찬,SAM,1419,True,39.7463,41.841637,42.139016,169,167,-2
2025,66917,김찬형,SSG,317,True,44.479495,48.755965,48.767043,7,7,0
2025,78122,김태군,KIA,960,True,45.729167,42.765944,42.872137,163,161,-2
2025,69207,김태근,SAM,54,False,38.888889,36.690248,36.198865,,,
2025,66704,김태연,HAN,1273,True,48.075412,44.499468,44.491917,122,118,-4
2025,52803,김태윤,SSG,22,False,31.818182,34.575508,36.893152,,,
2025,64984,김태진,KIW,1152,True,50.086806,46.096222,46.382758,41,36,-5
2025,65040,김태훈,SAM,318,True,56.918239,44.904744,45.029075,98,97,-1
2025,50902,김한별,NC,272,False,46.691176,46.009439,45.738776,,,
2025,61404,김헌곤,SAM,725,True,43.586207,41.816234,41.686428,170,170,0
2025,76290,김현수,LG,2151,True,40.167364,45.400188,45.587143,79,69,-10
2025,54166,김현종,LG,17,False,41.176471,41.476901,40.446826,,,
2025,68912,김형준,NC,1724,True,46.345708,46.401382,46.260295,32,37,5
2025,65653,김호령,KIA,1453,True,47.35031,45.157129,45.296819,90,88,-2
2025,51344,김휘집,NC,1959,True,41.909137,45.693594,45.565709,62,70,8
2025,62947,나성범,KIA,1281,True,46.838407,43.888626,43.95057,146,146,0
2025,51551,나승엽,LOT,1631,True,36.848559,45.775645,45.850305,56,51,-5
2025,69737,노시환,HAN,2474,True,47.655618,46.171128,46.218826,35,40,5
2025,62931,노진혁,LOT,285,False,49.473684,48.075548,48.30231,,,
2025,54944,데이비슨,NC,1633,True,52.173913,43.321477,43.0056,156,158,2
2025,66965,도태훈,NC,356,True,39.88764,44.470517,45.224975,124,90,-34
2025,54400,디아즈,SAM,2399,True,45.185494,44.401739,44.345673,127,128,1
2025,54529,레이예스,LOT,2315,True,53.434125,44.60457,44.364113,113,125,12
2025,67025,로하스,KT,1542,True,42.866407,44.738953,44.377582,104,124,20
2025,62234,류지혁,SAM,1779,True,43.788645,45.98781,46.195249,46,41,-5
2025,54219,류현준,DOO,70,False,52.857143,49.00973,48.574425,,,
2025,50868,류효승,SSG,415,True,48.192771,48.614137,48.567051,8,11,3
2025,55703,리베라토,HAN,989,True,50.960566,45.926986,46.438112,49,32,-17
2025,55844,맥브룸,SSG,336,True,46.130952,44.602467,44.718949,114,109,-5
2025,69102,문보경,LG,2506,True,40.981644,45.304038,45.263097,83,89,6
