season,batter_id,batter_name,team,batter_stance,pitches_seen,qualified_300,swing_aggression,za_raw,za_percentile,dv_per_100,swing_pct,z_swing_pct,o_swing_pct,z_minus_o_swing,heart_swing_pct,meatball_swing_pct,shadow_swing_pct,chase_swing_pct,waste_swing_pct,z_swing_residual,o_swing_residual,heart_swing_residual,meatball_swing_residual,waste_swing_residual,shadow_swing_residual,cluster_id,cluster_distance,cluster_distance_outlier,z_swing_residual_z,o_swing_residual_z,heart_swing_residual_z,meatball_swing_residual_z,waste_swing_residual_z,shadow_swing_residual_z
2024,66657,이진영,HAN,,444,True,-4.666663,1.686331,68.71,6.399971,41.666667,65.174129,22.222222,42.951907,61.818182,64.285714,53.846154,17.894737,3.508772,-2.966616,-5.689411,-11.882296,-12.502146,-3.260718,-0.433209,1,2.150288,False,-0.564122,-1.055154,-2.142054,-1.725997,-0.853388,-0.068915
2024,51407,이창용,SAM,,62,False,26.423829,-5.527972,3.226,2.642586,74.193548,88.0,64.864865,23.135135,90.0,100.0,78.125,68.75,25.0,,,,,,,,,,,,,,,
2024,64560,이창진,KIA,,990,True,-8.01058,5.577198,95.161,9.106018,37.373737,64.43418,16.337522,48.096658,68.032787,72.580645,45.876289,9.166667,3.389831,-8.472843,-8.499467,-11.614371,-10.46371,-0.845864,-9.703383,1,2.521128,False,-1.611169,-1.576304,-2.093754,-1.444578,-0.221378,-1.543611
2024,69453,이학주,LOT,,443,True,7.948223,0.700439,55.161,5.937494,55.530474,75.728155,37.974684,37.753471,83.018868,77.777778,65.363128,31.428571,15.09434,8.79512,9.283979,10.825197,2.575227,7.682822,11.413245,2,2.056263,False,1.672452,1.721799,1.951488,0.355526,2.010732,1.815615
2024,78135,이형종,KIW,,497,True,-2.776552,4.514712,90.0,7.572232,39.235412,66.666667,17.625899,49.040768,73.214286,81.25,48.93617,13.821138,5.405405,-4.93882,-8.050689,-4.809001,-0.085883,0.477802,-6.288424,1,1.347881,False,-0.939151,-1.493074,-0.866932,-0.011857,0.125049,-1.00036
2024,68504,이호연,KT,,171,False,-0.33194,-9.188304,0.0,2.776676,44.444444,54.320988,35.555556,18.765432,64.444444,58.333333,38.333333,46.666667,14.285714,,,,,,,,,,,,,,,
2024,54598,이호준,LOT,,32,False,3.161323,-2.645544,14.839,8.747816,53.125,71.428571,38.888889,32.539682,62.5,50.0,61.538462,50.0,20.0,,,,,,,,,,,,,,,
2024,64346,임병욱,KIW,,344,True,10.204082,3.237175,82.903,4.75137,57.55814,81.045752,38.743455,42.302297,82.926829,80.769231,70.769231,35.164835,14.634146,11.005237,12.057331,6.85609,1.487621,8.874591,15.971583,2,2.811303,False,2.092721,2.236143,1.235966,0.205375,2.322639,2.540754
2024,54236,임종성,DOO,,20,False,1.677573,0.13007,47.097,4.278674,50.0,71.428571,38.461538,32.967033,75.0,100.0,66.666667,25.0,0.0,,,,,,,,,,,,,,,
2024,50704,임종찬,HAN,,222,False,2.897358,2.838162,80.645,6.33964,50.0,75.490196,28.333333,47.156863,81.481481,90.47619,60.714286,22.95082,8.695652,,,,,,,,,,,,,,,
2024,64340,임지열,KIW,,234,False,-2.063189,0.560219,52.258,8.362361,44.444444,65.714286,27.131783,38.582503,74.242424,70.0,50.0,20.833333,3.125,,,,,,,,,,,,,,,
2024,50244,장규빈,DOO,,19,False,17.324154,-10.030861,0.0,2.739486,63.157895,80.0,57.142857,22.857143,100.0,100.0,85.714286,40.0,0.0,,,,,,,,,,,,,,,
2024,51762,장규현,HAN,,27,False,-1.21633,1.024643,58.71,9.432858,44.444444,75.0,20.0,55.0,100.0,100.0,66.666667,14.285714,0.0,,,,,,,,,,,,,,,
2024,68507,장두성,LOT,,133,False,1.876425,-0.435025,40.645,3.882721,48.87218,61.538462,36.764706,24.773756,69.69697,45.454545,56.25,32.352941,22.222222,,,,,,,,,,,,,,,
2024,78548,장성우,KT,,2000,True,-8.240958,1.541733,66.129,7.544837,39.15,59.432933,21.975993,37.45694,67.670683,73.134328,43.272727,17.436975,2.985075,-8.53068,-6.049904,-5.808796,-3.421019,-3.878579,-10.958313,1,1.796987,False,-1.622167,-1.12201,-1.047167,-0.472292,-1.015093,-1.743245
2024,63202,장승현,DOO,,85,False,0.202536,0.35864,50.323,3.772209,49.411765,60.465116,38.095238,22.369878,63.157895,80.0,53.488372,41.176471,0.0,,,,,,,,,,,,,,,
2024,51359,장재영,KIW,,569,True,-2.940324,0.487504,51.935,6.831959,43.40949,63.909774,25.412541,38.497233,73.188406,86.111111,51.339286,19.379845,7.692308,-2.762418,-3.446429,1.320178,11.250959,0.142123,-2.539435,1,2.236097,False,-0.525293,-0.639172,0.237992,1.553263,0.037196,-0.403972
2024,64115,장준원,KT,,79,False,-8.896035,2.718774,79.355,6.777491,35.443038,57.575758,19.565217,38.010541,73.684211,100.0,37.5,9.52381,0.0,,,,,,,,,,,,,,,
2024,66706,장진혁,HAN,,1267,True,-0.482745,1.154618,59.677,5.867391,46.17206,67.372134,29.0,38.372134,73.404255,72.580645,54.578755,25.0,5.298013,-0.117267,0.668197,0.516431,-3.352223,-1.817737,0.477087,1,1.299819,False,-0.022299,0.123923,0.093098,-0.462795,-0.475734,0.075895
2024,54214,전다민,DOO,,153,False,-1.830284,0.64688,54.194,8.352641,43.79085,69.117647,23.529412,45.588235,73.333333,66.666667,54.098361,25.0,5.555556,,,,,,,,,,,,,,,
