season,batter_id,batter_name,batter_stance,pitches_seen,qualified_300,swing_pct,expected_swing_pct,decision_value,decision_value_per_100,decision_capture_pct,swing_pitches,swing_decision_value_per_100,take_pitches,take_decision_value_per_100,in_zone_pitches,in_zone_decision_value_per_100,out_zone_pitches,out_zone_decision_value_per_100,seager_a_hittable_swings,seager_b_avoid_swings,seager_c_hittable_takes,seager_d_avoid_takes,hittable_pitches,avoid_pitches,selection_tendency_pct,hittable_pitches_taken_pct,hittable_avoidance_pct,seager_raw,seager_correct_pct,heart_pitches,heart_decision_value_per_100,heart_swing_decision_value_per_100,heart_take_decision_value_per_100,shadow_pitches,shadow_decision_value_per_100,shadow_swing_decision_value_per_100,shadow_take_decision_value_per_100,chase_pitches,chase_decision_value_per_100,chase_swing_decision_value_per_100,chase_take_decision_value_per_100,waste_pitches,waste_decision_value_per_100,waste_swing_decision_value_per_100,waste_take_decision_value_per_100,seager_plus,selection_tendency_plus,hittable_avoidance_plus,za_with_contact_plus,z_za_with_contact_plus,o_za_with_contact_plus,zone_awareness_raw,zone_awareness_plus,z_zone_awareness_raw,z_zone_awareness_plus,o_zone_awareness_raw,o_zone_awareness_plus,terminal_plate_appearances,walks,strikeouts,hit_by_pitch,bb_pct,k_pct,hbp_pct,z_swing_pct,o_swing_pct,heart_swing_pct,shadow_in_swing_pct,shadow_out_swing_pct,chase_swing_pct,waste_swing_pct,shadow_in_pitches,shadow_out_pitches,heart_vs_chase_residual,zone_vs_out_residual,out_zone_take_pct,bb_vs_oza_residual,bb_vs_oza_residual_z,bb_vs_oza_residual_outlier,k_vs_zza_residual,k_vs_zza_residual_z,k_vs_zza_residual_outlier,za_with_contact_value,za_with_contact_per_100
2022,51604,김선우,,11,False,45.454545,50.723062,1.098073,9.982482,95.455758,5,8.145626,6,11.513196,6,6.3524,5,14.338581,5,0,1,5,6,5,50.0,16.666667,83.333333,33.333333,90.909091,4,4.181526,4.181526,,4,9.329478,24.002028,4.438628,2,18.83059,,18.83059,1,18.102108,,18.102108,89.025,62.585,123.756,179.904,153.48,175.161,33.333333,89.025,50.0,62.585,83.333333,123.756,4,0,0,1,0.0,0.0,25.0,83.3333,0.0,100.0,50.0,0.0,0.0,0.0,2,2,32.243951,29.941557,100.0,,,,,,,1.098073,9.982482
2022,67449,김성윤,,175,False,48.571429,44.900376,7.773929,4.442245,53.248646,85,0.814173,90,7.868758,86,2.864081,89,5.967213,57,28,17,73,74,101,56.153846,18.888889,81.111111,37.264957,74.285714,39,3.269944,5.598409,-3.482605,77,2.094838,1.617094,2.803749,52,5.723792,-16.753548,11.07554,7,27.275049,,27.275049,100.836,86.932,114.66,91.117,70.407,100.784,37.264957,100.836,56.153846,86.932,81.111111,114.66,49,5,10,1,10.2041,20.4082,2.0408,74.4186,23.5955,74.359,74.4681,36.6667,19.2308,0.0,47,30,3.55151,10.254947,76.4045,,,,,,,7.773929,4.442245
2022,63435,김성표,,64,False,39.0625,46.774659,1.938157,3.028371,32.90092,25,1.961551,39,3.71223,35,1.896921,29,4.393914,17,8,12,27,29,35,61.363636,30.769231,69.230769,30.594406,68.75,22,1.741845,7.902335,-7.156641,25,3.081714,1.585842,3.923142,7,7.811805,-10.580248,10.877147,10,2.376968,-28.69196,10.1442,80.797,107.545,66.027,68.458,47.375,86.806,30.594406,80.797,61.363636,107.545,69.230769,66.027,18,1,5,0,5.5556,27.7778,0.0,54.2857,20.6897,59.0909,46.1538,25.0,14.2857,20.0,13,12,-10.931928,-8.551385,79.3103,,,,,,,1.938157,3.028371
2022,76802,김성현,,1246,True,44.94382,45.113677,73.995607,5.938652,60.630062,560,3.334577,686,8.064428,644,4.22093,602,7.776216,356,204,159,527,515,731,59.682899,23.177843,76.822157,36.505057,70.866774,355,5.88788,10.283218,-4.031876,527,2.847219,0.238098,5.547005,261,8.234339,-14.469079,12.837797,103,16.11375,-44.739684,17.318769,98.553,100.895,97.102,115.098,102.72,116.857,36.505057,98.553,59.682899,100.895,76.822157,97.102,361,31,36,3,8.5873,9.9723,0.831,65.9938,22.4252,69.2958,61.9377,37.395,16.8582,1.9417,289,238,-1.135219,2.364417,77.5748,-1.499534,-0.716269,False,-9.977355,-1.449263,False,73.995607,5.938652
2022,52514,김세민,,10,False,40.0,44.685305,0.664415,6.644154,81.779281,4,2.826018,6,9.189577,5,1.80913,5,11.479177,3,1,2,4,5,5,57.142857,33.333333,66.666667,23.809524,70.0,2,-0.270176,2.869649,-3.410001,6,4.006726,2.811475,5.201977,0,,,,2,21.470767,,21.470767,60.415,90.845,55.53,126.404,45.284,149.756,23.809524,60.415,57.142857,90.845,66.666667,55.53,4,1,0,0,25.0,0.0,0.0,60.0,20.0,50.0,66.6667,33.3333,,0.0,3,3,,-2.522221,80.0,,,,,,,0.664415,6.644154
2022,67900,김수윤,,65,False,55.384615,48.255146,1.436434,2.209899,20.608616,36,-1.220493,29,6.468315,34,4.816122,31,-0.64854,19,17,5,24,24,41,55.813953,17.241379,82.758621,38.572574,66.153846,20,5.329042,7.751514,-8.398298,29,-0.353404,-3.696098,2.766443,11,-1.916149,-24.793618,17.148409,5,13.677787,,13.677787,104.764,85.588,121.404,55.341,116.894,42.006,38.572574,104.764,55.813953,85.588,82.758621,121.404,18,1,7,0,5.5556,38.8889,0.0,70.5882,38.7097,85.0,50.0,46.6667,45.4545,0.0,14,15,10.031472,-0.475446,61.2903,,,,,,,1.436434,2.209899
2022,68346,김수환,,684,True,40.643275,43.839712,36.537389,5.341723,50.251405,278,0.67908,406,8.534371,295,2.887964,389,7.202544,149,129,92,314,241,443,67.818575,22.660099,77.339901,45.158476,67.690058,155,2.904888,9.797615,-5.913748,288,2.252208,-0.384918,4.926218,157,7.887697,-13.142825,15.568409,84,15.672343,-13.949137,17.153417,124.549,133.084,99.222,105.531,70.976,111.76,45.158476,124.549,67.818575,133.084,77.339901,99.222,168,21,56,3,12.5,33.3333,1.7857,57.6271,27.7635,56.129,59.2857,41.8919,26.7516,4.7619,140,148,-15.871851,-8.439344,72.2365,3.600469,1.719805,True,14.574481,2.11702,True,36.537389,5.341723
2022,51303,김시앙,,56,False,58.928571,51.948959,1.73376,3.095999,30.17735,33,1.372529,23,5.568805,29,6.330298,27,-0.377877,19,14,5,18,24,32,48.648649,21.73913,78.26087,26.909518,66.071429,15,7.285036,11.359594,-9.013198,23,0.823588,-0.381432,3.577918,12,0.590576,-18.442453,10.10709,6,6.345167,-11.148954,9.843991,69.727,57.238,102.992,69.542,152.954,44.41,26.909518,69.727,48.648649,57.238,78.26087,102.992,14,1,8,0,7.1429,57.1429,0.0,75.8621,40.7407,80.0,71.4286,66.6667,33.3333,16.6667,14,9,6.9548,3.871254,59.2593,,,,,,,1.73376,3.095999
2022,52430,김영웅,,71,False,47.887324,54.365566,3.255469,4.585168,49.37794,34,2.145031,37,6.827457,33,3.761,38,5.300893,22,12,9,28,31,40,56.0,24.324324,75.675676,31.675676,70.422535,18,3.55125,10.389204,-7.194106,32,0.970739,-0.283825,3.365816,14,9.034642,-17.694939,13.489572,7,14.867971,,14.867971,84.045,86.324,92.409,93.407,91.767,94.864,31.675676,84.045,56.0,86.324,75.675676,92.409,15,0,7,0,0.0,46.6667,0.0,69.697,28.9474,61.1111,80.0,52.9412,14.2857,0.0,15,17,-8.911728,3.090077,71.0526,,,,,,,3.255469,4.585168
2022,65898,김웅빈,,515,True,43.883495,45.247765,24.973139,4.849153,46.07555,226,0.498408,289,8.251466,240,1.893273,275,7.42883,129,97,72,217,201,314,62.716763,24.913495,75.086505,37.803268,67.184466,128,3.612143,7.630868,-5.905892,219,1.275571,-1.30885,3.612787,113,8.817853,-12.817829,14.652194,55,13.803494,-16.298714,18.927274,102.453,112.899,89.997,97.638,47.288,113.77,37.803268,102.453,62.716763,112.899,75.086505,89.997,135,13,38,4,9.6296,28.1481,2.963,62.0833,28.0,70.3125,52.6786,42.0561,21.2389,14.5455,112,107,-0.813625,-4.091112,72.0,0.82497,0.394056,False,8.211736,1.192798,False,24.973139,4.849153
2022,60288,김응민,,262,False,53.435115,46.826869,7.792165,2.974109,33.566636,140,0.738729,122,5.539298,131,4.073195,131,1.875022,74,66,39,83,113,149,52.866242,31.967213,68.032787,20.899029,59.923664,84,4.63459,9.288566,-4.673361,98,1.396913,-0.656632,4.251841,55,1.892214,-14.785952,11.422595,25,5.957665,-11.941506,12.918454,51.671,73.925,61.123,67.588,99.202,64.427,20.899029,51.671,52.866242,73.925,68.032787,61.123,75,3,12,2,4.0,16.0,2.6667,64.8855,41.9847,66.6667,61.7021,54.902,36.3636,28.0,47,51,-6.859332,-7.673262,58.0153,,,,,,,7.792165,2.974109
2022,63257,김인태,,1167,True,40.874036,44.381349,72.498751,6.212404,60.447743,477,3.091799,690,8.369691,539,4.763267,628,7.456169,304,173,145,545,449,718,64.193168,21.014493,78.985507,43.178676,72.750643,285,7.012842,11.637678,-4.05373,473,1.958155,0.366592,3.37783,255,8.070609,-18.247405,14.650112,154,14.720795,-7.758892,15.01658,118.601,118.74,105.958,119.485,115.636,114.013,43.178676,118.601,64.193168,118.74,78.985507,105.958,280,41,47,3,14.6429,16.7857,1.0714,63.6364,21.3376,70.5263,55.9055,36.9863,20.0,1.2987,254,219,-0.403243,0.503533,78.6624,4.964243,2.371227,True,-3.36123,-0.488236,False,72.498751,6.212404
2022,66715,김인환,,1624,True,55.357143,48.826916,75.838702,4.669871,47.270988,899,2.273706,725,7.641116,838,4.860349,786,4.466791,560,339,161,564,721,903,50.177936,22.206897,77.793103,27.971039,69.211823,456,6.686028,10.170897,-7.101932,687,1.105865,-0.158412,3.30198,317,4.769278,-15.885445,13.086002,164,13.801531,-17.937753,15.429187,72.916,63.289,101.077,94.764,117.948,87.454,27.971039,72.916,50.177936,63.289,77.793103,101.077,417,23,108,3,5.5156,25.8993,0.7194,75.537,33.8422,79.8246,70.4188,54.7541,28.7066,4.878,382,305,7.51354,6.695484,66.1578,-1.527475,-0.729616,False,4.228982,0.614282,False,75.838702,4.669871
2022,65132,김재성,,738,True,43.224932,45.075186,47.038146,6.373733,54.502032,319,1.282463,419,10.249902,337,4.96121,401,7.560815,196,123,68,351,264,474,64.16819,16.229117,83.770883,47.939073,74.119241,176,7.407235,10.889098,-3.362249,319,1.529133,-2.299793,5.102797,157,7.373874,-21.397568,14.452562,86,20.402904,-21.651473,20.897661,132.902,118.641,125.547,122.07,120.349,114.943,47.939073,132.902,64.16819,118.641,83.770883,125.547,184,17,38,2,9.2391,20.6522,1.087,67.3591,22.9426,75.5682,58.3851,37.9747,19.7452,1.1628,161,158,4.679087,3.493512,77.0574,-0.640106,-0.305754,False,0.34176,0.049642,False,47.038146,6.373733
2022,52424,김재혁,,162,False,49.382716,47.061622,6.361293,3.926724,46.658889,80,2.009255,82,5.797425,81,3.48894,81,4.364508,48,32,21,61,69,93,55.963303,25.609756,74.390244,30.353547,67.283951,40,5.596853,9.894348,-5.732907,63,1.247107,0.795919,1.932914,44,5.531375,-10.874854,11.000118,15,6.020461,-18.408585,9.778776,80.074,86.179,87.147,82.855,85.288,86.545,30.353547,80.074,55.963303,86.179,74.390244,87.147,39,4,9,1,10.2564,23.0769,2.5641,69.1358,29.6296,72.5,65.8537,50.0,25.0,13.3333,41,22,0.777084,2.217437,70.3704,,,,,,,6.361293,3.926724
2022,62332,김재현,,309,True,53.074434,46.021102,11.344734,3.671435,37.880091,164,0.136092,145,7.67003,155,3.762079,154,3.580202,93,71,29,116,122,187,55.502392,20.0,80.0,35.502392,67.63754,75,5.324353,8.399715,-8.075441,139,1.216452,-0.882451,3.900296,75,3.869745,-17.504952,13.323938,20,13.791458,-9.30926,16.358205,95.541,84.355,110.111,78.764,91.793,79.577,35.502392,95.541,55.502392,84.355,80.0,110.111,88,2,19,1,2.2727,21.5909,1.1364,72.2581,33.7662,81.3333,63.75,45.7627,30.6667,10.0,80,59,8.711222,3.45128,66.2338,-4.800785,-2.293149,True,0.787056,0.114324,False,11.344734,3.671435
2022,64499,김재현,,70,False,51.428571,53.028337,3.765154,5.378792,50.095073,36,5.504772,34,5.245401,44,5.926394,26,4.452081,23,13,13,21,36,34,47.727273,38.235294,61.764706,9.491979,62.857143,20,9.246105,13.056314,-5.994733,31,1.374394,2.440059,0.375333,16,4.942529,-9.466025,11.491872,3,23.302208,,23.302208,17.404,53.593,35.464,106.126,143.335,87.323,9.491979,17.404,47.727273,53.593,61.764706,35.464,20,0,3,0,0.0,15.0,0.0,59.0909,38.4615,80.0,41.6667,71.4286,31.25,0.0,24,7,7.285367,-11.859437,61.5385,,,,,,,3.765154,5.378792
2022,74206,김재호,,1026,True,42.592593,47.217123,64.090499,6.246637,67.26278,437,4.545501,589,7.508771,537,4.551571,489,8.108091,304,133,135,454,439,587,59.894459,22.920204,77.079796,36.974255,73.879142,285,6.247351,9.969574,-3.988763,451,3.358177,1.853252,4.504508,206,9.342419,-13.703672,13.424869,84,14.160461,-16.913617,14.918365,99.963,101.732,98.157,120.033,110.594,119.805,36.974255,99.963,59.894459,101.732,77.079796,98.157,265,28,33,2,10.566,12.4528,0.7547,64.2458,18.8139,73.3333,53.9683,29.6482,15.0485,2.381,252,199,3.189435,2.265062,81.1861,-0.125103,-0.059757,False,-7.855197,-1.141009,False,64.090499,6.246637
2022,78224,김재환,,2023,True,50.914483,45.671795,107.295564,5.303785,50.530891,1030,0.729687,993,10.048317,904,4.741308,1119,5.758189,611,419,127,866,738,1285,58.632363,12.789527,87.210473,45.842836,73.010381,455,6.753451,9.277194,-5.63583,884,1.951441,-0.901983,6.008776,464,7.589426,-15.99218,14.743396,220,10.955313,-22.396668,15.231207,126.605,96.739,139.628,104.923,115.113,98.927,45.842836,126.605,58.632363,96.739,87.210473,139.628,512,57,132,4,11.1328,25.7812,0.7812,76.7699,30.0268,83.0769,70.3786,46.6667,23.2759,11.3636,449,435,11.627555,9.670205,69.9732,2.559129,1.222397,False,3.785083,0.549803,False,107.295564,5.303785
2022,67504,김정율,,566,True,45.583039,45.127191,18.426349,3.255539,37.059786,258,0.857513,308,5.264275,268,3.157681,298,3.343545,142,116,79,229,221,345,61.725067,25.649351,74.350649,36.075717,65.547703,147,4.70597,9.917291,-5.403993,240,0.989121,-1.041325,3.019567,128,2.823052,-14.947785,10.048557,51,10.825837,-15.67797,13.08148,97.264,108.975,86.985,72.099,77.399,77.474,36.075717,97.264,61.725067,108.975,74.350649,86.985,148,8,46,4,5.4054,31.0811,2.7027,61.9403,30.8725,65.9864,57.0248,42.8571,28.9062,7.8431,121,119,-6.356332,-5.545477,69.1275,-2.246925,-1.073269,False,11.182524,1.624321,True,18.426349,3.255539
2022,51907,김주원,,1267,True,46.566693,45.959716,64.956687,5.12681,51.111987,590,1.535539,677,8.256574,613,4.254303,654,5.94462,362,228,145,532,507,760,59.50783,21.418021,78.581979,38.089809,70.560379,327,6.711213,9.984491,-3.229853,519,1.152289,-0.915801,3.244426,298,6.309899,-14.864934,12.932865,123,14.818814,-21.315226,18.725196,103.314,100.202,104.306,102.087,103.515,100.584,38.089809,103.314,59.50783,100.202,78.581979,104.306,326,29,88,14,8.8957,26.9939,4.2945,66.8842,27.5229,75.2294,57.3427,41.6309,23.8255,9.7561,286,233,3.692847,0.927596,72.4771,0.853812,0.407833,False,6.808966,0.989038,False,64.956687,5.12681
2022,69306,김주형,,480,True,45.625,45.831333,22.264078,4.63835,46.663902,219,1.247748,261,7.483337,244,4.090582,236,5.204686,128,91,70,191,198,282,59.874608,26.819923,73.180077,33.054685,66.458333,131,6.277869,10.270402,-2.805142,192,0.856081,-1.432707,3.051449,112,7.458155,-12.774783,15.201625,45,8.985023,-43.552359,12.737694,88.188,101.654,82.193,94.259,99.616,94.01,33.054685,88.188,59.874608,101.654,73.180077,82.193,130,4,29,13,3.0769,22.3077,10.0,61.8852,28.8136,69.4656,53.0973,43.038,27.6786,6.6667,113,79,-2.682342,-4.66064,71.1864,-5.401346,-2.580014,True,2.423636,0.352046,False,22.264078,4.63835
2022,63920,김준완,,1824,True,33.004386,49.903544,125.623046,6.887228,68.606064,602,7.011166,1222,6.826172,1014,3.674424,810,10.909184,482,120,371,851,853,971,63.84096,30.360065,69.639935,33.480895,73.08114,555,5.500772,12.032509,-4.223608,776,3.146583,2.930952,3.243718,348,12.625689,-16.367508,15.064369,145,18.440606,-19.253801,18.967801,89.468,117.347,67.702,130.299,89.705,144.692,33.480895,89.468,63.84096,117.347,69.639935,67.702,396,64,71,8,16.1616,17.9293,2.0202,50.0986,11.6049,59.8198,38.3442,20.5047,7.7586,1.3793,459,317,-9.167343,-8.591057,88.3951,2.578527,1.231662,False,1.359835,0.197523,False,125.623046,6.887228
2022,62558,김준태,,1140,True,43.157895,46.344616,70.256062,6.162812,62.129154,492,3.652161,648,8.069048,551,4.416954,589,7.796035,325,167,121,527,446,694,61.85446,18.67284,81.32716,43.181621,74.736842,292,6.830472,10.596831,-5.817749,475,2.143266,-0.084968,4.288632,255,9.545907,-17.153734,13.240947,118,13.380093,-11.953473,14.040968,118.61,109.487,115.544,118.69,107.388,117.033,43.181621,118.61,61.85446,109.487,81.32716,115.544,271,32,77,0,11.8081,28.4133,0.0,68.9655,19.0153,77.0548,59.8456,36.1111,12.1569,2.5424,259,216,7.369758,6.892818,80.9847,0.353338,0.168776,False,7.678352,1.115321,False,70.256062,6.162812
2022,50458,김지찬,,1645,True,38.419453,43.360027,77.553213,4.714481,49.443968,632,1.263041,1013,6.867798,770,3.05157,875,6.177843,337,295,250,763,587,1058,69.363636,24.679171,75.320829,44.684466,66.869301,403,3.898442,10.658864,-4.147929,687,2.30581,0.109776,4.100981,395,7.030645,-13.987706,13.412455,160,11.39408,-23.591746,14.230769,123.125,139.197,90.957,95.479,74.872,102.656,44.684466,123.125,69.363636,139.197,75.320829,90.957,420,44,61,2,10.4762,14.5238,0.4762,52.987,25.6,54.3424,51.4986,37.5,23.2911,7.5,367,320,-17.109357,-12.091755,74.4,0.708803,0.338568,False,-3.008837,-0.437049,False,77.553213,4.714481
2022,78122,김태군,,819,True,44.810745,43.268168,34.854823,4.255778,44.47016,367,0.462815,452,7.335463,381,3.099865,438,5.261264,188,179,110,342,298,521,64.528302,24.336283,75.663717,40.192019,64.713065,186,4.863199,11.011004,-4.441587,356,0.613481,-1.605789,3.271125,177,5.369374,-12.295234,13.124568,100,14.121489,-12.559095,16.129705,109.629,120.066,92.36,88.128,76.022,94.512,40.192019,109.629,64.528302,120.066,75.663717,92.36,223,16,32,4,7.1749,14.3498,1.7937,59.3176,32.1918,60.2151,58.4615,49.6894,30.5085,7.0,195,161,-12.381876,-8.770469,67.8082,0.051867,0.024775,False,-4.855726,-0.70532,False,34.854823,4.255778
2022,69207,김태근,,32,False,53.125,44.305811,2.032188,6.350589,81.323312,17,5.908283,15,6.851869,15,7.618617,17,5.23174,9,8,1,14,10,22,60.869565,6.666667,93.333333,54.202899,71.875,9,12.604063,12.604063,,10,-0.48217,-0.767952,0.184656,6,4.212358,-7.620094,6.578849,7,9.90426,,9.90426,151.719,105.59,164.692,121.699,183.634,94.25,54.202899,151.719,60.869565,105.59,93.333333,164.692,6,1,1,1,16.6667,16.6667,16.6667,80.0,29.4118,100.0,50.0,100.0,16.6667,0.0,6,4,29.599367,13.181068,70.5882,,,,,,,2.032188,6.350589
2022,66704,김태연,,1877,True,42.514651,47.86945,105.766275,5.634858,54.138194,798,3.569816,1079,7.162108,994,4.50161,883,6.910563,543,255,277,802,820,1057,59.628253,25.671918,74.328082,33.956334,71.656899,518,6.421512,11.676366,-4.921281,812,2.107244,0.872014,3.131039,400,8.351859,-21.626746,14.710957,147,14.955499,-15.291576,16.242609,90.897,100.679,86.893,110.229,109.404,109.166,33.956334,90.897,59.628253,100.679,74.328082,86.893,456,47,106,4,10.307,23.2456,0.8772,60.2616,22.5368,68.3398,51.4706,36.6071,17.5,4.0816,476,336,-2.193056,-3.418731,77.4632,1.109398,0.529916,False,3.990432,0.579631,False,105.766275,5.634858
2022,64984,김태진,,1052,True,49.429658,49.050665,54.948519,5.223243,55.722809,520,3.241094,532,7.160682,576,4.379501,476,6.244242,349,171,135,397,484,568,53.217158,25.37594,74.62406,27.841218,70.912548,296,6.329161,10.268484,-3.780187,482,1.71202,-0.094109,3.881025,193,8.07911,-10.842443,13.666682,81,15.271091,,15.271091,72.526,75.313,88.104,103.633,106.496,103.246,27.841218,72.526,53.217158,75.313,74.62406,88.104,277,17,30,1,6.1372,10.8303,0.361,69.0972,25.6303,71.9595,66.0714,38.6139,22.7979,0.0,280,202,0.586001,4.004613,74.3697,-2.663891,-1.272438,False,-9.939419,-1.443753,False,54.948519,5.223243
2022,65040,김태훈,,39,False,69.230769,47.88732,0.814238,2.08779,40.108534,27,1.0044,12,4.525416,18,3.356498,21,1.000325,14,13,2,10,16,23,41.666667,16.666667,83.333333,25.0,61.538462,7,5.412575,6.804528,-2.93914,21,-0.210945,0.070022,-1.896746,8,3.273672,-4.98959,8.231629,3,7.258744,,7.258744,63.991,29.614,123.756,53.384,82.134,56.655,25.0,63.991,41.666667,29.614,83.333333,123.756,10,0,2,0,0.0,20.0,0.0,94.4444,47.619,85.7143,100.0,70.0,37.5,0.0,11,10,12.00795,19.313446,52.381,,,,,,,0.814238,2.08779
2022,50902,김한별,,77,False,58.441558,46.281282,1.48147,1.923987,27.380695,45,1.17118,32,2.982621,44,3.641893,33,-0.366555,26,19,9,23,35,42,46.938776,28.125,71.875,18.813776,63.636364,23,5.068785,9.716753,-3.646155,34,0.501141,-0.20478,1.795329,14,3.188447,-10.629485,8.71562,6,-5.018687,-11.506269,7.956477,45.407,50.473,76.851,50.759,88.931,44.511,18.813776,45.407,46.938776,50.473,71.875,76.851,23,0,6,0,0.0,26.087,0.0,70.4545,42.4242,65.2174,76.1905,46.1538,28.5714,66.6667,21,13,-7.072207,-2.304904,57.5758,,,,,,,1.48147,1.923987
2022,61404,김헌곤,,855,True,50.292398,43.703097,34.246483,4.005437,42.129214,430,1.008697,425,7.037432,414,4.458769,441,3.57986,245,185,99,326,344,511,57.09282,23.294118,76.705882,33.798702,66.783626,234,5.874326,10.300851,-3.696538,348,1.434618,-0.50254,4.083385,190,2.190164,-16.310737,10.938652,83,13.670818,-14.803862,16.708117,90.423,90.647,96.626,84.116,108.384,79.574,33.798702,90.423,57.09282,90.647,76.705882,96.626,239,9,22,1,3.7657,9.205,0.4184,65.7005,35.8277,68.3761,62.2222,52.9762,32.1053,9.6386,180,168,-4.474248,-4.047444,64.1723,-1.898698,-0.906934,False,-11.68728,-1.697639,True,34.246483,4.005437
2022,76290,김현수,,2274,True,45.030783,43.272876,127.933235,5.625912,55.342535,1024,1.255398,1250,9.206237,1014,4.18315,1260,6.786992,623,401,191,1059,814,1460,62.960761,15.28,84.72,47.680761,73.966579,553,6.130411,8.65857,-3.605217,912,1.208083,-1.481815,4.119068,549,8.225237,-15.935779,13.540661,260,14.560691,-19.630216,16.215089,132.126,113.864,129.433,110.086,101.82,108.068,47.680761,132.126,62.960761,113.864,84.72,129.433,602,66,62,5,10.9635,10.299,0.8306,70.217,24.7619,79.3852,59.2191,44.5676,18.0328,4.6154,461,451,8.767802,5.520858,75.2381,1.814004,0.866479,False,-10.766632,-1.56391,True,127.933235,5.625912
2022,51417,김현준,,1597,True,39.887289,47.090366,79.53503,4.980277,51.859753,637,2.317278,960,6.747289,806,3.081065,791,6.915506,387,250,262,698,649,948,64.331797,27.291667,72.708333,37.040131,67.939887,431,4.783416,10.629057,-5.019832,686,1.905313,-0.337288,3.508772,334,8.012265,-15.487617,13.909239,146,13.073352,-18.543211,16.426624,100.161,119.288,80.262,99.739,75.575,109.21,37.040131,100.161,64.331797,119.288,72.708333,80.262,406,43,76,6,10.5911,18.7192,1.4778,55.335,24.1466,62.645,46.9333,35.3698,20.0599,9.589,375,311,-8.294048,-9.080243,75.8534,0.240669,0.114958,False,0.566144,0.082235,False,79.53503,4.980277
2022,67304,김혜성,,2189,True,44.952033,44.349302,106.58897,4.8693,51.50858,984,1.547815,1205,7.581616,1023,3.945765,1166,5.679571,591,393,259,946,850,1339,61.548471,21.493776,78.506224,40.054695,70.21471,528,5.122799,9.026177,-3.695944,942,1.629592,-0.210771,3.693783,487,6.937587,-13.996951,12.552841,232,13.105079,-13.757687,15.229111,109.217,108.276,103.996,97.96,96.167,98.229,40.054695,109.217,61.548471,108.276,78.506224,103.996,565,46,82,0,8.1416,14.5133,0.0,65.2981,27.1012,69.3182,61.0101,43.8479,21.1499,7.3276,495,447,-1.793803,-0.465988,72.8988,-0.069379,-0.03314,False,-5.252514,-0.762955,False,106.58897,4.8693
2022,65653,김호령,,333,True,50.45045,50.275747,17.305343,5.1968,49.111411,168,3.700972,165,6.719824,178,5.053646,155,5.361195,108,60,44,121,152,181,52.838428,26.666667,73.333333,26.171761,68.768769,97,7.685636,11.896513,-6.669627,136,2.542052,1.651806,3.486253,73,3.905534,-17.515635,11.442612,27,13.118685,-13.326141,17.717786,67.511,73.815,82.821,103.209,122.551,95.4,26.171761,67.511,52.838428,73.815,73.333333,82.821,87,7,21,0,8.046,24.1379,0.0,69.1011,29.0323,77.3196,59.2593,40.0,26.0274,14.8148,81,55,5.433661,2.455418,70.9677,-0.926541,-0.442573,False,4.168345,0.605474,False,17.305343,5.1968
2022,66113,김호은,,8,False,37.5,45.756844,0.282996,3.537452,66.125551,3,2.383515,5,4.229814,5,3.547445,3,3.520796,2,1,1,4,3,5,66.666667,20.0,80.0,46.666667,75.0,2,6.461012,6.461012,,3,1.605066,,1.605066,2,1.002918,-5.77148,7.777315,1,8.556554,,8.556554,129.08,128.526,110.111,76.617,86.681,79.049,46.666667,129.08,66.666667,128.526,80.0,110.111,2,0,1,0,0.0,50.0,0.0,40.0,33.3333,100.0,0.0,,50.0,0.0,3,0,24.310216,-28.609191,66.6667,,,,,,,0.282996,3.537452
2022,64407,김호재,,124,False,45.16129,45.020674,2.60201,2.098395,24.568989,56,-2.014549,68,5.485525,53,2.654161,71,1.683527,26,30,14,54,40,84,67.5,20.588235,79.411765,46.911765,64.516129,25,4.512956,8.000132,-4.454065,51,-0.556699,-1.658113,0.682393,28,1.841972,-15.381493,10.000455,20,6.209674,-36.807307,10.989338,129.816,131.823,107.703,53.554,65.408,62.725,46.911765,129.816,67.5,131.823,79.411765,107.703,28,1,8,0,3.5714,28.5714,0.0,62.2642,32.3944,72.0,53.5714,52.1739,32.1429,10.0,28,23,-0.856314,-5.916361,67.6056,,,,,,,2.60201,2.098395
2022,51344,김휘집,,1674,True,43.07049,46.939181,84.102257,5.02403,49.818817,721,2.12788,953,7.215136,783,3.940168,891,5.976515,450,271,212,741,662,1012,62.216625,22.24554,77.75446,39.971084,71.146953,433,5.83117,10.056841,-4.698927,674,1.517944,-0.137289,3.068536,383,5.833393,-17.56559,12.011342,184,14.282855,-20.559811,15.457327,108.966,110.92,100.919,100.44,96.034,100.867,39.971084,108.966,62.216625,110.92,77.75446,100.919,394,39,115,14,9.8985,29.1878,3.5533,64.3678,24.3547,71.3626,55.7143,40.4321,20.8877,3.2609,350,324,0.292201,-0.142445,75.6453,1.430084,0.683096,False,8.847546,1.285153,False,84.102257,5.02403
