season,batter_id,batter_name,batter_stance,pitches_seen,plate_appearances,terminal_plate_appearances,walks,strikeouts,hit_by_pitch,bb_pct,k_pct,hbp_pct,qualified_300,swing_pct,take_pct,zone_pct,z_swing_pct,o_swing_pct,z_minus_o_swing,heart_swing_pct,shadow_in_swing_pct,shadow_out_swing_pct,chase_swing_pct,waste_swing_pct,heart_minus_chase_swing,contact_pct,whiff_pct,z_contact_pct,o_contact_pct,simple_judgment_pct,seager_a_zone_swings,seager_b_out_swings,seager_c_zone_takes,seager_d_out_takes,selection_tendency_pct,hittable_take_pct,simple_seager,observed_decision_run,observed_decision_run_per_100,heart_pitches,shadow_in_pitches,shadow_out_pitches,chase_pitches,waste_pitches,heart_vs_chase_residual,zone_vs_out_residual,decision_run_residual,heart_vs_chase_residual_z,zone_vs_out_residual_z,decision_run_residual_z,heart_vs_chase_residual_outlier,zone_vs_out_residual_outlier,decision_run_residual_outlier,cluster_id,cluster_distance,pure_hc_residual_z,pure_zo_residual_z,pure_z_attack_z,out_zone_take_pct,pure_o_restraint_z,pure_cluster_id,pure_cluster_distance,pure_hc_residual_z_adjusted,pure_zo_residual_z_adjusted,pure_z_attack_z_adjusted,pure_o_restraint_z_adjusted,pure_z_attack_z_final,pure_o_restraint_z_final,zone_awareness_raw,z_zone_awareness_raw,o_zone_awareness_raw,zone_awareness_plus,z_zone_awareness_plus,o_zone_awareness_plus,bb_vs_oza_residual,bb_vs_oza_residual_z,bb_vs_oza_residual_outlier,k_vs_zza_residual,k_vs_zza_residual_z,k_vs_zza_residual_outlier
2025,69064,강민성,R,175,37,37,5,15,0,13.5135,40.5405,0.0,False,37.1429,62.8571,42.2857,59.4595,20.7921,38.6674,55.5556,63.1579,40.0,15.9091,0.0,39.6465,73.8462,26.1538,86.3636,47.619,70.8571,44,21,30,80,64.5161,27.2727,37.2434,-5.884015,-3.362294,36,38,35,44,22,,,,,,,,,,,,-1.814078,-0.077537,-0.914147,79.2079,1.52667,1,2.299037,-1.284806,0.421735,-0.344935,1.249224,-0.512916,1.604082,0.545583,-0.512916,1.604082,117.119,92.306,124.061,,,,,,
2025,74540,강민호,R,1678,462,462,35,69,7,7.5758,14.9351,1.5152,True,45.888,54.112,46.9011,66.709,27.4972,39.2118,69.9519,63.0728,45.4545,25.0639,5.9113,44.888,79.3506,20.6494,87.2381,62.449,69.7855,525,245,262,646,55.1665,28.8546,26.3119,-1.837203,-0.109488,416,371,297,391,203,0.539002,2.870102,-0.078072,0.087108,0.544377,-0.071322,False,False,False,3,0.955693,0.087108,0.544377,0.228205,72.5028,0.402551,3,0.858054,-0.009312,0.425897,0.291925,0.111222,0.43409,0.142816,0.288453,0.43409,0.142816,109.051,106.511,102.142,-1.309763,-0.606365,False,-6.407237,-1.028345,False
2025,68050,강백호,L,1444,367,367,42,64,3,11.4441,17.4387,0.8174,True,42.7285,57.2715,41.3435,60.469,30.2243,30.2447,61.6352,59.1398,45.3846,32.6027,8.5586,29.0325,78.1199,21.8801,91.1357,59.7656,65.928,361,256,236,591,62.0798,28.5369,33.5429,2.897415,0.200652,318,279,260,365,222,-9.945336,-4.984821,0.906008,-1.607269,-0.94548,0.827676,True,False,False,3,1.709186,-1.607269,-0.94548,-0.755074,69.7757,-0.054651,1,1.224075,-1.077997,-0.446208,-0.185862,-0.332097,-0.276376,-0.426433,-0.351405,-0.276376,-0.426433,88.974,95.854,93.604,3.913952,1.811993,True,-2.798326,-0.449124,False
2025,54506,강승구,R,1,1,1,0,0,0,0.0,0.0,0.0,False,100.0,0.0,0.0,,100.0,,,,100.0,,,,100.0,0.0,,100.0,0.0,0,1,0,0,,,,-0.255396,-25.539649,0,0,1,0,0,,,,,,,,,,,,,,,0.0,-11.752644,,,,,,-11.752644,,-15.091133,,,-15.091133,,,-126.367,,,,,,
2025,63123,강승호,R,1516,399,399,22,113,11,5.5138,28.3208,2.7569,True,51.781,48.219,45.1187,72.5146,34.7356,37.779,74.8555,70.1183,55.5147,34.1808,8.2524,40.6747,68.1529,31.8471,80.6452,46.7128,68.5356,496,289,188,543,52.2618,25.7182,26.5436,-16.056992,-1.059168,346,338,272,354,206,2.821211,4.389294,-0.848665,0.455937,0.832525,-0.775291,False,False,False,2,1.356626,0.455937,0.832525,1.143033,65.2644,-0.810977,4,1.107556,-0.193733,0.167108,0.502719,-0.653779,0.74754,-0.839493,-0.045977,0.74754,-0.839493,98.557,111.213,87.408,-1.032728,-0.478109,False,6.490787,1.041754,False
2025,62925,강진성,R,45,13,13,2,1,0,15.3846,7.6923,0.0,False,44.4444,55.5556,46.6667,61.9048,29.1667,32.7381,63.6364,60.0,50.0,30.0,0.0,33.6364,85.0,15.0,92.3077,71.4286,66.6667,13,7,8,17,56.6667,32.0,24.6667,-2.533058,-5.629018,11,10,8,10,6,,,,,,,,,,,,-1.162912,-0.55436,-0.528825,70.8333,0.122657,1,1.989443,-0.63364,-0.055088,0.040387,-0.154789,0.060055,-0.198759,-0.069352,0.060055,-0.198759,97.824,100.901,97.019,,,,,,
2025,51269,강현구,R,8,2,2,0,1,0,0.0,50.0,0.0,False,75.0,25.0,25.0,100.0,66.6667,33.3333,100.0,,80.0,0.0,,100.0,16.6667,83.3333,50.0,0.0,50.0,2,4,0,2,50.0,0.0,50.0,-0.966175,-12.077182,2,0,5,1,0,,,,,,,,,,,,6.10786,2.459256,5.474094,33.3333,-6.16427,,,6.10786,2.459256,5.474094,-6.16427,8.139943,-7.91531,0.112317,8.139943,-7.91531,103.524,222.099,-18.73,,,,,,
2025,50066,강현우,R,288,78,78,10,14,0,12.8205,17.9487,0.0,False,42.3611,57.6389,46.1806,63.1579,24.5161,38.6418,63.7931,62.6667,35.2941,23.8806,10.8108,39.9125,80.3279,19.6721,85.7143,68.4211,69.7917,84,38,49,117,58.209,29.5181,28.6909,-2.159043,-0.749668,58,75,51,67,37,,,,,,,,,,,,-0.853232,0.205668,-0.331366,75.4839,0.902336,3,1.848812,-0.949652,0.087188,-0.267646,0.611007,-0.397988,0.784571,0.193292,-0.397988,0.784571,106.065,94.03,111.769,,,,,,
2025,51868,고명준,R,1689,501,501,20,98,2,3.992,19.5609,0.3992,True,52.4571,47.5429,45.8851,71.4839,36.3239,35.16,75.0,66.2379,50.4732,35.8247,15.7895,39.1753,76.9752,23.0248,87.1841,59.9398,67.2587,554,332,221,582,51.2324,27.5218,23.7106,-12.822446,-0.759174,464,311,317,388,209,2.493039,2.41804,-0.484939,0.402901,0.458634,-0.443012,False,False,False,4,0.987017,0.402901,0.458634,0.980619,63.6761,-1.077258,2,1.323838,0.533598,0.675714,0.819354,-0.4635,1.218374,-0.595163,0.311606,1.218374,-0.595163,109.778,118.276,91.073,-3.13635,-1.451997,False,-3.001666,-0.481759,False
2025,69517,고승민,L,2150,538,538,56,82,3,10.4089,15.2416,0.5576,True,39.7209,60.2791,47.3488,56.6798,24.47,32.2098,62.1429,50.0,40.1055,19.962,8.8106,42.1809,84.192,15.808,90.9879,70.0361,66.6047,577,277,441,855,59.7067,34.0278,25.6789,-0.789666,-0.036729,560,458,379,526,227,-5.803045,-5.366462,0.109752,-0.937832,-1.017866,0.100263,False,False,False,1,0.922439,-0.937832,-1.017866,-1.352164,75.53,0.910065,1,0.716384,-0.40856,-0.518594,-0.782952,0.632619,-1.164245,0.812323,-0.175961,-1.164245,0.812323,94.479,82.536,112.185,-0.070997,-0.032869,False,-3.614125,-0.580057,False
