season,batter_id,batter_name,team,pitches_seen,qualified_300,actual_swing_pct,expected_swing_x_pct,expected_swing_o_pct,rank_x,rank_o,rank_change_o_minus_x
2022,52125,가르시아,LG,679,True,47.717231,49.184372,49.007951,11,15,4
2022,64906,강민국,KIW,15,False,33.333333,37.065899,36.745225,,,
2022,74540,강민호,SAM,1600,True,42.1875,44.570304,44.711533,131,127,-4
2022,68050,강백호,KT,1084,True,42.343173,44.829185,44.776198,121,122,1
2022,63123,강승호,DOO,1660,True,48.614458,45.615662,45.659955,95,96,1
2022,62925,강진성,DOO,373,True,43.699732,44.521603,44.435611,133,136,3
2022,65514,강태율,LOT,139,False,52.517986,52.145935,52.196836,,,
2022,64610,강한울,SAM,963,True,44.652129,45.589121,45.761063,96,89,-7
2022,51269,강현구,DOO,19,False,31.578947,45.81543,45.413013,,,
2022,69517,고승민,LOT,976,True,42.827869,45.655742,45.735908,92,91,-1
2022,67119,고우석,LG,4,False,50.0,38.077373,38.007515,,,
2022,61353,고종욱,KIA,424,True,49.292453,45.619236,46.345376,94,71,-23
2022,68407,공민규,SAM,84,False,40.47619,41.763071,41.80843,,,
2022,62404,구자욱,SAM,1607,True,49.284381,45.922423,45.667861,84,95,11
2022,52769,권광민,HAN,369,True,41.734417,46.86594,46.837943,55,59,4
2022,51640,권다결,KIA,11,False,27.272727,34.042472,33.234228,,,
2022,51003,권동진,KT,152,False,53.947368,52.322144,52.695694,,,
2022,68204,권민석,DOO,8,False,75.0,53.665568,55.747763,,,
2022,63963,권희동,NC,1205,True,38.091286,49.27081,49.263135,9,11,2
2022,71837,김강민,SSG,748,True,47.459893,46.641479,46.736065,60,60,0
2022,69810,김규남,SSG,19,False,63.157895,55.752878,51.066396,,,
2022,66614,김규성,KIA,167,False,52.694611,46.769038,47.047418,,,
2022,66112,김기연,LG,35,False,71.428571,47.884766,46.311787,,,
2022,65462,김기환,NC,529,True,47.637051,47.548896,47.652627,39,36,-3
2022,69238,김대한,DOO,378,True,58.201058,45.764093,46.2125,91,77,-14
2022,52605,김도영,KIA,1013,True,47.384008,48.712045,48.683967,16,19,3
2022,66838,김동엽,SAM,368,True,57.880435,45.79222,46.302813,88,73,-15
2022,51403,김동진,SAM,11,False,45.454545,47.433707,47.75846,,,
2022,77564,김민성,LG,591,True,48.56176,47.103742,47.11701,52,53,1
2022,69500,김민수,LOT,29,False,51.724138,48.551661,45.859376,,,
2022,62864,김민식,KIA · SSG,1039,True,40.615977,44.16938,44.711426,143,128,-15
2022,64004,김민혁,KT,1593,True,45.637163,47.281521,47.443344,47,38,-9
2022,65269,김민혁,DOO,371,True,50.673854,45.091988,45.060103,112,109,-3
2022,64014,김병희,KT,318,True,53.459119,48.664712,48.968413,17,16,-1
2022,79402,김상수,SAM,984,True,41.260163,48.427871,48.59572,23,20,-3
2022,67610,김석환,KIA,453,True,47.90287,46.823439,47.185462,56,50,-6
2022,78603,김선빈,KIA,2283,True,40.122646,45.411112,45.317078,101,102,1
2022,51604,김선우,KIA,11,False,45.454545,49.914497,50.986618,,,
2022,67449,김성윤,SAM,175,False,48.571429,44.423549,44.019984,,,
2022,63435,김성표,SAM,64,False,39.0625,47.335286,47.384514,,,
2022,76802,김성현,SSG,1246,True,44.94382,46.052571,45.832829,80,87,7
2022,52514,김세민,LOT,10,False,40.0,47.779153,47.179787,,,
2022,67900,김수윤,NC,65,False,55.384615,48.533585,49.223876,,,
2022,68346,김수환,KIW,684,True,40.643275,44.444011,44.329985,136,138,2
2022,51303,김시앙,KIW,56,False,58.928571,51.245976,52.665407,,,
2022,52430,김영웅,SAM,71,False,47.887324,52.374941,53.850282,,,
2022,65898,김웅빈,KIW,515,True,43.883495,45.185191,45.037475,106,110,4
2022,60288,김응민,NC,262,False,53.435115,47.235681,47.051657,,,
2022,63257,김인태,DOO,1167,True,40.874036,44.080277,44.054356,146,147,1
2022,66715,김인환,HAN,1624,True,55.357143,48.291571,48.472729,26,22,-4
2022,65132,김재성,SAM,738,True,43.224932,44.746207,44.443553,125,135,10
2022,52424,김재혁,SAM,162,False,49.382716,46.850447,47.211726,,,
2022,62332,김재현,KIW,309,True,53.074434,45.870764,46.069473,86,83,-3
2022,64499,김재현,SSG,70,False,51.428571,53.284996,53.17153,,,
2022,74206,김재호,DOO,1026,True,42.592593,48.445457,48.083419,22,30,8
2022,78224,김재환,DOO,2023,True,50.914483,44.801572,44.986607,122,114,-8
2022,67504,김정율,LOT,566,True,45.583039,45.787959,45.62022,89,97,8
2022,51907,김주원,NC,1267,True,46.566693,45.432251,45.72703,100,92,-8
2022,69306,김주형,KIW,480,True,45.625,46.381514,46.452604,69,66,-3
2022,63920,김준완,KIW,1824,True,33.004386,50.154424,49.879066,4,7,3
2022,62558,김준태,KT,1140,True,43.157895,45.81703,45.812008,87,88,1
2022,50458,김지찬,SAM,1645,True,38.419453,42.490597,42.709439,161,160,-1
2022,78122,김태군,SAM,819,True,44.810745,43.533523,43.432148,156,154,-2
2022,69207,김태근,DOO,32,False,53.125,44.574732,45.530124,,,
2022,66704,김태연,HAN,1877,True,42.514651,48.408296,48.42137,25,23,-2
2022,64984,김태진,KIA · KIW,1052,True,49.429658,48.769286,48.862459,14,18,4
2022,65040,김태훈,KT,39,False,69.230769,45.22589,47.578317,,,
2022,50902,김한별,NC,77,False,58.441558,48.088026,47.386117,,,
2022,61404,김헌곤,SAM,855,True,50.292398,44.688362,44.657817,126,131,5
2022,76290,김현수,LG,2274,True,45.030783,42.871866,42.713969,160,159,-1
