season,batter_id,batter_name,team,batter_stance,pitches_seen,qualified_300,swing_aggression,za_raw,za_percentile,raw_dv,dv_per_100,swing_pct,z_swing_pct,o_swing_pct,z_minus_o_swing,heart_swing_pct,meatball_swing_pct,heart_only_swing_pct,heart_only_pitches,meatball_pitches,shadow_swing_pct,chase_swing_pct,waste_swing_pct,z_swing_residual,o_swing_residual,heart_swing_residual,meatball_swing_residual,waste_swing_residual,shadow_swing_residual,heart_only_swing_residual,cluster_id,cluster_distance,cluster_distance_outlier,sensitivity_cluster_id,sensitivity_cluster_distance,sensitivity_cluster_distance_outlier,sensitivity_residual_outlier,z_swing_residual_z,o_swing_residual_z,heart_swing_residual_z,meatball_swing_residual_z,waste_swing_residual_z,shadow_swing_residual_z,heart_only_swing_residual_z
2022,64610,강한울,SAM,L,963,True,-1.108934,-3.234953,11.35,41.135349,4.271584,44.652129,60.337553,29.447853,30.8897,63.453815,75.862069,56.790123,162,87,50.502513,26.086957,15.59633,-1.49936,-2.158577,-2.38124,7.464623,7.048437,-1.774846,-8.159196,2,2.764038,True,2,2.896259,True,False,-0.281435,-0.38948,-0.460359,1.00245,1.88646,-0.262903,-1.452186
2022,69238,김대한,DOO,R,378,True,11.988558,0.062564,41.411,12.678406,3.354076,58.201058,78.021978,39.795918,38.22606,81.914894,100.0,75.0,68,26,65.47619,30.487805,23.529412,12.582554,11.839544,11.166485,26.20825,17.240515,13.450733,5.419893,1,5.24883,True,1,5.15517,True,True,2.361789,2.13625,2.158786,3.519598,4.614292,1.992419,0.964641
2022,66838,김동엽,SAM,R,368,True,11.577621,-5.038116,2.761,9.825761,2.670044,57.880435,72.413793,44.845361,27.568432,68.131868,73.913043,66.176471,68,23,69.230769,49.462366,14.634146,12.546821,11.242992,4.983555,8.465334,4.850979,16.815664,3.759379,1,2.308683,False,1,2.332092,False,True,2.355081,2.028612,0.963457,1.136839,1.298328,2.490857,0.6691
2022,68346,김수환,KIW,R,684,True,-3.68671,-1.866693,17.485,34.777127,5.084375,40.643275,57.627119,27.763496,29.863623,56.129032,70.0,51.304348,115,40,50.347222,26.751592,4.761905,-5.704607,-2.328392,-11.744753,-0.63574,-2.848648,-1.825614,-15.566454,2,1.873416,False,2,2.373429,False,True,-1.070774,-0.42012,-2.270581,-0.085376,-0.762419,-0.270423,-2.770542
2022,65898,김웅빈,KIW,L,515,True,-1.153979,-0.544133,31.595,22.931901,4.452796,43.883495,62.083333,28.0,34.083333,70.3125,74.285714,68.817204,93,35,47.488584,21.238938,14.545455,-2.693279,-0.627933,0.468079,1.48644,7.840934,-4.58322,0.089097,2,2.732202,True,2,2.69196,True,True,-0.505538,-0.1133,0.090492,0.199619,2.098566,-0.678899,0.015858
2022,62332,김재현,KIW,R,309,True,7.004961,0.178144,42.638,11.935638,3.862666,53.074434,72.258065,33.766234,38.491831,81.333333,84.210526,80.357143,56,19,56.115108,30.666667,10.0,6.692371,5.937797,10.412708,10.229702,3.790282,4.09848,10.614724,1,1.30213,False,1,1.273772,False,False,1.256181,1.071377,2.01306,1.373783,1.01444,0.607096,1.889225
2022,78224,김재환,DOO,L,2023,True,5.927876,5.39357,98.466,103.727289,5.127399,50.914483,76.769912,30.02681,46.743102,83.076923,87.681159,81.072555,317,138,58.710407,23.275862,11.363636,5.506408,7.971381,4.385229,5.168585,8.726796,7.092192,4.00598,1,1.596376,False,1,1.625691,False,True,1.033572,1.438304,0.847784,0.694107,2.33566,1.050546,0.712991
2022,63920,김준완,KIW,L,1824,True,-16.87468,-2.425445,15.031,114.453288,6.274851,33.004386,50.098619,11.604938,38.493681,59.81982,58.278146,60.39604,404,151,31.056701,7.758621,1.37931,-12.622675,-19.105439,-7.221415,-11.443549,-6.614022,-21.158818,-5.690092,2,4.685236,True,2,4.639727,True,True,-2.369319,-3.447261,-1.396096,-1.536794,-1.770193,-3.134196,-1.012731
2022,65653,김호령,KIA,R,333,True,0.060834,1.353281,57.975,17.102643,5.135929,50.45045,69.101124,29.032258,40.068866,77.319588,79.411765,76.190476,63,34,51.470588,26.027397,14.814815,2.251603,2.504592,4.64799,3.508572,9.410136,-0.45627,4.797782,1,2.206351,False,1,2.224381,False,True,0.422634,0.451912,0.898583,0.471178,2.518551,-0.067586,0.853917
2022,62947,나성범,KIA,L,2394,True,12.567062,3.444552,86.81,116.416456,4.862843,55.096074,82.851817,32.551098,50.300719,89.679715,90.344828,89.448441,417,145,65.997888,27.12766,11.52648,13.717599,8.338281,13.892089,11.020591,7.554446,14.230785,15.118922,1,2.943261,False,1,3.002952,False,True,2.57484,1.504505,2.685719,1.479994,2.02189,2.107966,2.690889
