season,batter_id,batter_name,team,pitches_seen,qualified_300,actual_swing_pct,expected_swing_x_pct,expected_swing_o_pct,rank_x,rank_o,rank_change_o_minus_x
2024,69064,강민성,KT,5,False,40.0,36.820523,35.939744,,,
2024,74540,강민호,SAM,1562,True,48.207426,44.648399,44.448537,119,122,3
2024,68050,강백호,KT,2454,True,43.643032,43.103544,43.396468,151,144,-7
2024,54567,강성우,LOT,7,False,85.714286,53.10446,53.191564,,,
2024,54506,강승구,LOT,8,False,50.0,55.060858,52.971043,,,
2024,63123,강승호,DOO,2139,True,51.846657,45.01924,45.027924,99,94,-5
2024,62925,강진성,SSG,103,False,49.514563,41.05811,42.708783,,,
2024,65514,강태율,LOT,34,False,64.705882,50.518868,50.055096,,,
2024,64610,강한울,SAM,95,False,45.263158,45.535575,46.867602,,,
2024,50066,강현우,KT,143,False,34.265734,40.74321,40.820441,,,
2024,51868,고명준,SSG,1397,True,50.035791,46.609785,46.364451,35,46,11
2024,69517,고승민,LOT,2055,True,42.871046,44.741447,44.892104,111,101,-10
2024,54344,고영우,KIW,1142,True,47.022767,45.218211,45.490126,88,81,-7
2024,61353,고종욱,KIA,127,False,54.330709,42.783638,43.644934,,,
2024,68407,공민규,SAM,73,False,43.835616,42.488424,42.766728,,,
2024,69100,구본혁,LG,1481,True,45.779878,44.682306,44.560771,115,115,0
2024,62404,구자욱,SAM,2159,True,45.437703,45.485533,45.457432,80,82,2
2024,52769,권광민,HAN,203,False,43.842365,46.244818,46.678677,,,
2024,51003,권동진,KT,41,False,41.463415,48.001013,48.944361,,,
2024,50203,권휘,DOO,5,False,60.0,19.646481,24.093361,,,
2024,63963,권희동,NC,2316,True,35.276339,47.226519,47.022452,18,24,6
2024,71837,김강민,HAN,308,True,45.779221,43.365697,43.352488,146,146,0
2024,51005,김건형,KT,103,False,50.485437,50.518418,50.655413,,,
2024,53312,김건희,KIW,1061,True,55.513666,45.457432,45.557423,81,77,-4
2024,66614,김규성,KIA,63,False,49.206349,41.651351,41.826559,,,
2024,66112,김기연,DOO,1060,True,47.830189,44.934053,44.606222,103,113,10
2024,54164,김대원,LG,7,False,85.714286,46.056829,43.682922,,,
2024,69238,김대한,DOO,343,True,45.189504,45.156825,44.746935,92,108,16
2024,52605,김도영,KIA,2382,True,43.366919,44.167796,43.866663,131,136,5
2024,69442,김도환,SAM,13,False,46.153846,50.007642,48.349703,,,
2024,66838,김동엽,SAM,76,False,51.315789,47.062767,46.536531,,,
2024,51403,김동진,SAM,128,False,39.84375,45.871734,46.104081,,,
2024,53344,김동헌,KIW,20,False,35.0,36.810774,37.228563,,,
2024,52504,김동혁,LOT,69,False,44.927536,49.911827,50.070822,,,
2024,54614,김두현,KIA,19,False,47.368421,45.41076,45.992475,,,
2024,53554,김민석,LOT,287,False,50.522648,44.961067,45.658957,,,
2024,77564,김민성,LOT,353,True,43.626062,48.012031,47.364694,6,18,12
2024,64793,김민수,SAM,25,False,60.0,49.043361,49.655804,,,
2024,62864,김민식,SSG,526,True,39.923954,46.710259,47.574675,29,16,-13
2024,64004,김민혁,KT,1429,True,45.976207,45.174611,45.108679,90,91,1
2024,65269,김민혁,DOO,42,False,35.714286,41.22606,40.914428,,,
2024,53144,김범석,LG,703,True,49.644381,44.564561,44.528896,121,120,-1
2024,69980,김범준,NC,15,False,53.333333,41.237028,37.361762,,,
2024,52002,김병준,KT,58,False,41.37931,45.446919,45.25074,,,
2024,50304,김병휘,KIW,276,False,39.130435,48.617154,47.766026,,,
2024,79402,김상수,KT,1636,True,39.853301,46.484796,46.568695,42,37,-5
2024,78603,김선빈,KIA,1769,True,43.866591,44.952342,44.560399,101,116,15
2024,52105,김성우,LG,22,False,59.090909,47.460603,47.434345,,,
2024,62934,김성욱,NC,1651,True,46.517262,47.334879,47.266368,16,21,5
2024,67449,김성윤,SAM,297,False,52.861953,41.806963,42.208318,,,
2024,69105,김성진,LG,63,False,58.730159,44.975729,45.081515,,,
2024,76802,김성현,SSG,685,True,42.335766,47.734129,48.505189,14,3,-11
2024,54905,김세훈,NC,22,False,59.090909,46.724666,44.501796,,,
2024,67900,김수윤,NC,36,False,44.444444,50.298064,48.656968,,,
2024,50115,김수인,LG,15,False,40.0,47.680476,48.176831,,,
2024,68346,김수환,KIW,17,False,41.176471,51.63847,49.119664,,,
2024,51303,김시앙,KIW,17,False,47.058824,32.610599,31.376645,,,
2024,52430,김영웅,SAM,1955,True,50.946292,45.130256,45.150592,94,90,-4
2024,65898,김웅빈,KIW,174,False,41.37931,45.539965,45.846345,,,
2024,63257,김인태,DOO,88,False,42.045455,49.818523,50.234863,,,
2024,66715,김인환,HAN,531,True,46.13936,44.426167,44.949602,123,98,-25
2024,53400,김재상,SAM,328,True,56.097561,46.953231,47.296836,21,20,-1
2024,65132,김재성,SAM,92,False,39.130435,48.275945,48.372565,,,
2024,52424,김재혁,SAM,221,False,48.41629,47.600118,48.138961,,,
2024,62332,김재현,KIW,1116,True,48.835125,44.74941,44.67902,110,111,1
2024,74206,김재호,DOO,625,True,42.08,46.651509,46.408478,31,44,13
2024,78224,김재환,DOO,2230,True,45.695067,46.51064,46.303413,41,49,8
2024,67504,김정율,LG,66,False,57.575758,44.953527,44.645807,,,
2024,66162,김주성,LG,34,False,44.117647,40.234207,38.695254,,,
2024,51907,김주원,NC,1938,True,47.47162,46.35546,46.616059,44,33,-11
2024,69306,김주형,KIW,94,False,43.617021,46.186082,46.930165,,,
2024,62558,김준태,KT,114,False,36.842105,47.625899,47.535318,,,
2024,50458,김지찬,SAM,2018,True,37.41328,43.146775,42.758875,150,151,1
2024,66917,김찬형,SSG,37,False,48.648649,48.235383,48.861479,,,
2024,69825,김창평,SSG,38,False,31.578947,47.265731,47.282381,,,
2024,78122,김태군,KIA,906,True,48.896247,43.446837,43.080952,144,149,5
2024,69207,김태근,DOO,108,False,44.444444,44.705539,43.852768,,,
2024,66704,김태연,HAN,1814,True,45.203969,45.948086,46.105344,65,57,-8
2024,64984,김태진,KIW,710,True,50.422535,43.668442,43.312797,141,147,6
2024,65040,김태훈,SAM,72,False,50.0,39.623434,39.404848,,,
2024,50902,김한별,NC,195,False,53.333333,53.034937,53.078447,,,
2024,61404,김헌곤,SAM,1282,True,43.213729,46.190561,45.983469,50,62,12
2024,76290,김현수,LG,2186,True,45.974382,46.189263,46.260385,51,52,1
2024,54166,김현종,LG,43,False,55.813953,38.411512,38.406088,,,
2024,51417,김현준,SAM,790,True,43.164557,45.671623,45.596526,73,76,3
2024,68912,김형준,NC,1746,True,44.272623,46.233977,46.0586,48,60,12
2024,67304,김혜성,KIW,2134,True,45.407685,44.338877,44.356579,124,125,1
2024,65653,김호령,KIA,304,True,43.092105,44.454076,44.532673,122,118,-4
2024,54460,김호진,SAM,102,False,50.980392,48.623693,48.871225,,,
2024,51344,김휘집,KIW · NC,2324,True,43.244406,47.970428,47.870153,8,12,4
2024,62947,나성범,KIA,1640,True,54.939024,45.955846,45.812558,64,70,6
2024,51551,나승엽,LOT,1985,True,39.496222,46.548203,46.597236,38,36,-2
2024,69737,노시환,HAN,2359,True,47.265791,44.875198,44.803628,104,104,0
2024,62931,노진혁,LOT,607,True,48.105437,45.762989,45.860091,70,66,-4
2024,54944,데이비슨,NC,2150,True,55.348837,45.857127,45.676651,67,73,6
2024,53327,도슨,KIW,1529,True,47.024199,45.007381,45.214234,100,87,-13
2024,66965,도태훈,NC,732,True,39.754098,45.366441,45.829354,84,69,-15
2024,54400,디아즈,SAM,465,True,48.602151,46.849517,46.634297,22,31,9
2024,52025,라모스,DOO,1301,True,56.110684,43.343941,43.423036,147,143,-4
2024,54529,레이예스,LOT,2442,True,52.538903,44.856976,44.894229,105,100,-5
2024,67025,로하스,KT,2680,True,41.007463,43.564789,43.454957,143,142,-1
2024,53404,류승민,SAM,17,False,29.411765,30.193512,31.66187,,,
2024,62234,류지혁,SAM,1357,True,44.657332,46.549249,46.53545,37,38,1
2024,54219,류현준,DOO,12,False,50.0,43.410329,42.276079,,,
2024,50868,류효승,SSG,9,False,33.333333,35.405244,29.642192,,,
2024,54424,맥키넌,SAM,1170,True,45.128205,45.084881,44.691296,97,109,12
2024,69102,문보경,LG,2436,True,45.525452,46.619751,46.752783,34,29,-5
2024,64007,문상철,KT,1624,True,43.780788,44.25366,44.274035,128,127,-1
2024,68119,문성주,LG,1405,True,39.145907,43.230944,42.887421,149,150,1
2024,62869,문승원,SSG,5,False,40.0,65.17289,67.516255,,,
2024,53764,문현빈,HAN,1052,True,51.235741,46.08118,46.303072,54,50,-4
2024,79215,박건우,NC,1340,True,50.522388,45.683272,45.539501,72,78,6
2024,73113,박경수,KT,11,False,45.454545,56.385644,54.92476,,,
2024,64468,박계범,DOO,94,False,38.297872,47.842892,47.213638,,,
2024,79365,박동원,LG,2007,True,46.238166,44.666244,44.52986,118,119,1
2024,50657,박민,KIA,104,False,45.192308,41.318492,42.083666,,,
2024,69056,박민석,KT,64,False,57.8125,56.451735,55.659988,,,
2024,62907,박민우,NC,2071,True,42.153549,46.84899,46.969174,23,26,3
2024,53204,박민준,DOO,19,False,63.157895,55.011553,54.108896,,,
2024,75125,박병호,KT · SAM,1678,True,46.185936,45.625413,45.75201,75,72,-3
2024,66707,박상언,HAN,209,False,41.148325,47.73758,48.553685,,,
2024,53305,박성빈,KIW,32,False,43.75,34.344258,35.988091,,,
2024,67893,박성한,SSG,2383,True,37.977339,48.187685,48.166921,3,7,4
2024,62244,박세혁,NC,672,True,49.702381,45.396871,45.611168,83,75,-8
2024,52305,박수종,KIW,529,True,41.965974,45.356681,45.180481,85,88,3
2024,62802,박승욱,LOT,1817,True,48.266373,46.544556,46.931698,39,28,-11
2024,50996,박시원,NC,624,True,50.641026,45.138403,45.52967,93,79,-14
2024,50906,박영빈,NC,31,False,51.612903,46.782175,46.191576,,,
2024,67609,박정우,KIA,266,False,47.368421,46.030989,46.208683,,,
2024,50357,박주홍,KIW,262,False,45.801527,45.020892,44.275513,,,
2024,66928,박준영,DOO,917,True,43.620502,47.976163,47.825423,7,13,6
2024,69363,박준형,KIW,16,False,56.25,53.7651,50.36983,,,
2024,54805,박지환,SSG,919,True,51.142546,45.127987,44.688018,96,110,14
2024,64646,박찬호,KIA,2174,True,41.444342,45.687177,45.646423,71,74,3
2024,53992,박한결,NC,289,False,39.792388,44.707908,44.94791,,,
2024,62415,박해민,LG,2261,True,44.714728,46.26582,46.506268,46,40,-6
2024,64166,배정대,KT,1892,True,41.807611,46.216687,45.858806,49,67,18
2024,54507,백두산,LOT,4,False,50.0,39.356742,49.869414,,,
2024,65109,백승현,LG,3,False,100.0,69.694483,74.200072,,,
2024,68305,변상권,KIW,880,True,53.181818,47.948514,48.21358,9,6,-3
2024,69727,변우혁,KIA,686,True,53.93586,43.964028,43.830949,133,137,4
2024,78168,서건창,KIA,1017,True,35.594887,46.055191,46.377295,59,45,-14
2024,53569,서동욱,LOT,103,False,53.398058,50.280521,49.493572,,,
2024,66203,서예일,DOO,96,False,53.125,49.463248,49.405607,,,
2024,69995,서호철,NC,2143,True,48.343444,44.701196,44.610057,114,112,-2
2024,52630,소크라테스,KIA,2204,True,48.956443,44.672129,44.818366,117,103,-14
2024,51528,손성빈,LOT,716,True,46.648045,45.958814,45.898213,63,65,2
2024,77532,손아섭,NC,1349,True,47.739066,44.71215,44.324462,113,126,13
2024,50150,손호영,LG · LOT,1402,True,60.271041,42.301538,42.127722,155,154,-1
2024,64012,송민섭,KT,90,False,46.666667,48.385867,48.442615,,,
2024,65357,송성문,KIW,2298,True,43.907746,45.513062,45.514928,78,80,2
2024,69203,송승환,NC,15,False,46.666667,31.178675,30.002183,,,
2024,54394,송지후,KIW,1,False,100.0,34.858279,40.350078,,,
2024,68110,송찬의,LG,68,False,54.411765,45.532541,44.577591,,,
2024,65207,신민재,LG,1764,True,40.079365,43.301615,43.358738,148,145,-3
2024,66662,신범수,SSG,110,False,50.0,45.587222,44.640242,,,
2024,62556,신본기,KT,563,True,40.497336,44.82129,45.027185,108,95,-13
2024,53991,신용석,NC,6,False,83.333333,51.914606,54.065239,,,
2024,69508,신윤후,LOT,148,False,49.324324,47.200537,46.452919,,,
2024,64006,심우준,KT,786,True,40.458015,47.920325,48.273827,11,5,-6
2024,66864,안상현,SSG,281,False,48.398577,46.263285,46.254851,,,
2024,64011,안승한,DOO,19,False,57.894737,42.615059,43.002724,,,
2024,65115,안익훈,LG,226,False,35.840708,45.963049,46.474517,,,
2024,66406,안주형,SAM,622,True,47.749196,44.645621,44.144241,120,131,11
2024,64022,안중열,NC,108,False,41.666667,46.25773,46.290116,,,
2024,67006,안치영,KT,198,False,38.888889,45.470909,45.166974,,,
2024,79608,안치홍,HAN,2037,True,43.348061,45.174941,44.837308,89,102,13
2024,52001,안현민,KT,107,False,50.46729,47.462033,47.71644,,,
2024,54408,양도근,SAM,119,False,36.134454,44.781116,44.30112,,,
2024,64153,양석환,DOO,2402,True,50.20816,44.293732,43.988794,127,134,7
2024,69403,양우현,SAM,58,False,48.275862,44.202825,44.355425,,,
2024,76232,양의지,DOO,1794,True,44.648829,45.772296,45.846924,69,68,-1
2024,50293,양찬열,DOO,57,False,35.087719,41.650894,40.77922,,,
2024,53827,에레디아,SSG,2033,True,53.22184,42.867956,42.711338,152,152,0
2024,54205,여동건,DOO,34,False,50.0,36.464348,36.829898,,,
2024,68330,예진원,KIW,81,False,46.91358,43.169455,44.022414,,,
2024,50208,오명진,DOO,9,False,33.333333,25.580429,27.300558,,,
2024,69636,오선우,KIA,26,False,42.307692,38.901146,42.612654,,,
2024,78756,오선진,LOT,101,False,54.455446,47.680753,48.355064,,,
2024,53123,오스틴,LG,2287,True,42.850896,43.382467,43.521817,145,141,-4
2024,68904,오영수,NC,141,False,42.553191,43.090294,43.833808,,,
2024,64504,오윤석,KT,766,True,44.64752,46.271629,46.042707,45,61,16
2024,75334,오재일,SAM · KT,1292,True,50.851393,45.035367,45.00959,98,97,-1
2024,79109,오지환,LG,1760,True,44.772727,46.058585,46.105289,57,58,1
2024,60558,오태곤,SSG,1140,True,47.368421,44.938416,44.54811,102,117,15
2024,54307,원성준,KIW,505,True,42.574257,49.029239,49.707085,1,1,0
2024,61102,유강남,LOT,596,True,46.979866,45.805225,45.431137,68,83,15
2024,69766,유로결,HAN,156,False,44.230769,45.86057,44.755963,,,
2024,52667,윤도현,KIA,95,False,57.894737,41.073471,41.051032,,,
2024,52591,윤동희,LOT,2618,True,41.252865,46.178222,46.141381,52,54,2
2024,68463,윤정빈,SAM,791,True,45.132743,47.825832,47.815268,12,14,2
2024,50092,윤준혁,KT,53,False,62.264151,48.321107,48.475311,,,
2024,53296,윤준호,DOO,18,False,55.555556,62.3529,58.882412,,,
2024,65703,이도윤,HAN,1373,True,44.282593,43.959612,44.225427,134,128,-6
