season,batter_id,batter_name,batter_stance,team,pitches_seen,qualified_300,swing_pct,expected_swing_pct,decision_value,decision_value_per_100,decision_capture_pct,swing_pitches,swing_decision_value_per_100,take_pitches,take_decision_value_per_100,in_zone_pitches,in_zone_decision_value_per_100,out_zone_pitches,out_zone_decision_value_per_100,heart_pitches,heart_decision_value_per_100,heart_swing_decision_value_per_100,heart_take_decision_value_per_100,shadow_pitches,shadow_decision_value_per_100,shadow_swing_decision_value_per_100,shadow_take_decision_value_per_100,chase_pitches,chase_decision_value_per_100,chase_swing_decision_value_per_100,chase_take_decision_value_per_100,waste_pitches,waste_decision_value_per_100,waste_swing_decision_value_per_100,waste_take_decision_value_per_100,zone_awareness_plus,z_zone_awareness_plus,o_zone_awareness_plus
2026,62234,류지혁,L,—,1801,True,42.365353,44.121701,147.057586,8.16533,60.088131,763,7.032989,1038,8.997677,825,7.539396,976,8.694423,445,8.611918,14.177787,-5.7965,722,4.366772,6.019884,2.740909,425,9.181685,-15.329335,14.778132,209,18.269998,-25.800063,19.350146,124.808,121.214,115.905
2026,53036,류현인,L,—,663,True,49.321267,45.57062,45.946489,6.930089,50.381774,327,6.057852,336,7.778962,321,7.490338,342,6.404241,191,7.302324,13.891545,-8.991023,258,3.472397,4.190486,2.337817,131,8.019662,-17.596627,15.960712,83,15.101816,-12.466906,15.782525,106.661,120.478,96.985
2026,54219,류현준,R,—,4,False,75.0,39.600879,0.230767,5.769185,100.0,3,4.408282,1,9.851891,3,4.408282,1,9.851891,3,4.408282,4.408282,,0,,,,1,9.851891,,9.851891,0,,,,89.605,74.28,125.467
2026,50868,류효승,R,—,99,False,48.484848,47.100766,3.822423,3.861033,45.143724,48,1.691335,51,5.903102,48,2.465259,51,5.174704,21,4.017847,6.792106,-1.530673,45,1.421642,2.466727,-0.299674,21,8.850836,-11.502265,13.6398,12,4.002173,-18.482356,8.499079,61.572,45.156,86.827
2026,56813,마드리스,L,—,297,False,50.505051,43.446206,19.929318,6.710208,48.748516,150,2.351639,147,11.157728,118,6.857602,179,6.613043,48,6.875535,10.272755,-4.551479,131,3.745046,4.506752,2.012165,68,7.555756,-18.911176,15.699427,50,13.170274,-22.480283,18.031714,103.43,110.994,98.71
2026,69102,문보경,L,—,1539,True,40.675763,44.410811,113.157302,7.352651,53.970533,626,4.493101,913,9.313307,670,6.466809,869,8.035637,354,8.087965,15.178588,-5.914524,614,4.12887,3.921414,4.323237,381,8.065542,-20.610547,15.808086,190,14.971015,-19.191736,17.480144,112.869,105.136,110.463
2026,64007,문상철,R,—,13,False,38.461538,36.86382,-0.253872,-1.952858,-12.934118,5,-17.555015,8,7.79849,5,-0.838094,8,-2.649586,2,4.717078,4.717078,,6,-5.611833,-12.457469,-2.189015,3,-9.385324,-72.294295,22.069162,2,13.502827,,13.502827,-23.843,-4.36,22.187
2026,68119,문성주,L,—,886,True,44.469526,43.162414,57.134627,6.448604,54.558415,394,3.790979,492,8.576864,396,6.011382,490,6.80195,208,6.483559,12.042134,-5.475801,371,2.751375,2.621551,2.920711,191,8.155897,-17.494236,14.950634,116,15.399536,-33.546805,16.258244,99.587,98.31,100.27
2026,52121,문정빈,R,—,1005,True,43.781095,46.82977,70.01712,6.966878,49.690604,440,4.263488,565,9.072172,453,6.446302,552,7.394089,230,7.104922,14.239501,-5.772123,406,4.114131,5.944205,2.012936,225,7.423516,-19.104373,16.636795,144,14.076052,-24.31473,19.214976,107.201,104.829,105.162
2026,53764,문현빈,L,—,1933,True,43.766167,41.650087,142.194035,7.356132,57.33403,846,4.640769,1087,9.469469,835,6.459928,1098,8.037672,431,8.403836,13.337882,-4.532487,789,3.037574,3.243378,2.78468,456,9.377815,-15.611062,15.437788,257,15.270119,-25.681331,16.928072,112.92,105.033,110.479
2026,79215,박건우,R,—,1613,True,46.99318,43.647686,124.073914,7.692121,58.197143,758,4.619604,855,10.416061,728,6.997702,885,8.263349,404,9.032496,12.14733,-5.090928,626,2.777539,2.765425,2.791665,385,9.124595,-15.771555,15.758108,198,17.709871,-19.284346,19.4715,117.856,113.094,112.344
2026,55509,박건우,R,—,85,False,63.529412,47.851624,3.963645,4.663111,49.7946,54,3.137167,31,7.321208,44,6.807783,41,2.361513,26,8.083181,9.754102,-4.727214,30,1.413234,2.18194,-0.380415,17,3.942056,-9.63525,11.347859,12,6.39915,-10.736641,14.967046,73.355,110.247,63.586
2026,64468,박계범,R,—,162,False,50.0,47.440264,9.025169,5.571092,45.032441,81,5.365197,81,5.776987,81,6.96309,81,4.179094,43,7.58842,13.543211,-4.746505,71,3.290932,6.313043,-0.189074,28,4.514856,-11.985475,13.681707,20,10.807134,-19.553261,18.397232,86.695,112.575,78.602
2026,79365,박동원,R,—,1391,True,46.585191,43.764517,110.405799,7.937153,56.367843,648,4.332546,743,11.080875,583,6.559102,808,8.931465,295,6.92246,12.389297,-10.00955,545,5.004038,5.34011,4.522435,336,8.868488,-16.166428,18.027604,215,15.30903,-15.322876,17.442595,121.456,106.52,117.863
2026,50657,박민,R,—,709,True,44.71086,46.278664,43.530176,6.139658,45.915785,317,3.094472,392,8.60222,324,6.04063,385,6.222996,188,6.972327,14.229813,-6.443027,271,3.403172,2.282593,4.600738,161,5.589732,-19.332199,16.176039,89,13.708019,-20.95815,16.667326,95.048,98.748,95.487
2026,62907,박민우,L,—,1735,True,41.325648,43.676705,120.950305,6.971199,58.03381,717,5.325616,1018,8.13022,798,5.580009,937,8.156012,421,7.093318,12.489195,-4.851754,711,3.399801,4.304987,2.53689,373,7.4908,-16.552933,13.745419,230,16.945291,-7.551434,17.269036,107.265,91.844,111.457
2026,52634,박상준,L,—,559,True,46.511628,43.618582,43.710531,7.819415,58.081785,260,4.516913,299,10.691156,239,6.423898,320,8.861692,134,8.555577,13.037905,-5.731844,214,2.975637,3.486626,2.243993,140,11.107431,-16.480591,17.399435,71,14.546187,-27.71474,18.447196,119.726,104.493,117.287
2026,53305,박성빈,R,—,92,False,52.173913,45.376818,4.381861,4.762893,41.277623,48,2.378098,44,7.364487,41,6.39785,51,3.448515,25,9.745906,13.822134,-11.654287,32,-1.044947,-2.773999,1.178119,22,4.147231,-12.9919,13.94102,13,10.518285,-22.248927,13.248886,74.821,104.103,72.566
2026,51298,박성재,R,—,20,False,65.0,52.859584,0.468828,2.344139,12.868219,13,-1.956901,7,10.331785,9,9.947955,11,-3.877165,4,19.056294,26.24229,-2.501694,9,4.370899,2.668475,7.775748,4,-8.24218,-13.988938,8.998096,3,-11.903923,-78.210615,21.249423,39.286,157.317,12.045
2026,67893,박성한,L,—,2272,True,35.695423,44.244423,162.048231,7.132405,55.929776,811,5.090479,1461,8.265876,1037,5.083172,1235,8.853096,575,5.357477,13.28407,-4.659989,919,4.218505,4.50577,4.01507,514,10.605812,-16.389681,16.106065,264,14.379093,-19.391095,17.44911,109.633,84.396,117.216
2026,62244,박세혁,L,—,197,False,49.746193,48.190004,15.825345,8.03317,56.530216,98,8.610925,99,7.461251,99,8.880681,98,7.177011,50,10.624042,14.323293,-4.172964,85,4.450552,9.268874,-1.508953,40,7.14683,-14.117711,14.23501,22,17.598289,-23.521038,19.556352,122.866,141.319,103.369
2026,52305,박수종,R,—,209,False,40.669856,43.770159,14.257352,6.821699,61.169799,85,4.814617,124,8.197522,96,5.880223,113,7.621538,53,5.560635,9.920409,-4.521341,82,4.3845,5.997928,3.121817,51,10.342734,-13.464399,15.444263,23,10.609264,-17.519498,14.828578,105.068,96.344,107.041
2026,69418,박승규,R,—,1218,True,43.021346,43.251702,106.665788,8.757454,65.786915,524,5.906306,694,10.910193,523,7.215419,695,9.917863,298,7.922946,13.08878,-4.015868,458,5.482202,5.902172,4.990578,293,9.361957,-15.364766,15.729354,169,18.057035,-18.168006,20.094694,133.507,116.358,126.012
2026,62802,박승욱,L,—,541,True,48.243993,46.953063,29.526235,5.457714,47.941364,261,4.623979,280,6.234875,256,6.530518,285,4.494073,121,7.877399,12.361894,-5.725567,247,3.347752,4.885108,1.464145,111,3.29804,-17.349448,11.298942,62,13.007757,-14.871829,14.425364,85.029,106.091,81.204
2026,50996,박시원,L,—,468,True,47.435897,44.537363,29.405579,6.283243,49.70459,222,4.670335,246,7.738795,210,6.994891,258,5.703996,103,9.744929,15.347975,-8.698434,205,2.866272,2.572667,3.21986,95,7.495413,-13.582956,14.620496,65,9.802774,-19.689059,13.362133,97.157,113.052,91.2
2026,55121,박시원,R,—,4,False,50.0,55.962477,0.464346,11.608642,77.004531,2,17.845849,2,5.371436,3,9.586146,1,17.67613,3,9.586146,17.845849,-6.933259,1,17.67613,,17.67613,0,,,,0,,,,175.395,151.893,190.107
2026,55563,박재엽,R,—,23,False,39.130435,35.340006,1.875238,8.15321,52.856196,9,-2.495589,14,14.998867,5,9.893374,18,7.669831,3,3.624529,3.624529,,9,3.827141,-5.45157,11.25011,7,15.290554,-3.668436,18.450385,4,8.793025,-7.859176,14.343759,124.63,156.499,107.44
2026,55636,박재현,L,—,1637,True,52.718387,42.941784,70.606297,4.313152,38.001306,863,1.611013,774,7.326002,713,5.458344,924,3.42947,385,6.33172,11.148188,-7.031621,660,2.236788,2.372921,2.029991,369,1.277579,-14.433647,13.173221,223,11.996461,-18.004605,15.446584,68.214,90.02,72.409
2026,67609,박정우,L,—,327,True,37.003058,40.362719,26.814467,8.200143,60.641056,121,3.248574,206,11.108589,129,5.747645,198,9.797982,64,7.073035,12.950753,-4.962292,136,4.939487,3.509213,5.940679,89,9.85047,-16.342886,17.939595,38,17.902902,-17.12032,18.849475,125.319,94.357,125.022
2026,50709,박정현,R,—,290,False,45.517241,44.376177,16.790687,5.789892,52.169411,132,2.645944,158,8.416481,130,4.986413,160,6.442718,58,5.615628,9.125811,-4.446898,125,3.713426,4.608595,2.774233,76,5.827403,-13.06462,14.025828,31,14.396818,-18.804541,16.686567,89.909,82.946,97.303
2026,50357,박주홍,L,—,742,True,39.622642,45.243685,47.223518,6.364356,51.775691,294,3.817048,448,8.036026,345,4.381717,397,8.087304,184,6.126166,12.378027,-5.051405,296,1.808491,2.470942,1.267963,180,9.638307,-15.640699,15.740137,82,16.157667,-14.95075,19.520739,98.349,73.882,110.889
2026,55252,박준순,R,—,1314,True,55.251142,43.819756,63.654813,4.844354,39.465215,726,1.080953,588,9.491002,568,6.995929,746,3.206157,304,7.954316,11.435139,-4.597743,492,2.841118,2.544905,3.387315,320,0.456495,-16.437417,14.811439,198,12.138689,-15.105252,15.544181,76.018,113.068,70.564
2026,50204,박지훈,R,—,1135,True,44.405286,48.198335,84.294213,7.426803,54.509156,504,5.677387,631,8.824118,532,6.94482,603,7.852035,276,7.943167,14.676723,-5.745929,477,4.338937,5.707108,2.71345,246,8.702329,-21.123731,16.50299,136,14.901921,-28.291285,17.962857,113.958,112.301,108.946
2026,52348,박찬혁,R,—,1067,True,45.079663,45.372981,69.126039,6.478542,50.180159,481,3.128504,586,9.228317,473,5.444853,594,7.301664,248,7.368233,12.185927,-5.384487,444,3.395897,3.374524,3.415604,249,7.085584,-15.698314,16.719917,126,14.390425,-17.553926,18.383469,100.027,89.818,104.399
2026,55530,박찬형,L,—,110,False,56.363636,41.503967,3.421465,3.110423,25.727453,62,-1.004783,48,8.425897,42,5.43274,68,1.676051,23,5.200167,9.710332,-11.036425,46,-0.171453,-1.477636,2.814108,29,1.584558,-16.70352,12.760606,12,15.373109,-6.05946,17.321524,50.544,89.636,57.923
2026,64646,박찬호,R,—,2010,True,42.587065,45.742396,131.222665,6.528491,54.095152,856,4.27842,1154,8.197521,934,5.780846,1076,7.177469,501,7.290552,12.93147,-4.196409,807,3.561947,4.186238,2.963416,473,6.508405,-18.176309,14.166821,229,15.356913,-23.1126,17.672207,100.761,94.854,103.373
2026,54303,박채울,R,—,88,False,59.090909,48.659489,1.892077,2.150087,27.29096,52,1.885477,36,2.532302,44,4.505951,44,-0.205777,22,6.852195,10.152982,-8.001344,42,-0.105002,0.225761,-0.591419,14,-0.059329,-8.874371,8.755713,10,4.370008,-14.116143,8.991546,36.435,75.744,42.376
2026,56304,박한결,L,—,167,False,49.101796,45.974942,8.106901,4.854432,39.312556,82,3.251341,85,6.400943,73,6.662037,94,3.450654,35,8.7269,13.58974,-7.685187,73,2.062422,4.217812,-0.550171,35,-0.844881,-17.44333,8.963293,24,16.010943,-21.131116,19.387494,76.166,108.063,72.584
2026,62415,박해민,L,—,1924,True,41.112266,45.093846,141.322446,7.345241,57.955831,791,6.470672,1133,7.955819,945,6.648018,979,8.01825,501,8.077597,14.751644,-4.802144,775,3.890749,5.646397,2.437371,418,9.573095,-14.853657,16.086895,230,13.341237,-19.295654,16.793216,112.76,107.853,110.319
2026,55798,배승수,R,—,2,False,50.0,37.654415,0.056131,2.806563,100.0,1,1.988448,1,3.624679,1,1.988448,1,3.624679,1,1.988448,1.988448,,1,3.624679,,3.624679,0,,,,0,,,,46.08,38.008,74.022
2026,64166,배정대,R,—,422,True,48.341232,47.368373,26.173821,6.202327,44.521055,204,4.373221,218,7.913968,209,5.289209,213,7.098298,112,7.334401,13.2786,-5.742836,180,2.364631,4.468468,-0.149711,70,3.790239,-15.9,13.425888,60,18.416316,-33.754143,24.213034,95.969,87.485,102.719
2026,69727,변우혁,R,—,262,False,50.763359,46.99843,14.095957,5.380136,38.962426,133,1.329276,129,9.556604,113,6.698014,149,4.380672,65,7.652178,10.371613,-5.697781,90,-0.351202,0.206793,-1.270253,68,4.176194,-15.728189,11.894221,39,16.918747,-24.004554,21.595695,83.89,108.602,80.267
2026,56322,브룩스,L,—,619,True,46.688207,42.566623,37.678264,6.086957,49.061208,289,3.628998,330,8.239533,259,6.054201,360,6.110523,149,7.658978,13.152329,-6.811311,240,2.969927,2.72367,3.270908,168,6.100056,-15.39677,14.205416,62,14.339462,-7.648026,15.45747,94.274,98.952,94.558
2026,56950,블레인,R,—,558,True,46.415771,44.954784,33.607091,6.022776,46.317267,259,2.978968,299,8.659386,239,6.152363,319,5.925688,134,8.085896,12.930804,-4.615619,224,2.796897,2.560885,3.045902,129,4.380633,-15.749265,14.445582,71,15.290034,-25.004647,17.695686,93.331,100.423,93.031
2026,78168,서건창,L,—,1547,True,35.617324,41.857609,112.350535,7.262478,61.381714,551,6.474311,996,7.698502,729,4.522884,818,9.703999,369,5.999159,13.987564,-4.551565,635,3.999246,5.926923,2.478825,363,9.739525,-15.817632,14.108975,180,16.368861,-23.905861,18.242104,111.544,75.998,124.246
2026,69995,서호철,R,—,582,True,52.233677,46.198209,33.89254,5.823461,41.746054,304,2.948706,278,8.967077,262,7.389424,320,4.541328,136,8.733332,14.484883,-6.099616,225,2.029171,3.646129,-0.790646,155,5.286125,-16.692709,16.706499,66,14.024365,-15.979468,19.382192,90.403,118.966,81.594
2026,52804,석정우,R,—,14,False,35.714286,53.810079,1.929972,13.785512,68.696361,5,13.539887,9,13.92197,5,19.604784,9,10.552582,3,13.218416,23.239649,-6.82405,5,14.935765,29.184336,5.436718,5,13.912479,-37.148537,26.677733,1,9.100694,,9.100694,207.377,302.067,131.256
2026,56236,세베리노,L,—,379,True,45.646438,42.591859,24.704152,6.518246,51.260634,173,1.773555,206,10.502865,149,5.873492,230,6.935934,72,6.497094,11.319866,-7.971222,156,3.473613,2.5864,4.592271,93,8.056437,-15.327173,17.130674,58,12.267107,-21.826353,16.200968,100.61,96.243,101.377
2026,53057,손민석,L,—,7,False,57.142857,59.910951,0.245485,3.506924,40.772538,4,1.927908,3,5.612278,4,4.606938,3,2.040238,2,3.149533,9.855973,-3.556907,3,-0.71478,-0.71478,,2,10.19687,,10.19687,0,,,,56.369,77.258,60.932
2026,51528,손성빈,R,—,1207,True,49.875725,47.445583,85.263474,7.064082,53.111828,602,4.776948,605,9.339876,573,7.973814,634,6.24188,316,9.686565,13.529995,-5.446939,468,4.413945,5.620328,2.969683,291,4.392478,-19.363698,14.358484,132,16.071633,-33.526845,19.700789,108.629,127.725,95.643
2026,77532,손아섭,L,—,650,True,41.846154,44.066991,43.492316,6.691126,53.259297,272,4.828038,378,8.03176,299,6.851268,351,6.554708,166,8.595929,13.917643,-3.070906,250,2.067029,2.516088,1.652514,165,8.356325,-14.886647,14.167068,69,14.880528,-16.811239,17.356447,103.15,110.899,98.228
2026,54156,손용준,R,—,36,False,38.888889,39.411979,3.541356,9.837101,79.607842,14,7.219175,22,11.503054,16,8.634691,20,10.799028,9,9.778156,11.618099,3.338355,13,6.462039,7.024979,5.97952,6,9.651831,-22.408122,16.063821,8,15.526841,,15.526841,149.369,137.632,133.292
2026,50150,손호영,R,—,665,True,50.075188,43.397086,32.443883,4.878779,41.96873,333,2.262198,332,7.503242,275,6.445814,390,3.773819,134,6.788238,12.867186,-6.076511,278,3.230633,4.342383,1.582859,168,3.596163,-14.648165,14.267373,85,9.794038,-16.446526,14.968233,76.524,104.822,75.254
2026,54394,송지후,R,—,133,False,39.097744,47.269742,9.860136,7.413636,57.86785,52,7.60992,81,7.287627,67,4.88422,66,9.981377,43,6.253907,13.662457,-6.24802,46,1.532286,5.672482,-1.381186,26,7.459738,-13.491277,13.745043,18,25.147625,,25.147625,113.765,81.414,126.537
2026,68110,송찬의,R,—,1287,True,46.697747,46.180823,95.630584,7.430504,56.172526,601,4.816902,686,9.720263,556,6.970355,731,7.780494,314,8.793843,12.373073,-5.187527,495,3.484393,4.33006,2.510039,318,7.808437,-14.887692,15.310505,160,16.212088,-24.235489,18.062631,114.012,112.684,108.355
2026,65207,신민재,L,—,1500,True,38.8,43.077279,108.16555,7.211037,60.491545,582,6.254088,918,7.81773,686,5.338474,814,8.789142,371,5.796536,12.278678,-5.940069,594,4.011688,5.336068,2.798386,340,9.823804,-13.494917,14.421861,195,15.092328,-18.150946,15.611754,110.788,88.223,116.688
2026,66662,신범수,L,—,69,False,56.521739,43.997075,4.166561,6.038494,44.855129,39,2.868363,30,10.159665,28,9.77181,41,3.488913,17,12.717877,16.060863,-2.882726,25,1.971055,1.440208,3.099105,18,2.400276,-17.612849,15.135901,9,11.996764,-14.179501,15.268797,93.562,154.676,72.9
2026,53989,신성호,R,—,3,False,33.333333,3.29683,0.001691,0.056354,0.430438,1,-19.553956,2,9.86151,0,,3,0.056354,0,,,,1,12.219153,,12.219153,2,-6.025045,-19.553956,7.503866,0,,,,5.675,,44.542
2026,69508,신윤후,R,—,79,False,54.43038,46.226206,4.356078,5.514023,45.105957,43,3.941285,36,7.392572,38,8.636359,41,2.620151,20,9.761101,15.585902,-3.830101,33,2.416327,2.14296,2.963059,20,4.711068,-14.49372,12.941692,6,11.070946,-8.910175,15.06717,85.857,137.657,65.723
2026,56909,신재인,R,—,469,True,35.181237,42.484889,29.226584,6.231681,48.055414,165,3.125104,304,7.917817,199,4.141634,270,7.772123,102,6.048904,14.355719,-5.817974,181,2.852289,4.412103,1.697427,121,8.347814,-19.358681,14.850359,65,11.989543,-48.03666,16.991727,96.4,70.283,108.286
2026,64006,심우준,R,—,1511,True,46.52548,46.220708,84.266149,5.576846,43.728603,703,3.442638,808,7.433714,705,6.945579,806,4.37963,374,6.420142,15.145383,-4.998076,614,5.125569,5.993775,4.096699,337,1.65653,-16.319553,13.087923,186,12.473826,-24.026389,18.671976,86.779,112.313,80.259
2026,55438,심재훈,R,—,157,False,46.496815,41.430315,4.143238,2.639005,29.579913,73,0.360346,84,4.619268,68,2.077996,89,3.067641,37,4.070119,6.850877,-7.847416,62,0.506574,1.997276,-0.89096,41,1.893737,-18.444114,9.35095,17,9.098739,-18.127035,12.728842,43.618,39.351,69.42
2026,56613,아데를린,R,—,464,True,57.758621,42.305931,18.609906,4.010756,30.624081,268,-0.718827,196,10.477737,181,7.877409,283,1.537737,84,9.357209,13.895426,-3.43231,177,2.452363,2.659594,2.0379,136,-0.168874,-15.729382,17.336697,67,9.908712,-14.71742,17.634558,63.771,126.28,56.78
2026,66864,안상현,R,—,803,True,45.828144,45.119693,54.376339,6.771649,52.875196,368,3.411346,435,9.614388,361,6.506534,442,6.988179,197,8.546103,13.305478,-6.227791,315,2.390799,2.202259,2.587909,189,8.365439,-17.522704,16.693094,102,13.920412,-22.971687,18.839358,104.333,105.732,101.809
2026,50901,안인산,R,—,11,False,63.636364,43.376892,0.810545,7.368595,73.776161,7,3.235844,4,14.600911,4,9.177044,7,6.335196,2,9.670628,9.670628,,4,3.769258,3.769258,,4,8.225355,-11.767381,14.889601,1,13.734842,,13.734842,113.103,145.761,96.414
2026,51203,안재석,L,—,1313,True,49.200305,43.34674,67.402087,5.133441,44.550232,646,2.456864,667,7.725749,593,5.022807,720,5.224561,329,5.943363,10.469848,-7.915505,510,2.586164,2.546489,2.637634,317,5.107518,-15.487647,14.053833,157,11.763156,-18.283072,14.704745,80.265,83.492,87.239
2026,56811,안재연,L,—,11,False,45.454545,45.294761,0.658626,5.98751,26.688615,5,-1.022358,6,11.829067,4,5.428622,7,6.306875,4,5.428622,22.372384,-11.515141,3,-16.618853,-16.618853,,2,13.486638,,13.486638,2,33.515703,,33.515703,92.813,89.575,96.18
2026,64022,안중열,R,—,477,True,44.025157,43.53809,31.767758,6.659907,48.615203,210,2.885191,267,9.628785,208,5.392808,269,7.639672,108,6.484771,11.317688,-6.680763,198,2.905161,4.000109,1.765061,114,7.048347,-23.623812,16.567293,57,19.257667,-18.125146,21.33449,102.691,89.038,107.191
2026,67006,안치영,L,—,20,False,35.0,33.974031,1.442828,7.214141,49.167386,7,-2.834428,13,12.624908,8,-2.751184,12,13.857691,4,-7.844342,3.852846,-11.743404,8,1.10944,1.861824,0.658009,5,26.395619,-9.759771,80.628704,3,11.602189,,11.602189,110.834,-33.036,158.561
2026,79608,안치홍,R,—,1639,True,44.47834,44.205074,100.983494,6.161287,50.88205,729,2.763307,910,8.883405,716,4.98059,923,7.07719,394,5.384388,11.747636,-4.427329,669,3.544525,3.44466,3.658794,382,6.573059,-13.931386,14.971559,194,15.952084,-21.663364,20.763363,95.366,82.859,102.544
2026,52001,안현민,R,—,1286,True,34.525661,44.995929,104.674027,8.139504,63.171308,444,7.405489,842,8.526562,550,5.853453,736,9.847831,270,7.23164,16.224217,-5.073993,523,4.376674,6.819476,2.459116,330,10.6886,-14.032698,15.63286,163,16.555961,-13.207274,17.114022,124.429,95.943,125.434
2026,64153,양석환,R,—,443,True,55.530474,46.41369,22.712346,5.126941,45.844047,246,2.498877,197,8.408685,213,5.961685,230,4.353894,111,5.326404,9.762058,-6.120445,172,4.215861,5.038146,2.556866,95,3.068302,-13.563117,15.695861,65,10.205955,-18.953989,15.507763,80.17,97.565,80.046
2026,69403,양우현,L,—,415,True,46.024096,40.801097,18.691881,4.504068,37.204158,191,0.978666,224,7.510102,167,4.954345,248,4.200857,80,6.571067,11.363141,-6.062582,173,3.647398,5.108228,2.361232,103,2.414211,-17.460492,15.03307,59,7.861681,-15.623647,13.857935,71.019,82.465,78.782
2026,76232,양의지,R,—,1790,True,42.849162,43.76033,138.027387,7.711027,60.085209,767,4.931935,1023,9.794667,784,6.607677,1006,8.570894,421,7.306141,11.841176,-5.515641,712,4.322956,4.904708,3.704107,433,8.450585,-18.235623,14.873627,224,17.81163,-33.609484,18.985628,118.134,107.248,114.885
2026,55370,양현종,R,—,185,False,42.162162,48.563778,8.532994,4.612429,36.143764,78,3.855302,107,5.164354,83,6.157239,102,3.355379,51,8.847526,19.056285,-9.868533,76,1.019154,-0.882745,2.329351,35,4.290726,-19.345685,13.74529,23,7.584546,-26.830478,14.829814,72.611,100.496,71.797
2026,55392,어준서,L,—,349,True,37.535817,43.861754,28.848124,8.265938,60.415503,131,6.81355,218,9.138704,157,5.872879,192,10.222763,82,5.954459,12.119185,-5.312111,141,5.556351,9.657557,2.605483,89,11.766232,-15.88603,18.295238,37,15.294776,-24.73758,17.58234,126.286,96.234,128.531
2026,53827,에레디아,R,—,1404,True,54.700855,42.622977,80.893906,5.761674,44.380792,768,1.166369,636,11.310722,593,6.546693,811,5.187671,302,7.980129,9.995047,-7.390818,542,2.185398,2.007373,2.543428,358,3.745413,-18.148028,14.37418,202,15.614098,-17.102541,19.612798,89.495,106.334,86.934
2026,55393,여동욱,R,—,631,True,37.876387,45.600004,41.61957,6.595811,49.017106,239,4.59042,392,7.818486,282,3.824532,349,8.835069,147,6.030465,14.61649,-7.526418,245,2.480391,4.073544,1.116554,159,8.173901,-19.002568,15.021516,80,17.101658,-17.650514,18.93072,101.75,65.53,117.067
2026,55339,염승원,L,—,49,False,44.897959,48.064846,1.78587,3.644633,27.120673,22,-0.191406,27,6.770295,24,4.827704,25,2.508884,14,5.491396,13.281955,-4.896016,16,5.717003,10.540194,1.965632,10,-5.205434,-19.886786,16.816593,9,6.921086,-64.927217,15.902124,58.392,80.567,64.803
2026,50208,오명진,L,—,584,True,47.089041,46.898217,45.128312,7.727451,59.227354,275,5.710715,309,9.52228,262,7.519438,322,7.896703,139,10.177737,14.032242,-5.102622,245,3.921695,3.686242,4.225362,137,10.484584,-17.224271,15.785408,63,11.125756,-29.224905,13.861394,118.375,120.915,109.315
2026,55005,오서진,R,—,2,False,50.0,28.483289,-0.048943,-2.447134,-35.003206,1,-9.438307,1,4.544038,0,,2,-2.447134,0,,,,2,-2.447134,-9.438307,4.544038,0,,,,0,,,,-31.104,,23.86
2026,69636,오선우,L,—,354,True,45.480226,43.328897,24.671198,6.969265,54.569928,161,2.23461,193,10.9189,143,6.83994,211,7.056912,67,8.762456,11.856762,-1.964473,148,1.923221,1.46146,2.600472,81,6.946437,-18.351805,15.800822,58,17.805812,,17.805812,107.236,110.729,102.377
2026,78756,오선진,R,—,290,False,43.793103,47.557008,20.01731,6.902521,55.391673,127,5.8609,163,7.71409,145,7.099348,145,6.705693,78,6.678098,13.489401,-4.830655,112,4.687306,7.901656,1.109067,65,5.718647,-21.428912,15.333408,35,16.689973,-9.276247,18.263683,106.256,114.618,99.475
2026,53123,오스틴,R,—,2039,True,41.981363,43.501307,144.491923,7.086411,52.015224,856,2.799976,1183,10.188007,851,5.895142,1188,7.939753,439,8.338895,14.225561,-5.501512,767,2.7611,2.300571,3.222833,534,7.343163,-16.244622,16.471943,299,15.884295,-29.844254,18.299535,108.957,96.567,109.67
2026,68904,오영수,L,—,216,False,47.685185,42.263532,13.739624,6.360937,48.121038,103,3.193089,113,9.248444,94,6.224226,122,6.466272,41,6.295963,12.886612,-7.899281,93,4.148556,5.219077,2.730115,48,4.16912,-12.724161,15.237131,34,15.585133,-22.262975,19.247853,98.299,101.5,97.497
2026,64504,오윤석,R,—,717,True,43.375174,44.320636,53.716503,7.491841,56.785628,311,4.9791,406,9.416626,310,7.414559,407,7.550705,149,8.52777,15.900522,-5.225247,317,4.878356,5.160307,4.576133,181,7.601376,-15.668897,14.852258,70,16.838926,-23.768326,21.350843,114.914,119.343,106.456
2026,51991,오장한,L,—,196,False,60.204082,49.993205,11.438914,5.836181,43.429594,118,4.810413,78,7.387983,96,10.045742,100,1.795002,51,12.937963,15.845099,-8.865554,81,2.003708,3.697559,-1.033542,39,2.877435,-13.639718,15.64069,25,8.381398,-26.449639,15.015881,90.589,158.782,58.906
2026,56754,오재원,L,—,623,True,42.857143,43.057222,37.461648,6.013106,52.072488,267,3.442847,356,7.9408,282,4.852374,341,6.973006,151,5.738469,10.937729,-5.084479,263,3.842513,4.2281,3.487887,143,8.042199,-18.017704,14.671472,66,10.894553,-20.663546,16.529928,93.189,80.937,101.684
2026,79109,오지환,L,—,1532,True,43.668407,43.567261,105.839285,6.90857,56.062308,669,4.161345,863,9.038225,691,6.122844,841,7.554154,348,8.241165,12.868313,-5.023325,632,2.08329,1.38099,2.885578,362,9.223454,-13.524862,14.295714,190,16.107756,-13.604665,17.413797,106.344,99.981,106.485
