season,batter_id,batter_name,team,batter_stance,pitches_seen,qualified_300,swing_aggression,za_raw,za_percentile,raw_dv,dv_per_100,swing_pct,z_swing_pct,o_swing_pct,z_minus_o_swing,heart_swing_pct,meatball_swing_pct,heart_only_swing_pct,heart_only_pitches,meatball_pitches,shadow_swing_pct,chase_swing_pct,waste_swing_pct,z_swing_residual,o_swing_residual,heart_swing_residual,meatball_swing_residual,waste_swing_residual,shadow_swing_residual,heart_only_swing_residual,cluster_id,cluster_distance,cluster_distance_outlier,sensitivity_cluster_id,sensitivity_cluster_distance,sensitivity_cluster_distance_outlier,sensitivity_residual_outlier,z_swing_residual_z,o_swing_residual_z,heart_swing_residual_z,meatball_swing_residual_z,waste_swing_residual_z,shadow_swing_residual_z,heart_only_swing_residual_z
2022,52125,가르시아,LG,R,679,True,-1.29072,3.604814,89.877,38.830107,5.71872,47.717231,69.295775,24.074074,45.221701,75.531915,75.925926,75.373134,134,54,54.639175,15.231788,0.0,-0.013528,0.038653,-0.494504,-3.660478,-3.862245,2.884314,0.818555,2,1.474753,False,2,1.558817,False,False,-0.002539,0.006974,-0.095601,-0.491578,-1.0337,0.427245,0.145688
2022,64906,강민국,KIW,R,15,False,-3.411892,0.816892,52.147,2.241758,14.945053,33.333333,66.666667,11.111111,55.555556,100.0,100.0,,0,1,57.142857,0.0,0.0,,,,,,,,,,,,,,,,,,,,,
2022,74540,강민호,SAM,R,1600,True,-2.524033,0.399559,46.319,90.50289,5.656431,42.1875,62.096774,24.883178,37.213596,67.541766,68.548387,67.118644,295,124,48.8,20.157068,5.747126,-3.710814,-2.700173,-3.708771,-5.794642,-0.310909,-3.199714,-2.934713,2,0.566569,False,2,0.545099,False,False,-0.696533,-0.487202,-0.717007,-0.778183,-0.083212,-0.473965,-0.522325
2022,68050,강백호,KT,L,1084,True,-2.433025,-4.142618,7.669,40.172419,3.705943,42.343173,57.617188,28.671329,28.945859,63.636364,67.1875,62.5,200,64,47.516199,24.786325,10.569106,-3.228108,-3.939804,-0.846256,0.274874,1.399408,-4.830497,-1.174662,2,1.032909,False,2,0.983542,False,False,-0.605927,-0.710872,-0.163604,0.036914,0.374541,-0.715528,-0.209068
2022,63123,강승호,DOO,R,1660,True,2.954503,1.91453,67.791,73.214979,4.410541,48.614458,68.478261,28.846154,39.632107,72.786177,76.8,71.301775,338,125,54.119318,21.828909,9.74026,1.01558,2.93974,-0.721691,-0.021322,4.72007,2.235334,-0.879095,1,1.861587,False,1,1.830028,False,False,0.190628,0.530427,-0.139523,-0.002863,1.263291,0.331114,-0.156463
2022,62925,강진성,DOO,R,373,True,-0.735879,-2.291781,15.644,18.097231,4.851805,43.699732,61.077844,29.61165,31.466194,64.444444,72.0,61.538462,65,25,50.641026,26.966292,5.263158,-1.789477,-0.950773,-2.795953,2.059648,-2.638606,-1.564283,-4.735378,2,0.921668,False,2,0.972371,False,False,-0.335891,-0.171551,-0.540534,0.276597,-0.706203,-0.231713,-0.84281
2022,65514,강태율,LOT,R,139,False,0.32115,0.336346,46.012,5.294848,3.809243,52.517986,67.901235,31.034483,36.866752,68.888889,77.777778,66.666667,36,9,58.730159,22.727273,0.0,,,,,,,,,,,,,,,,,,,,,
2022,64610,강한울,SAM,L,963,True,-1.108934,-3.234953,11.35,41.135349,4.271584,44.652129,60.337553,29.447853,30.8897,63.453815,75.862069,56.790123,162,87,50.502513,26.086957,15.59633,-1.49936,-2.158577,-2.38124,7.464623,7.048437,-1.774846,-8.159196,2,2.764038,True,2,2.896259,True,False,-0.281435,-0.38948,-0.460359,1.00245,1.88646,-0.262903,-1.452186
2022,51269,강현구,DOO,R,19,False,-13.834066,6.052266,100.0,0.867431,4.565426,31.578947,60.0,0.0,60.0,60.0,100.0,50.0,4,1,37.5,0.0,0.0,,,,,,,,,,,,,,,,,,,,,
2022,69517,고승민,LOT,L,976,True,-2.908039,0.251986,44.479,51.58289,5.285132,42.827869,61.885246,23.770492,38.114754,68.679245,75.308642,65.76087,184,81,46.76259,19.0,3.191489,-3.76112,-3.976209,-2.351406,1.207023,-2.967643,-5.248397,-4.085247,2,0.737519,False,2,0.754129,False,False,-0.705975,-0.717441,-0.454591,0.162095,-0.794267,-0.77743,-0.727099
