season,batter_id,batter_name,batter_stance,pitches_seen,plate_appearances,terminal_plate_appearances,walks,strikeouts,hit_by_pitch,bb_pct,k_pct,hbp_pct,qualified_300,swing_pct,take_pct,zone_pct,z_swing_pct,o_swing_pct,z_minus_o_swing,heart_swing_pct,shadow_in_swing_pct,shadow_out_swing_pct,chase_swing_pct,waste_swing_pct,heart_minus_chase_swing,contact_pct,whiff_pct,z_contact_pct,o_contact_pct,simple_judgment_pct,seager_a_zone_swings,seager_b_out_swings,seager_c_zone_takes,seager_d_out_takes,selection_tendency_pct,hittable_take_pct,simple_seager,observed_decision_run,observed_decision_run_per_100,heart_pitches,shadow_in_pitches,shadow_out_pitches,chase_pitches,waste_pitches,heart_vs_chase_residual,zone_vs_out_residual,decision_run_residual,heart_vs_chase_residual_z,zone_vs_out_residual_z,decision_run_residual_z,heart_vs_chase_residual_outlier,zone_vs_out_residual_outlier,decision_run_residual_outlier,cluster_id,cluster_distance,pure_hc_residual_z,pure_zo_residual_z,pure_z_attack_z,out_zone_take_pct,pure_o_restraint_z,pure_cluster_id,pure_cluster_distance,pure_hc_residual_z_adjusted,pure_zo_residual_z_adjusted,pure_z_attack_z_adjusted,pure_o_restraint_z_adjusted,pure_z_attack_z_final,pure_o_restraint_z_final,zone_awareness_raw,z_zone_awareness_raw,o_zone_awareness_raw,zone_awareness_plus,z_zone_awareness_plus,o_zone_awareness_plus,bb_vs_oza_residual,bb_vs_oza_residual_z,bb_vs_oza_residual_outlier,k_vs_zza_residual,k_vs_zza_residual_z,k_vs_zza_residual_outlier
2024,69064,강민성,R,5,1,1,0,0,0,0.0,0.0,0.0,False,40.0,60.0,20.0,100.0,25.0,75.0,100.0,,0.0,33.3333,,66.6667,50.0,50.0,100.0,0.0,80.0,1,1,0,3,75.0,0.0,75.0,-0.216708,-4.334155,1,0,1,3,0,,,,,,,,,,,,3.795339,6.299427,5.217936,75.0,0.661466,,,3.795339,6.299427,5.217936,0.661466,7.628819,0.86273,4.245774,7.628819,0.86273,214.029,214.432,112.941,,,,,,
2024,74540,강민호,R,1562,450,448,33,50,8,7.3661,11.1607,1.7857,True,48.2074,51.7926,46.0948,70.5556,29.0974,41.4582,73.2804,67.5439,49.8392,22.7139,6.7708,50.5665,83.1341,16.8659,89.7638,69.3878,70.7426,508,245,212,597,54.0271,26.2052,27.8219,3.424751,0.219254,378,342,311,339,192,2.154236,3.824559,0.274697,0.309259,0.680619,0.236558,False,False,False,3,1.541473,0.309259,0.680619,0.61473,70.9026,-0.035196,3,0.913447,-0.000836,0.380688,0.393809,-0.124286,0.575763,-0.162102,0.206831,0.575763,-0.162102,105.555,108.636,97.568,-1.23236,-0.672031,False,-9.891379,-1.538684,True
2024,68050,강백호,L,2454,612,611,57,127,3,9.329,20.7856,0.491,True,43.643,56.357,40.8313,60.3792,32.0937,28.2855,63.8734,56.3441,47.5891,30.5643,13.0564,33.3091,74.2297,25.7703,85.6198,59.4421,64.8329,605,466,397,986,61.9736,28.7057,33.2679,11.360719,0.462947,537,465,477,638,337,-9.053787,-7.908728,0.836534,-1.299749,-1.407438,0.720388,False,False,False,1,1.566234,-1.299749,-1.407438,-0.976203,67.9063,-0.544643,1,1.31565,-0.985542,-1.027191,-0.905408,0.006353,-1.323741,0.008286,-0.657728,-1.323741,0.008286,82.335,80.144,100.124,0.36185,0.197324,False,4.222289,0.656811,False
2024,54567,강성우,R,7,4,4,0,0,0,0.0,0.0,0.0,False,85.7143,14.2857,57.1429,100.0,66.6667,33.3333,100.0,,50.0,100.0,,0.0,66.6667,33.3333,100.0,0.0,71.4286,4,2,0,1,20.0,0.0,20.0,-0.287471,-4.106726,4,0,2,1,0,,,,,,,,,,,,1.599676,2.446564,5.217936,33.3333,-6.422927,,,1.599676,2.446564,5.217936,-6.422927,7.628819,-8.377225,-0.374203,7.628819,-8.377225,89.95,214.432,-25.658,,,,,,
2024,54506,강승구,R,8,2,2,0,1,0,0.0,50.0,0.0,False,50.0,50.0,37.5,33.3333,60.0,-26.6667,,33.3333,75.0,,0.0,,75.0,25.0,100.0,66.6667,37.5,1,3,2,2,66.6667,50.0,16.6667,-1.55009,-19.37613,0,3,4,0,1,,,,,,,,,,,,,-8.800985,-5.204438,40.0,-5.28942,,,,-8.800985,-5.204438,-5.28942,-7.609085,-6.898827,-7.253956,-7.609085,-6.898827,-94.821,-14.136,-3.482,,,,,,
2024,63123,강승호,R,2139,564,564,29,158,7,5.1418,28.0142,1.2411,True,51.8467,48.1533,43.7588,72.8632,35.4946,37.3686,74.8503,70.5747,52.2353,33.9357,12.8571,40.9146,66.9071,33.0929,80.6452,44.9649,68.1627,682,427,254,776,53.2236,24.6602,28.5634,0.592407,0.027695,501,435,425,498,280,1.149654,2.808153,0.261073,0.165043,0.499739,0.224825,False,False,False,4,1.444967,0.165043,0.499739,0.97549,64.5054,-1.122882,4,1.816683,-0.584816,-0.247391,0.071155,-0.603819,0.104031,-0.787542,-0.341755,0.104031,-0.787542,90.821,101.56,88.187,-2.103495,-1.147078,False,8.076909,1.256429,False
2024,62925,강진성,R,103,31,31,3,5,0,9.6774,16.129,0.0,False,49.5146,50.4854,40.7767,64.2857,39.3443,24.9414,59.0909,70.0,54.5455,34.4828,20.0,24.6081,88.2353,11.7647,96.2963,79.1667,62.1359,27,24,15,37,57.8125,28.8462,28.9663,-0.35123,-0.341,22,20,22,29,10,,,,,,,,,,,,-2.115374,-1.38269,-0.365478,60.6557,-1.777428,1,2.670043,-1.801167,-1.002443,-0.294683,-1.226432,-0.430838,-1.599597,-1.015217,-0.430838,-1.599597,72.734,93.537,76.006,,,,,,
2024,65514,강태율,R,34,10,10,0,4,0,0.0,40.0,0.0,False,64.7059,35.2941,50.0,82.3529,47.0588,35.2941,90.9091,66.6667,83.3333,37.5,0.0,53.4091,63.6364,36.3636,85.7143,25.0,67.6471,14,8,3,9,39.1304,25.0,14.1304,-2.701325,-7.945074,11,6,6,8,3,,,,,,,,,,,,2.353032,1.119201,2.459067,52.9412,-3.089088,4,4.789755,1.603173,0.372071,1.554732,-2.570025,2.273076,-3.352004,-0.539464,2.273076,-3.352004,85.512,134.096,49.72,,,,,,
2024,64610,강한울,L,95,25,25,0,6,0,0.0,24.0,0.0,False,45.2632,54.7368,45.2632,62.7907,30.7692,32.0215,65.3846,58.8235,33.3333,40.0,0.0,25.3846,76.7442,23.2558,88.8889,56.25,66.3158,27,16,16,36,57.1429,30.7692,26.3737,-6.434513,-6.773172,26,17,18,25,9,,,,,,,,,,,,-1.393567,-0.855812,-0.5992,69.2308,-0.319444,2,1.727207,-1.0174,-0.528589,-0.132839,-0.693894,-0.194216,-0.905025,-0.54962,-0.194216,-0.905025,85.239,97.087,86.425,,,,,,
2024,50066,강현우,R,143,36,36,8,10,0,22.2222,27.7778,0.0,False,34.2657,65.7343,40.5594,51.7241,22.3529,29.3712,56.6667,46.4286,37.037,21.6216,4.7619,35.0451,73.4694,26.5306,86.6667,52.6316,67.1329,30,19,28,66,68.75,29.7872,38.9628,1.460595,1.021395,30,28,27,37,21,,,,,,,,,,,,-2.039806,-2.046981,-2.329303,77.6471,1.11154,2,2.305019,-1.663639,-1.719758,-1.862942,0.73709,-2.723692,0.961364,-0.881164,-2.723692,0.961364,76.334,59.145,114.42,,,,,,
