season,batter_id,batter_name,team,pitches_seen,qualified_300,za_raw,dv_per_100,raw_dv,swing_aggression,zone_judgment_raw,za_percentile,low_opposite_support_pitches,swing_pitches,swing_decision_value_per_100,take_pitches,take_decision_value_per_100,heart_pitches,heart_raw_dv,heart_decision_value_per_100,heart_swing_decision_value_per_100,heart_take_decision_value_per_100,shadow_in_pitches,shadow_in_raw_dv,shadow_in_decision_value_per_100,shadow_in_swing_decision_value_per_100,shadow_in_take_decision_value_per_100,shadow_out_pitches,shadow_out_raw_dv,shadow_out_decision_value_per_100,shadow_out_swing_decision_value_per_100,shadow_out_take_decision_value_per_100,chase_pitches,chase_raw_dv,chase_decision_value_per_100,chase_swing_decision_value_per_100,chase_take_decision_value_per_100,waste_pitches,waste_raw_dv,waste_decision_value_per_100,waste_swing_decision_value_per_100,waste_take_decision_value_per_100
2025,51907,김주원,NC,2465,True,0.320811,0.320811,7.908003,-2.758306,1.633117,83.333333,780,1049,-0.222318,1416,0.54313,581,1.078128,0.043737,0.206002,-0.162265,533,-0.019732,-0.000801,0.173069,-0.17387,498,1.327111,0.053838,-0.175024,0.228862,557,4.988492,0.202373,-0.289818,0.492191,296,0.534005,0.021663,-0.136547,0.158211
2025,77532,손아섭,NC · HAN,1580,True,-0.100277,-0.100277,-1.58438,2.986065,-1.217207,37.719298,516,742,-0.458513,838,0.358236,376,1.235262,0.078181,0.208297,-0.130116,316,1.029733,0.065173,0.166275,-0.101102,294,-0.507891,-0.032145,-0.20529,0.173145,384,-3.373761,-0.213529,-0.494514,0.280985,210,0.032276,0.002043,-0.133281,0.135324
2025,64646,박찬호,KIA,2300,True,0.256033,0.256033,5.88876,-4.119645,-0.876738,73.976608,738,967,-0.261415,1333,0.517448,577,1.040628,0.045245,0.193913,-0.148669,498,1.510482,0.065673,0.182682,-0.117008,472,2.294252,0.09975,-0.168297,0.268047,473,0.939293,0.040839,-0.340212,0.381051,280,0.104103,0.004526,-0.129501,0.134027
2025,52605,김도영,KIA,444,True,0.308579,0.308579,1.37009,0.471729,5.459685,80.409357,140,209,-0.230967,235,0.539546,113,0.129556,0.029179,0.219727,-0.190548,86,0.265855,0.059877,0.157698,-0.097821,82,-0.016361,-0.003685,-0.08269,0.079005,104,0.936487,0.21092,-0.344413,0.555333,59,0.054553,0.012287,-0.18129,0.193577
2025,62947,나성범,KIA,1281,True,0.239776,0.239776,3.071529,3.423166,5.834001,72.222222,477,600,-0.446452,681,0.686228,305,1.277762,0.099747,0.211733,-0.111986,227,-0.835816,-0.065247,0.118418,-0.183666,239,0.672679,0.052512,-0.229911,0.282423,321,2.332487,0.182083,-0.368904,0.550987,189,-0.375582,-0.029319,-0.177789,0.148469
2025,54944,데이비슨,NC,1633,True,-0.422035,-0.422035,-6.891839,8.51828,-0.674145,13.74269,505,852,-0.801513,781,0.379477,334,1.749869,0.107157,0.215105,-0.107949,341,0.224116,0.013724,0.204382,-0.190658,305,-2.29394,-0.140474,-0.254379,0.113905,433,-5.386398,-0.329847,-0.763268,0.433422,220,-1.185485,-0.072596,-0.203353,0.130757
2025,79215,박건우,NC,1644,True,0.576929,0.576929,9.48471,1.381569,7.921907,96.783626,529,752,-0.08005,892,0.656979,423,3.097771,0.188429,0.300882,-0.112453,319,-0.200164,-0.012175,0.17327,-0.185446,316,0.439676,0.026744,-0.17556,0.202304,398,5.306445,0.322776,-0.296926,0.619703,188,0.840981,0.051155,-0.081717,0.132871
2025,63963,권희동,NC,2042,True,1.016766,1.016766,20.762358,-14.2952,1.418849,99.707602,701,713,0.139167,1329,0.877599,511,-0.688114,-0.033698,0.180246,-0.213944,486,-1.330681,-0.065166,0.218982,-0.284147,384,6.438437,0.315301,-0.087025,0.402325,466,13.286413,0.650657,-0.151114,0.801771,195,3.056303,0.149672,-0.021922,0.171594
2025,55645,위즈덤,KIA,2140,True,0.189086,0.189086,4.046433,-3.937409,1.943683,64.035088,725,934,-0.437753,1206,0.626838,465,0.758234,0.035432,0.185199,-0.149767,489,-3.723398,-0.173991,0.151514,-0.325505,369,1.773098,0.082855,-0.196434,0.279289,525,3.415263,0.159592,-0.485363,0.644955,292,1.823236,0.085198,-0.092668,0.177866
2025,72443,최형우,KIA,2193,True,0.339467,0.339467,7.444515,1.730344,3.22434,83.918129,805,1021,-0.295818,1172,0.635285,523,2.281317,0.104027,0.22073,-0.116703,444,2.811077,0.128184,0.208216,-0.080032,425,-0.277715,-0.012664,-0.244535,0.231872,525,1.777021,0.081031,-0.365679,0.44671,276,0.852815,0.038888,-0.11455,0.153438
2025,78603,김선빈,KIA,1211,True,-0.441372,-0.441372,-5.345014,-1.532137,-2.687842,11.403509,416,514,-0.738947,697,0.297575,286,-0.546788,-0.045152,0.151564,-0.196715,249,-0.360318,-0.029754,0.1716,-0.201354,214,0.794069,0.065571,-0.170034,0.235606,302,-2.82418,-0.233211,-0.581448,0.348237,160,-2.407797,-0.198827,-0.310629,0.111802
2025,63260,이우성,KIA · NC,1274,True,0.224658,0.224658,2.862138,-1.613787,3.009818,68.71345,410,556,-0.248866,718,0.473523,316,-0.955035,-0.074964,0.247477,-0.32244,285,-0.04069,-0.003194,0.163582,-0.166776,223,1.108835,0.087036,-0.165214,0.25225,284,1.480872,0.116238,-0.384569,0.500807,166,1.268157,0.099541,-0.110142,0.209683
2025,78122,김태군,KIA,960,True,-0.440758,-0.440758,-4.231279,2.706964,-5.893481,11.988304,288,439,-0.664263,521,0.223505,211,-0.239385,-0.024936,0.17101,-0.195946,203,1.303377,0.135768,0.217619,-0.08185,201,-1.283916,-0.133741,-0.273564,0.139823,228,-3.221804,-0.335605,-0.608776,0.273172,117,-0.789552,-0.082245,-0.170552,0.088307
2025,66606,최원준,KIA · NC,1703,True,-0.327965,-0.327965,-5.585242,0.551106,-1.212289,17.251462,556,781,-0.527835,922,0.199871,419,-0.133098,-0.007816,0.197302,-0.205117,353,0.435569,0.025577,0.16412,-0.138543,343,-1.576877,-0.092594,-0.234161,0.141567,387,-2.881659,-0.169211,-0.448979,0.279768,201,-1.429177,-0.083921,-0.206117,0.122195
2025,66965,도태훈,NC,356,True,0.195569,0.195569,0.696225,-4.413819,3.308885,66.959064,109,142,-0.327901,214,0.52347,93,0.14357,0.040329,0.214637,-0.174308,70,0.011817,0.003319,0.162375,-0.159056,61,-0.244588,-0.068705,-0.249677,0.180972,87,0.09497,0.026677,-0.450743,0.477419,45,0.690456,0.193948,-0.004494,0.198442
2025,68912,김형준,NC,1724,True,0.191241,0.191241,3.297002,-0.365034,2.111707,65.204678,547,799,-0.318,925,0.509242,424,1.056195,0.061264,0.246334,-0.18507,373,0.751466,0.043588,0.196909,-0.153321,332,-1.187513,-0.068881,-0.249353,0.180472,398,2.270418,0.131695,-0.378406,0.510101,197,0.406436,0.023575,-0.133484,0.157059
2025,51344,김휘집,NC,1959,True,0.096633,0.096633,1.893045,-4.080882,1.141209,56.432749,594,821,-0.351418,1138,0.448051,474,-0.094861,-0.004842,0.197658,-0.2025,399,-2.332962,-0.119089,0.152411,-0.271501,412,0.426468,0.02177,-0.220751,0.242521,438,4.628774,0.236282,-0.322786,0.559068,236,-0.734374,-0.037487,-0.15795,0.120463
2025,67905,천재환,NC,1072,True,-0.424335,-0.424335,-4.548871,4.983763,-2.611275,13.157895,310,536,-0.619706,536,0.195371,255,1.007305,0.093965,0.23086,-0.136895,237,-0.654179,-0.061024,0.190107,-0.251131,213,-0.877178,-0.081826,-0.256637,0.174811,257,-3.020505,-0.281763,-0.597563,0.3158,110,-1.004315,-0.093686,-0.186473,0.092787
2025,52667,윤도현,KIA,580,True,-0.752574,-0.752574,-4.364927,5.085267,-4.706193,1.461988,143,297,-0.960997,283,0.208423,134,0.365346,0.062991,0.181758,-0.118767,131,-0.099141,-0.017093,0.154168,-0.171261,120,-0.798868,-0.137736,-0.282628,0.144892,130,-2.002322,-0.345228,-0.58935,0.244122,65,-1.829942,-0.315507,-0.424944,0.109437
2025,68646,한준수,KIA,1089,True,-0.007867,-0.007867,-0.085677,-2.31897,0.066599,44.152047,379,453,-0.341388,636,0.333521,260,0.058267,0.005351,0.197301,-0.191951,231,-0.554518,-0.05092,0.132839,-0.183759,208,0.366408,0.033646,-0.149322,0.182969,255,0.395047,0.036276,-0.367041,0.403317,135,-0.350882,-0.032221,-0.155165,0.122944
2025,50600,홍종표,KIA · NC,339,True,-0.68941,-0.68941,-2.3371,-2.997849,-3.551302,2.631579,110,143,-0.325876,196,-0.363534,86,-1.617701,-0.477198,0.206562,-0.68376,82,-0.339691,-0.100204,0.136108,-0.236312,60,-0.021255,-0.00627,-0.188235,0.181966,80,0.013203,0.003895,-0.319169,0.323064,31,-0.371656,-0.109633,-0.161142,0.051509
2025,67609,박정우,KIA,294,False,0.113633,0.113633,0.334082,1.410166,4.194679,57.894737,104,127,-0.395166,167,0.508799,56,0.504661,0.171653,0.203341,-0.031688,69,0.178019,0.060551,0.203699,-0.143148,58,-0.11403,-0.038786,-0.119863,0.081077,68,-0.070441,-0.02396,-0.437608,0.413648,43,-0.164126,-0.055825,-0.244735,0.18891
2025,69995,서호철,NC,1058,True,-0.207173,-0.207173,-2.191889,9.581826,4.263616,26.608187,329,581,-0.621014,477,0.413841,269,2.194685,0.207437,0.288996,-0.081559,207,-0.058096,-0.005491,0.171134,-0.176625,209,-1.346098,-0.12723,-0.330841,0.203611,238,-1.553251,-0.14681,-0.513851,0.367041,135,-1.42913,-0.135078,-0.236452,0.101374
2025,62244,박세혁,NC,365,True,0.296461,0.296461,1.082081,6.031176,4.316311,78.070175,107,203,-0.154453,162,0.450914,92,0.61912,0.169622,0.21701,-0.047388,84,0.05451,0.014934,0.255376,-0.240442,74,-0.497426,-0.136281,-0.255616,0.119335,79,0.664427,0.182035,-0.278144,0.460179,36,0.24145,0.066151,-0.093079,0.15923
2025,50903,한재환,NC,137,False,-0.085684,-0.085684,-0.117387,4.755632,-1.536011,39.181287,49,72,-0.676914,65,0.59123,32,0.263623,0.192425,0.278278,-0.085853,28,0.076675,0.055967,0.257975,-0.202008,28,-0.115909,-0.084605,-0.262984,0.17838,35,-0.403082,-0.29422,-0.907782,0.613562,14,0.061306,0.044749,-0.0424,0.087149
2025,53554,김민석,DOO,949,True,-0.073326,-0.073326,-0.695865,1.345255,0.081432,39.473684,289,468,-0.395735,481,0.322409,255,0.523891,0.055205,0.221886,-0.166681,204,-0.028774,-0.003032,0.209669,-0.212701,177,-0.327022,-0.03446,-0.22869,0.194231,200,-1.04578,-0.110198,-0.471841,0.361643,113,0.181819,0.019159,-0.126759,0.145918
2025,78224,김재환,DOO,1571,True,0.505841,0.505841,7.946768,1.437591,5.950199,93.859649,526,715,-0.315919,856,0.82176,357,0.650483,0.041406,0.203939,-0.162533,304,0.135911,0.008651,0.160967,-0.152316,327,0.718053,0.045707,-0.229545,0.275252,395,4.560813,0.290313,-0.366743,0.657055,188,1.881508,0.119765,-0.084537,0.204302
2025,76232,양의지,DOO,1923,True,0.245617,0.245617,4.72321,1.748972,2.570255,72.807018,641,902,-0.23297,1021,0.478586,459,1.148971,0.059749,0.209447,-0.149699,406,1.996644,0.10383,0.204438,-0.100608,372,-0.337194,-0.017535,-0.190861,0.173326,443,1.300005,0.067603,-0.358139,0.425742,243,0.614784,0.03197,-0.097855,0.129825
2025,55208,케이브,DOO,2242,True,-0.132914,-0.132914,-2.979935,5.274263,-0.53702,35.380117,703,1096,-0.622398,1146,0.489484,482,0.90193,0.040229,0.177744,-0.137515,471,1.437229,0.064105,0.173033,-0.108928,432,-2.109556,-0.094093,-0.27781,0.183717,588,-3.625016,-0.161687,-0.584858,0.423171,269,0.415478,0.018532,-0.110507,0.129039
2025,50854,최지훈,SSG,2248,True,-0.098592,-0.098592,-2.21634,-0.356268,-3.183347,38.304094,729,983,-0.455073,1265,0.356481,562,0.66238,0.029465,0.176729,-0.147264,467,1.994755,0.088735,0.193363,-0.104628,439,-1.703922,-0.075797,-0.272674,0.196877,520,-2.007354,-0.089295,-0.406752,0.317456,260,-1.162199,-0.051699,-0.145739,0.09404
2025,54812,정준재,SSG,1735,True,0.007591,0.007591,0.131704,-4.716253,-0.180555,47.660819,564,680,-0.279251,1055,0.286842,405,-1.196833,-0.068982,0.160388,-0.22937,390,-2.072352,-0.119444,0.159888,-0.279332,317,1.755024,0.101154,-0.136556,0.23771,408,0.014413,0.000831,-0.434718,0.435549,215,1.631451,0.094032,-0.028253,0.122285
2025,53827,에레디아,SSG,1429,True,0.069973,0.069973,0.999908,8.488866,5.02169,54.093567,440,767,-0.551909,662,0.621882,340,1.375603,0.096263,0.216775,-0.120512,287,1.674206,0.117159,0.192986,-0.075827,278,-1.878227,-0.131436,-0.322731,0.191295,341,-0.454535,-0.031808,-0.498979,0.467171,183,0.282862,0.019794,-0.13996,0.159754
2025,62895,한유섬,SSG,2020,True,0.158559,0.158559,3.202896,-1.451933,1.135184,61.695906,630,891,-0.321048,1129,0.479607,468,1.090748,0.053997,0.184087,-0.13009,430,-0.094898,-0.004698,0.192188,-0.196886,417,1.214857,0.060141,-0.179587,0.239729,479,0.131401,0.006505,-0.425845,0.43235,226,0.860787,0.042613,-0.09189,0.134504
2025,63123,강승호,DOO,1516,True,-0.135479,-0.135479,-2.053856,5.665865,0.799656,34.210526,483,785,-0.548412,731,0.412933,346,1.447243,0.095465,0.189793,-0.094329,338,1.087509,0.071735,0.206654,-0.134918,272,-1.953795,-0.128878,-0.261241,0.132363,354,-2.112754,-0.139364,-0.50561,0.366246,206,-0.522059,-0.034437,-0.178008,0.143572
2025,64153,양석환,DOO,1208,True,-0.703815,-0.703815,-8.502082,7.09506,-3.301039,2.046784,407,616,-1.226584,592,0.522769,244,0.772483,0.063947,0.163312,-0.099365,232,0.950559,0.078689,0.172104,-0.093416,247,-1.927533,-0.159564,-0.335203,0.175639,320,-5.624734,-0.465624,-0.861276,0.395652,165,-2.672858,-0.221263,-0.365522,0.144259
2025,50208,오명진,DOO,1354,True,-0.094295,-0.094295,-1.276758,6.542222,1.306383,38.888889,419,686,-0.364393,668,0.270098,324,0.842471,0.062221,0.238882,-0.176661,280,-0.107445,-0.007935,0.191523,-0.199458,255,-0.241988,-0.017872,-0.19672,0.178848,326,-2.318855,-0.17126,-0.510647,0.339388,169,0.549058,0.040551,-0.087431,0.127981
2025,79456,이지영,SSG,708,True,-0.802841,-0.802841,-5.684113,7.69562,-6.28729,0.292398,196,360,-1.080019,348,0.277179,157,-0.638371,-0.090165,0.174103,-0.264269,150,0.206011,0.029098,0.144235,-0.115138,140,-0.437293,-0.061764,-0.263543,0.201778,156,-3.601827,-0.508733,-0.791844,0.283111,105,-1.212633,-0.171276,-0.342972,0.171696
2025,67893,박성한,SSG,2436,True,0.421755,0.421755,10.273957,-13.439888,-3.741075,89.181287,868,799,-0.23192,1637,0.653675,605,-1.947698,-0.079955,0.133524,-0.213479,549,0.087171,0.003578,0.148572,-0.144993,405,3.022676,0.124084,-0.120036,0.244119,590,8.608004,0.353366,-0.257646,0.611012,287,0.503804,0.020682,-0.136334,0.157016
2025,69813,하재훈,SSG,227,False,-0.986946,-0.986946,-2.240367,9.742132,-9.968513,0.0,67,119,-1.185487,108,0.198542,48,0.103536,0.045611,0.196816,-0.151205,44,-0.045201,-0.019912,0.143154,-0.163066,40,-0.393849,-0.173502,-0.286853,0.113352,55,-1.225603,-0.539913,-0.752113,0.2122,40,-0.67925,-0.299229,-0.48649,0.187261
2025,51868,고명준,SSG,1689,True,-0.550919,-0.550919,-9.305016,7.452542,-0.644359,6.725146,467,886,-0.714693,803,0.163775,464,0.083734,0.004958,0.258213,-0.253255,311,0.553495,0.032771,0.1565,-0.12373,317,-3.235423,-0.191559,-0.274353,0.082794,388,-4.602611,-0.272505,-0.597177,0.324672,209,-2.104212,-0.124583,-0.257876,0.133293
2025,54805,박지환,SSG,241,False,-0.570201,-0.570201,-1.374185,7.576963,-2.79148,5.263158,67,128,-1.007691,113,0.43749,63,0.461663,0.191561,0.272083,-0.080522,43,0.282596,0.11726,0.155401,-0.038141,43,-0.281317,-0.116729,-0.197462,0.080733,67,-1.492932,-0.619474,-0.954168,0.334694,25,-0.344196,-0.14282,-0.283545,0.140725
2025,66928,박준영,DOO,500,True,-0.158402,-0.158402,-0.792009,2.477447,-2.376184,30.116959,153,243,-0.585943,257,0.427541,123,-0.076112,-0.015222,0.203819,-0.219041,98,-0.117017,-0.023403,0.177932,-0.201336,95,-0.773534,-0.154707,-0.203479,0.048772,126,0.792345,0.158469,-0.511119,0.669588,58,-0.61769,-0.123538,-0.253096,0.129558
2025,79231,정수빈,DOO,2164,True,0.368764,0.368764,7.980053,-3.767583,0.447859,85.672515,777,869,-0.2041,1295,0.572864,572,1.210343,0.055931,0.208968,-0.153037,447,1.382296,0.063877,0.165099,-0.101222,409,1.105758,0.051098,-0.19885,0.249948,481,2.517041,0.116314,-0.314294,0.430608,255,1.764614,0.081544,-0.065022,0.146566
2025,60558,오태곤,SSG,882,True,0.304473,0.304473,2.685452,-0.551305,1.26831,79.239766,261,387,-0.36199,495,0.666463,203,0.181842,0.020617,0.186692,-0.166075,175,0.506107,0.057382,0.198442,-0.141061,178,0.662169,0.075076,-0.178219,0.253295,214,0.695482,0.078853,-0.444382,0.523235,112,0.639852,0.072546,-0.124523,0.197069
2025,63257,김인태,DOO,987,True,0.560174,0.560174,5.528921,-4.884546,2.927229,95.614035,339,404,-0.246296,583,0.806471,256,0.707875,0.07172,0.226131,-0.154411,178,-0.340488,-0.034497,0.137974,-0.172471,190,-0.2209,-0.022381,-0.207124,0.184743,242,3.71922,0.376821,-0.276808,0.653629,121,1.663214,0.168512,-0.12647,0.294982
2025,65357,송성문,KIW,2449,True,0.521292,0.521292,12.766447,-1.225654,4.067068,94.444444,806,1042,-0.178858,1407,0.70015,590,1.986754,0.081125,0.186366,-0.105241,534,1.691318,0.069062,0.181079,-0.112018,451,2.867658,0.117095,-0.135488,0.252583,599,3.781086,0.154393,-0.363285,0.517678,275,2.43963,0.099617,-0.047531,0.147148
2025,52366,푸이그,KIW,647,True,-0.220415,-0.220415,-1.426085,6.86654,2.958944,25.438596,216,320,-0.808882,327,0.588466,121,0.214782,0.033197,0.163979,-0.130783,154,0.668259,0.103286,0.211767,-0.108481,100,-0.476143,-0.073592,-0.222254,0.148661,167,-2.119718,-0.327623,-0.804663,0.477041,105,0.286735,0.044318,-0.157711,0.202028
2025,50167,이주형,KIW,1923,True,0.035926,0.035926,0.690848,3.348885,2.206409,51.754386,635,927,-0.349312,996,0.385238,426,1.246334,0.064812,0.210047,-0.145235,439,-0.505282,-0.026276,0.187149,-0.213425,350,0.571815,0.029736,-0.186077,0.215812,436,-0.418586,-0.021767,-0.422867,0.401099,272,-0.203433,-0.010579,-0.137566,0.126987
2025,54444,카디네스,KIW,1216,True,-0.013277,-0.013277,-0.161443,7.244706,2.563085,42.982456,380,617,-0.449777,599,0.4365,298,0.088568,0.007284,0.192229,-0.184946,243,0.591178,0.048617,0.162463,-0.113847,194,-0.896746,-0.073746,-0.20265,0.128904,311,-0.58753,-0.048317,-0.521375,0.473058,170,0.643087,0.052885,-0.080444,0.13333
2025,76267,최주환,KIW,2055,True,0.034581,0.034581,0.710633,0.454795,-0.388542,51.169591,687,931,-0.422206,1124,0.456787,444,0.328611,0.015991,0.155596,-0.139605,456,1.77961,0.086599,0.217696,-0.131097,401,-1.969395,-0.095834,-0.263627,0.167793,481,1.344142,0.065408,-0.381055,0.446463,273,-0.772335,-0.037583,-0.150816,0.113233
2025,64984,김태진,KIW,1152,True,-0.233856,-0.233856,-2.694016,4.404888,-2.303911,21.929825,367,577,-0.551861,575,0.318006,284,0.705101,0.061207,0.194384,-0.133177,247,1.052763,0.091386,0.201629,-0.110243,207,-1.020593,-0.088593,-0.233157,0.144564,257,-1.959997,-0.170139,-0.469052,0.298913,157,-1.471291,-0.127716,-0.245666,0.117949
2025,50458,김지찬,SAM,1419,True,-0.112008,-0.112008,-1.589387,-1.614361,-3.784107,36.549708,491,564,-0.37003,855,0.258022,332,-0.076942,-0.005422,0.181845,-0.187268,270,-0.087078,-0.006137,0.18373,-0.189866,272,-0.495734,-0.034935,-0.194832,0.159896,340,-0.498576,-0.035136,-0.34272,0.307585,205,-0.431056,-0.030377,-0.198053,0.167675
2025,52415,이재현,SAM,2432,True,0.475488,0.475488,11.56387,-7.813653,2.136335,93.274854,831,952,-0.279761,1480,0.755249,609,-0.254029,-0.010445,0.204991,-0.215437,482,-0.74983,-0.030832,0.143267,-0.174099,460,1.878475,0.07724,-0.180549,0.257789,587,7.948439,0.326827,-0.364624,0.691451,294,2.740815,0.112698,-0.082846,0.195544
2025,62404,구자욱,SAM,2508,True,0.254615,0.254615,6.385732,-2.635646,0.866216,73.391813,844,1053,-0.361494,1455,0.616109,582,0.13287,0.005298,0.182758,-0.17746,535,0.903615,0.036029,0.208835,-0.172806,490,3.139321,0.125172,-0.198617,0.32379,596,0.285312,0.011376,-0.427013,0.438389,305,1.924614,0.076739,-0.127457,0.204196
2025,74540,강민호,SAM,1678,True,0.231231,0.231231,3.88006,1.389721,1.738243,69.298246,545,770,-0.212491,908,0.443722,416,1.460242,0.087023,0.243878,-0.156856,371,-0.416074,-0.024796,0.214913,-0.239708,297,0.287976,0.017162,-0.232878,0.250039,391,1.261408,0.075173,-0.336093,0.411266,203,1.286507,0.076669,-0.102312,0.178981
2025,54400,디아즈,SAM,2399,True,-0.148808,-0.148808,-3.569907,1.442067,-1.022769,31.871345,785,1084,-0.527818,1315,0.37901,582,-0.398864,-0.016626,0.187462,-0.204089,470,1.191862,0.049682,0.166938,-0.117256,446,-1.822292,-0.07596,-0.252428,0.176468,598,-1.980609,-0.08256,-0.461189,0.378629,303,-0.560004,-0.023343,-0.168601,0.145258
2025,75125,박병호,SAM,981,True,0.449781,0.449781,4.412348,-0.511292,3.997037,91.520468,324,436,-0.296772,545,0.746552,226,0.328592,0.033496,0.194287,-0.160792,215,0.495232,0.050482,0.202116,-0.151633,143,0.271004,0.027625,-0.169794,0.197419,252,3.024591,0.308317,-0.348184,0.656501,145,0.292928,0.02986,-0.175197,0.205057
2025,65586,전병우,SAM,401,True,0.740398,0.740398,2.968996,0.360482,8.404723,98.538012,137,184,-0.324268,217,1.064666,80,0.846659,0.211137,0.252937,-0.0418,95,-0.194803,-0.048579,0.193725,-0.242304,73,0.634262,0.15817,-0.244894,0.403064,105,1.429953,0.356597,-0.375466,0.732062,48,0.252926,0.063074,-0.15057,0.213644
2025,55393,여동욱,KIW,250,False,0.230791,0.230791,0.576978,-6.780862,2.040711,69.005848,77,97,-0.356445,153,0.587236,49,-0.356422,-0.142569,0.125694,-0.268263,58,-0.947011,-0.378804,0.141486,-0.520291,55,0.941559,0.376624,-0.254996,0.631619,59,0.867871,0.347148,-0.256352,0.603501,29,0.070981,0.028392,-0.112277,0.14067
2025,50357,박주홍,KIW,1182,True,0.296383,0.296383,3.503241,-2.684505,2.124615,77.48538,401,532,-0.251143,650,0.547525,284,0.242412,0.020509,0.202321,-0.181812,278,0.219306,0.018554,0.179152,-0.160598,227,1.368727,0.115798,-0.169179,0.284977,259,1.453947,0.123007,-0.323058,0.446065,134,0.218848,0.018515,-0.140378,0.158893
2025,62332,김재현,KIW,443,True,-0.340866,-0.340866,-1.510035,5.153791,-1.550808,16.081871,125,227,-0.622539,216,0.281673,112,0.446206,0.100724,0.227854,-0.127131,95,-0.164297,-0.037087,0.189208,-0.226295,85,-0.048127,-0.010864,-0.21366,0.202796,92,-1.545377,-0.348844,-0.663586,0.314743,59,-0.19844,-0.044795,-0.162356,0.117561
2025,52430,김영웅,SAM,1978,True,-0.245994,-0.245994,-4.865762,6.578395,0.434444,21.345029,656,990,-0.67028,988,0.424286,447,0.87083,0.044026,0.22601,-0.181984,370,1.126657,0.056959,0.171336,-0.114376,393,-2.835028,-0.143328,-0.285204,0.141876,480,-3.108623,-0.15716,-0.556523,0.399363,288,-0.919599,-0.046491,-0.225899,0.179408
2025,61404,김헌곤,SAM,725,True,-0.437247,-0.437247,-3.170042,1.27464,-3.20313,12.573099,208,316,-0.693866,409,0.256619,159,-0.313817,-0.043285,0.138765,-0.182051,139,-0.179859,-0.024808,0.143885,-0.168693,130,-0.695995,-0.095999,-0.193889,0.097889,188,-1.640272,-0.226244,-0.615679,0.389435,109,-0.340099,-0.04691,-0.166949,0.120039
2025,62234,류지혁,SAM,1779,True,0.136683,0.136683,2.431598,-1.807369,0.09108,61.111111,572,779,-0.121752,1000,0.258435,454,1.15199,0.064755,0.229641,-0.164887,378,-1.197385,-0.067307,0.154929,-0.222235,348,1.222289,0.068707,-0.131531,0.200238,402,1.228249,0.069042,-0.292183,0.361224,197,0.026455,0.001487,-0.082608,0.084095
2025,68463,윤정빈,SAM,182,False,-0.413969,-0.413969,-0.753423,0.405356,-3.336162,14.035088,53,83,-0.580846,99,0.166877,36,0.175852,0.096622,0.163394,-0.066772,43,-0.3329,-0.182912,0.138348,-0.32126,47,0.037534,0.020623,-0.320126,0.340749,41,-0.501586,-0.275597,-0.474047,0.19845,15,-0.132324,-0.072705,-0.088415,0.01571
2025,53344,김동헌,KIW,401,True,-0.104464,-0.104464,-0.418902,-3.94011,-2.510409,37.134503,145,180,-0.505339,221,0.400875,100,0.220772,0.055055,0.174194,-0.119139,82,-0.510155,-0.127221,0.118415,-0.245635,80,0.555484,0.138525,-0.157606,0.296131,89,-0.857587,-0.213862,-0.520832,0.30697,50,0.172584,0.043038,-0.119509,0.162548
2025,55397,전태현,KIW,921,True,0.184623,0.184623,1.700373,-3.916816,-1.242444,63.450292,311,416,-0.273824,505,0.458446,237,0.051009,0.005538,0.218947,-0.213409,217,0.504507,0.054778,0.206096,-0.151317,149,1.624766,0.176413,-0.091609,0.268022,219,0.085633,0.009298,-0.422824,0.432122,99,-0.565542,-0.061405,-0.184434,0.123029
2025,78135,이형종,KIW,334,True,0.428,0.428,1.429519,1.850281,4.252121,90.350877,110,165,-0.077456,169,0.505456,80,-0.171568,-0.051368,0.182837,-0.234205,72,0.465942,0.139503,0.202853,-0.063349,59,0.189646,0.05678,-0.09898,0.155761,78,0.60898,0.182329,-0.343728,0.526057,45,0.33652,0.100754,-0.020438,0.121193
2025,78756,오선진,KIW,688,True,-0.229335,-0.229335,-1.577822,-9.71302,-6.537916,23.099415,205,272,-0.465207,416,0.235872,171,-0.265583,-0.038602,0.179778,-0.21838,158,-1.296892,-0.188502,0.14719,-0.335692,126,0.452401,0.065756,-0.160765,0.226521,163,-0.698368,-0.101507,-0.511215,0.409708,70,0.230619,0.03352,-0.120195,0.153716
2025,67449,김성윤,SAM,1967,True,0.012682,0.012682,0.249458,2.683856,0.449966,48.830409,675,833,-0.435597,1134,0.448279,408,1.002777,0.05098,0.177617,-0.126637,407,1.477441,0.075111,0.183449,-0.108338,360,1.393641,0.070851,-0.16465,0.235501,521,-2.879317,-0.146381,-0.498917,0.352536,271,-0.745083,-0.037879,-0.133096,0.095217
2025,54305,이재상,KIW,6,False,-1.922863,-1.922863,-0.115372,35.26876,-12.417544,0.0,1,5,-2.028746,1,0.105883,1,0.016241,0.270688,0.270688,0.0,0,0.0,0.0,0.0,0.0,2,-0.027312,-0.455195,-0.455195,0.0,2,-0.110654,-1.844239,-1.844239,0.0,1,0.006353,0.105883,0.0,0.105883
2025,55371,권혁빈,KIW,91,False,-0.671577,-0.671577,-0.611135,-12.485526,-9.159619,4.093567,13,31,-0.942875,60,0.271298,24,-0.125197,-0.137579,0.14683,-0.284409,17,-0.230558,-0.253361,0.005026,-0.258386,22,-0.046157,-0.050721,-0.185522,0.1348,21,-0.187203,-0.205718,-0.721486,0.515769,7,-0.02202,-0.024198,-0.187722,0.163524
