season,batter_id,batter_name,batter_stance,pitches_seen,plate_appearances,terminal_plate_appearances,walks,strikeouts,hit_by_pitch,bb_pct,k_pct,hbp_pct,qualified_300,swing_pct,take_pct,zone_pct,z_swing_pct,o_swing_pct,z_minus_o_swing,heart_swing_pct,shadow_in_swing_pct,shadow_out_swing_pct,chase_swing_pct,waste_swing_pct,heart_minus_chase_swing,contact_pct,whiff_pct,z_contact_pct,o_contact_pct,simple_judgment_pct,seager_a_zone_swings,seager_b_out_swings,seager_c_zone_takes,seager_d_out_takes,selection_tendency_pct,hittable_take_pct,simple_seager,observed_decision_run,observed_decision_run_per_100,heart_pitches,shadow_in_pitches,shadow_out_pitches,chase_pitches,waste_pitches,heart_vs_chase_residual,zone_vs_out_residual,decision_run_residual,heart_vs_chase_residual_z,zone_vs_out_residual_z,decision_run_residual_z,heart_vs_chase_residual_outlier,zone_vs_out_residual_outlier,decision_run_residual_outlier,cluster_id,cluster_distance,pure_hc_residual_z,pure_zo_residual_z,pure_z_attack_z,out_zone_take_pct,pure_o_restraint_z,pure_cluster_id,pure_cluster_distance,pure_hc_residual_z_adjusted,pure_zo_residual_z_adjusted,pure_z_attack_z_adjusted,pure_o_restraint_z_adjusted,pure_z_attack_z_final,pure_o_restraint_z_final,zone_awareness_raw,z_zone_awareness_raw,o_zone_awareness_raw,zone_awareness_plus,z_zone_awareness_plus,o_zone_awareness_plus,bb_vs_oza_residual,bb_vs_oza_residual_z,bb_vs_oza_residual_outlier,k_vs_zza_residual,k_vs_zza_residual_z,k_vs_zza_residual_outlier
2022,52125,가르시아,R,679,157,157,19,40,1,12.1019,25.4777,0.6369,True,47.7172,52.2828,52.2828,69.2958,24.0741,45.2217,75.5319,62.2754,44.3548,15.2318,0.0,60.3001,67.5926,32.4074,72.7642,51.2821,72.4595,246,78,109,246,50.0,30.7042,19.2958,-4.456809,-0.656378,188,167,124,151,49,5.35895,4.913655,-0.900123,0.840572,0.921028,-0.799434,False,False,False,2,2.071877,0.840572,0.921028,0.556414,75.9259,0.541092,3,1.33011,0.669518,0.699787,0.415045,0.427449,0.615979,0.545902,0.580941,0.615979,0.545902,115.682,109.24,108.189,2.676485,1.278453,False,4.655465,0.676231,False
2022,64906,강민국,R,15,4,4,1,1,0,25.0,25.0,0.0,False,33.3333,66.6667,40.0,66.6667,11.1111,55.5556,100.0,60.0,50.0,0.0,0.0,100.0,40.0,60.0,50.0,0.0,80.0,4,1,2,8,66.6667,20.0,46.6667,-0.306486,-2.043239,1,5,2,4,3,,,,,,,,,,,,5.057587,1.537493,0.122,88.8889,2.612065,4,4.889258,4.584568,1.07565,-0.520336,3.110233,-0.772244,3.97213,1.599943,-0.772244,3.97213,143.188,88.416,159.582,,,,,,
2022,74540,강민호,R,1600,438,438,38,58,3,8.6758,13.242,0.6849,True,42.1875,57.8125,46.5,62.0968,24.8832,37.2136,67.5418,55.0769,42.0,20.1571,5.7471,47.3847,80.7407,19.2593,91.342,57.7465,69.0625,462,213,282,643,58.19,30.4865,27.7035,-3.738972,-0.233686,419,325,300,382,174,-3.412671,-2.654718,-0.028909,-0.53529,-0.497607,-0.025675,False,False,False,1,1.471948,-0.535291,-0.497607,-0.633097,75.1168,0.41183,2,1.123361,-0.354069,-0.317126,-0.26156,-0.038102,-0.388188,-0.048661,-0.218424,-0.388188,-0.048661,94.104,94.177,99.27,0.419468,0.200364,False,-6.498095,-0.943883,False
2022,68050,강백호,L,1084,262,262,21,44,1,8.0153,16.7939,0.3817,True,42.3432,57.6568,47.2325,57.6172,28.6713,28.9459,63.6364,51.2097,43.2558,24.7863,10.5691,38.8501,79.5207,20.4793,85.0847,69.5122,64.8524,295,164,217,408,58.037,34.72,23.317,-3.342643,-0.308362,264,248,215,234,123,-8.052608,-8.863677,0.192801,-1.263082,-1.661431,0.171234,False,True,False,1,1.855304,-1.263082,-1.661431,-1.373274,71.3287,-0.193358,1,0.751767,-0.634063,-0.955532,-0.876776,0.072992,-1.301246,0.093219,-0.604013,-1.301246,0.093219,83.696,80.481,101.398,-0.519965,-0.248367,False,-1.962261,-0.285029,False
2022,63123,강승호,R,1660,483,483,28,100,3,5.7971,20.7039,0.6211,True,48.6145,51.3855,49.8795,68.4783,28.8462,39.6321,72.7862,63.0137,44.5428,21.8289,9.7403,50.9573,74.5973,25.4027,85.1852,49.5833,69.8193,567,240,261,592,51.0785,30.5979,20.4806,11.216409,0.675687,463,365,339,339,154,1.566457,1.917577,0.756396,0.245705,0.359436,0.671784,False,False,False,4,1.527646,0.245705,0.359436,0.421336,71.1538,-0.2213,3,1.318538,0.074651,0.138195,0.279967,-0.334943,0.415506,-0.427761,-0.006128,0.415506,-0.427761,99.835,106.233,93.584,-1.713923,-0.818675,False,0.097691,0.01419,False
2022,62925,강진성,R,373,93,93,10,20,2,10.7527,21.5054,2.1505,True,43.6997,56.3003,44.7721,61.0778,29.6117,31.4661,64.4444,57.1429,44.3038,26.9663,5.2632,37.4781,80.9816,19.0184,87.2549,70.4918,66.2198,102,61,65,145,58.7045,30.9524,27.7521,-5.485865,-1.470741,90,77,79,89,38,-7.590519,-5.832392,-0.921931,-1.190602,-1.093239,-0.818802,False,False,False,1,1.270628,-1.190602,-1.093239,-0.80147,70.3883,-0.343596,1,1.023682,-0.561583,-0.38734,-0.304972,-0.077246,-0.452617,-0.098652,-0.275635,-0.452617,-0.098652,92.56,93.211,98.52,2.594677,1.239377,False,1.834704,0.2665,False
2022,65514,강태율,R,139,38,38,2,9,1,5.2632,23.6842,2.6316,False,52.518,47.482,58.2734,67.9012,31.0345,36.8667,68.8889,66.6667,48.1481,22.7273,0.0,46.1616,73.9726,26.0274,78.1818,61.1111,68.3453,55,18,26,40,42.1053,39.3939,2.7114,-6.823507,-4.908998,45,36,27,22,9,,,,,,,,,,,,-0.387962,0.064005,0.32598,68.9655,-0.570903,3,1.739247,-0.559016,-0.157236,0.184611,-0.684546,0.273986,-0.874245,-0.30013,0.273986,-0.874245,91.898,104.11,86.886,,,,,,
2022,64610,강한울,L,963,254,254,20,47,0,7.874,18.5039,0.0,True,44.6521,55.3479,49.2212,60.3376,29.4479,30.8897,63.4538,56.8889,42.1965,26.087,15.5963,37.3668,78.6047,21.3953,86.3636,63.1944,65.5244,286,144,188,345,54.6751,35.272,19.4031,1.638626,0.170158,249,225,173,207,109,-8.441596,-6.497813,0.722833,-1.324097,-1.217967,0.641976,False,False,False,1,2.925594,-1.324097,-1.217967,-0.923775,70.5521,-0.317428,1,1.635707,-0.695078,-0.512068,-0.427277,-0.051078,-0.634133,-0.065232,-0.349682,-0.634133,-0.065232,90.561,90.488,99.022,-0.349824,-0.167097,False,-0.971173,-0.141068,False
2022,51269,강현구,R,19,5,5,1,0,1,20.0,0.0,20.0,False,31.5789,68.4211,52.6316,60.0,0.0,60.0,60.0,60.0,0.0,0.0,0.0,60.0,66.6667,33.3333,66.6667,,78.9474,6,0,4,9,60.0,30.7692,29.2308,0.602844,3.172863,5,5,3,4,2,,,,,,,,,,,,-1.216566,1.238669,-0.979558,100.0,4.387177,2,4.867963,-1.035344,1.41915,-0.608021,3.937245,-0.902379,5.028321,2.062971,-0.902379,5.028321,155.687,86.464,175.425,,,,,,
2022,69517,고승민,L,976,255,255,23,45,0,9.0196,17.6471,0.0,True,42.8279,57.1721,50.0,61.8852,23.7705,38.1147,68.6792,53.8117,38.6598,19.0,3.1915,49.6792,78.2297,21.7703,84.106,62.931,69.0574,302,116,186,372,55.1929,33.3333,21.8596,11.724046,1.201234,265,223,194,200,94,-2.091668,-2.358344,1.326328,-0.328086,-0.442054,1.177962,False,False,False,2,1.310717,-0.328086,-0.442054,-0.668061,76.2295,0.589595,2,0.421647,-0.146864,-0.261573,-0.296524,0.139663,-0.440079,0.178366,-0.130856,-0.440079,0.178366,96.468,93.399,102.675,0.316948,0.151394,False,-2.037102,-0.2959,False
