season,batter_id,batter_name,batter_stance,pitches_seen,qualified_300,swing_pct,expected_swing_pct,decision_value,decision_value_per_100,decision_capture_pct,swing_pitches,swing_decision_value_per_100,take_pitches,take_decision_value_per_100,in_zone_pitches,in_zone_decision_value_per_100,out_zone_pitches,out_zone_decision_value_per_100,heart_pitches,heart_decision_value_per_100,heart_swing_decision_value_per_100,heart_take_decision_value_per_100,shadow_pitches,shadow_decision_value_per_100,shadow_swing_decision_value_per_100,shadow_take_decision_value_per_100,chase_pitches,chase_decision_value_per_100,chase_swing_decision_value_per_100,chase_take_decision_value_per_100,waste_pitches,waste_decision_value_per_100,waste_swing_decision_value_per_100,waste_take_decision_value_per_100,za_with_contact_plus,z_za_with_contact_plus,o_za_with_contact_plus,z_swing_pct,o_swing_pct,heart_swing_pct,shadow_in_swing_pct,shadow_out_swing_pct,chase_swing_pct,waste_swing_pct,shadow_in_pitches,shadow_out_pitches,heart_vs_chase_residual,zone_vs_out_residual,pure_hc_residual_z,pure_zo_residual_z,pure_z_attack_z,out_zone_take_pct,pure_o_restraint_z,pure_cluster_id,pure_cluster_distance,pure_hc_residual_z_adjusted,pure_zo_residual_z_adjusted,pure_z_attack_z_adjusted,pure_o_restraint_z_adjusted,zone_awareness_raw,z_zone_awareness_raw,o_zone_awareness_raw,zone_awareness_plus,z_zone_awareness_plus,o_zone_awareness_plus,za_with_contact_value,za_with_contact_per_100
2025,67449,김성윤,,1967,True,42.348754,40.319026,128.515452,6.533577,55.885211,833,2.742095,1134,9.318677,815,5.696911,1152,7.125489,408,6.425027,11.03548,-3.776054,767,3.927902,4.396713,3.4275,521,6.403065,-16.156176,14.292955,271,14.322644,-17.943765,17.033023,108.893,98.691,108.962,63.3129,27.5174,68.8725,57.7396,44.7222,25.9117,7.7491,407,360,-0.784167,-0.53796,-0.12673,-0.102036,-0.306941,72.4826,0.399164,3,0.62289,-0.22315,-0.220516,-0.243221,0.107835,-0.221833,-0.243221,0.107835,94.902,94.575,102.077,128.515452,6.533577
2025,55216,김성재,,3,False,66.666667,40.252429,0.118357,3.945233,100.0,2,2.276345,1,7.283009,2,2.276345,1,7.283009,1,3.681475,3.681475,,1,0.871215,0.871215,,0,,,,1,7.283009,,7.283009,71.45,42.456,110.271,100.0,0.0,100.0,100.0,,,0.0,1,0,,52.444291,,9.9472,5.474094,100.0,5.012495,,,,9.9472,5.474094,5.012495,,5.474094,5.012495,,222.099,196.545,0.118357,3.945233
2025,76802,김성현,,498,True,42.369478,44.855441,33.904629,6.808158,51.691076,211,3.644537,287,9.134027,231,5.295011,267,8.117286,148,6.727487,13.461258,-4.994263,176,3.943576,3.307635,4.537587,114,8.461101,-23.016802,18.230105,60,12.269334,-31.211271,16.222116,112.865,92.083,117.204,59.3074,27.7154,63.5135,51.8072,45.1613,23.6842,8.3333,83,93,-5.502692,-4.660711,-0.889292,-0.884005,-0.938115,72.2846,0.365969,1,0.624933,-0.36002,-0.384733,-0.368903,0.088523,-0.372376,-0.368903,0.088523,91.442,91.772,101.705,33.904629,6.808158
2025,67900,김수윤,,47,False,51.06383,49.484694,2.884971,6.138236,70.313966,24,6.369648,23,5.896762,28,4.943381,19,7.899075,20,6.065343,9.282967,-3.587528,14,4.919421,6.426476,3.412365,7,0.328562,-15.679135,6.73164,6,16.00307,,16.00307,103.174,86.303,115.391,71.4286,21.0526,75.0,62.5,33.3333,28.5714,0.0,8,6,4.578587,11.406041,0.739947,2.163404,0.971905,78.9474,1.482997,3,2.7567,0.643527,2.044924,1.035625,1.191668,1.344225,1.035625,1.191668,130.893,123.1,122.953,2.884971,6.138236
2025,52430,김영웅,,1978,True,50.050556,44.222102,104.664062,5.291409,43.193294,990,1.604898,988,8.985382,817,5.897942,1161,4.864589,447,7.217338,12.037134,-6.220907,763,1.928839,1.759753,2.191233,480,3.741398,-15.738502,14.230575,288,13.794031,-18.752598,17.438248,90.924,101.996,90.174,70.6242,35.5728,73.6018,67.027,54.9618,35.0,10.0694,370,393,1.331966,2.003124,0.215259,0.379936,0.84515,64.4272,-0.951335,2,1.38391,0.345956,0.597016,0.683885,-0.337577,0.471486,0.683885,-0.337577,110.836,115.254,93.498,104.664062,5.291409
2025,65898,김웅빈,,131,False,47.328244,48.734749,8.019284,6.121591,34.506926,62,-0.625098,69,12.183833,45,11.659142,86,3.224035,19,5.324155,11.176748,-4.708862,62,7.192937,6.284694,8.537138,41,1.538864,-31.18544,16.732291,9,21.301541,,21.301541,102.933,196.712,76.541,71.1111,34.8837,63.1579,76.9231,47.2222,31.7073,0.0,26,36,-8.165181,2.898093,-1.319578,0.549686,0.921874,65.1163,-0.835806,3,3.358738,-1.415998,0.431206,0.985594,-1.127135,-0.492396,0.985594,-1.127135,88.684,121.984,78.29,8.019284,6.121591
2025,63257,김인태,,987,True,40.932118,47.049405,78.467842,7.950136,58.258428,404,4.193638,583,10.553267,434,6.467322,553,9.113863,256,8.685326,13.027,-3.813431,368,2.05565,1.714903,2.338759,242,9.673015,-20.391468,15.626377,121,20.875965,-35.947203,24.365107,129.385,111.357,125.486,64.5161,22.4231,74.2188,50.5618,40.5263,16.5289,5.7851,178,190,7.259978,3.681964,1.173288,0.698365,-0.117345,77.5769,1.253231,3,1.522379,1.076868,0.579885,-0.053625,0.961902,0.828376,-0.053625,0.961902,119.038,98.804,118.527,78.467842,7.950136
2025,66715,김인환,,116,False,49.137931,49.966059,6.026043,5.194864,45.516957,57,2.27756,59,8.013277,47,7.837098,69,3.395082,25,7.751367,13.247872,-3.928707,51,1.358382,0.747802,2.579542,20,2.126004,-20.136355,11.667016,20,14.851127,,14.851127,89.527,133.876,77.962,65.9574,37.6812,68.0,63.6364,68.9655,30.0,0.0,22,29,-2.832179,-3.91222,-0.457709,-0.742038,0.109771,62.3188,-1.304811,2,3.551058,-0.327012,-0.524958,-0.051494,-0.691053,-0.425985,-0.051494,-0.691053,90.21,98.851,86.69,6.026043,5.194864
2025,65132,김재성,,288,False,44.791667,46.86598,18.525088,6.432322,58.111172,129,5.686402,159,7.037503,135,6.838888,153,6.073588,80,9.297215,13.951032,-2.971938,116,2.076621,2.704817,1.403553,67,7.581925,-21.724172,12.723346,25,14.394185,-20.661227,15.854828,107.428,117.465,100.221,65.1852,26.7974,72.5,54.5455,49.1803,14.9254,4.0,55,61,6.002234,1.760707,0.970023,0.333956,-0.01191,73.2026,0.519873,3,1.321781,0.873603,0.215476,0.05181,0.228544,0.544539,0.05181,0.228544,112.515,101.156,104.402,18.525088,6.432322
2025,52424,김재혁,,16,False,31.25,35.663105,0.6421,4.013127,34.455174,5,-2.496388,11,6.971998,5,-6.507122,11,8.795059,2,-17.773262,,-17.773262,6,0.586179,2.760448,-1.588089,7,14.454896,-15.818496,19.500461,1,-4.944785,-4.944785,,72.432,-101.947,122.837,40.0,27.2727,0.0,66.6667,33.3333,14.2857,100.0,3,3,-66.313833,-23.705954,-10.717001,-4.496349,-3.980513,72.7273,0.440189,2,21.19626,-10.586304,-4.279269,-4.141778,1.053947,-7.432787,-4.141778,1.053947,-70.822,7.618,120.3,0.6421,4.013127
2025,62332,김재현,,443,True,51.241535,45.997899,18.856216,4.256482,39.290625,227,1.43605,216,7.220548,207,4.933931,236,3.662279,112,4.815809,8.787332,-3.921541,180,3.518914,4.341195,2.467642,92,0.439427,-15.728442,14.627557,59,11.396936,-18.796496,14.815061,75.952,86.147,80.182,66.1836,38.1356,68.75,63.1579,48.2353,46.7391,10.1695,95,85,-6.895188,-3.955105,-1.114334,-0.750172,0.145415,61.8644,-1.380992,2,1.46585,-0.983637,-0.533092,-0.01585,-0.767234,-0.758364,-0.01585,-0.767234,82.571,99.646,85.222,18.856216,4.256482
2025,78224,김재환,,1571,True,45.512412,44.89307,111.463492,7.095066,57.23464,715,2.75027,856,10.72419,661,5.387663,910,8.335279,357,6.906258,11.072895,-4.751462,631,2.728214,1.549559,4.324676,395,9.526576,-16.680863,16.287093,188,17.001673,-19.633583,18.629907,117.015,93.607,119.016,70.6505,27.2527,73.6695,67.1053,48.6239,20.5063,4.2553,304,327,5.567052,6.956389,0.899693,1.31943,0.849294,72.7473,0.443542,4,0.953605,0.250023,0.654013,0.20898,0.60074,0.452018,0.20898,0.60074,110.388,104.661,111.571,111.463492,7.095066
2025,67504,김정율,,58,False,44.827586,46.093907,0.953209,1.643464,13.27752,26,-3.215536,32,5.591401,24,0.233324,34,2.638857,16,0.462299,7.375019,-14.745686,24,4.008021,-1.388066,7.245673,13,0.930928,-24.446184,12.209644,5,-4.07409,-27.225909,11.360456,38.152,8.868,71.678,66.6667,29.4118,68.75,62.5,25.0,30.7692,40.0,8,16,-2.303348,1.694022,-0.372245,0.321308,0.22154,70.5882,0.081566,2,6.62318,-0.241548,0.538388,0.060275,0.695324,0.14842,0.060275,0.695324,103.411,101.344,113.393,0.953209,1.643464
2025,51903,김정호,,29,False,65.517241,45.104495,1.21438,4.187517,50.291569,19,3.983104,10,4.575903,17,4.074384,12,4.347788,9,10.153713,10.153713,,12,-1.151658,0.006564,-3.468101,7,8.254831,-1.847616,9.938572,1,-13.909347,-13.909347,,74.955,72.016,85.879,82.3529,41.6667,100.0,62.5,75.0,14.2857,100.0,8,4,33.686167,10.123161,5.444033,1.920078,2.693321,58.3333,-1.972985,2,19.008233,5.57473,2.137158,2.532056,-1.359227,3.855944,2.532056,-1.359227,188.618,156.477,73.82,1.21438,4.187517
2025,66162,김주성,,67,False,50.746269,49.482462,3.151799,4.704177,56.654809,34,3.730291,33,5.707575,34,5.102215,33,4.294079,21,6.545208,8.707607,-2.644985,26,1.11884,0.138315,2.262786,12,6.322723,-7.711941,11.000944,8,9.096,,9.096,82.429,88.914,85.433,76.4706,24.2424,80.9524,69.2308,38.4615,25.0,0.0,13,13,11.557875,14.559117,1.867872,2.761453,1.766407,75.7576,0.948223,4,2.891328,1.218202,2.096036,1.126093,1.105421,1.657119,1.126093,1.105421,138.084,125.117,121.291,3.151799,4.704177
2025,51907,김주원,,2465,True,42.555781,45.636592,162.255951,6.582392,57.622756,1049,4.104397,1416,8.418138,1114,5.530127,1351,7.450062,581,6.845886,11.526174,-4.19202,1031,3.110184,3.449304,2.788373,557,8.007352,-14.414617,14.034213,296,15.477841,-20.371075,18.215395,109.599,95.949,111.66,64.0036,24.8705,70.2238,57.2233,39.5582,21.1849,7.0946,533,498,1.926234,1.720172,0.311299,0.326268,-0.198103,75.1295,0.842921,3,0.499351,0.214879,0.207788,-0.134383,0.551592,0.211334,-0.134383,0.551592,104.857,97.003,110.624,162.255951,6.582392
2025,55226,김준상,,62,False,40.322581,52.53513,2.163015,3.488735,33.876152,25,5.041573,37,2.439519,35,1.376004,27,6.22746,14,0.931603,6.761694,-9.56256,34,3.724462,8.958102,0.86975,11,5.337061,-10.490169,11.272272,3,5.973237,-10.842632,14.381171,64.846,27.654,101.5,51.4286,25.9259,64.2857,42.8571,23.0769,27.2727,33.3333,21,13,-5.762296,-11.479811,-0.931247,-2.177396,-2.179631,74.0741,0.665982,1,6.409769,-0.401975,-1.678124,-1.610419,0.388536,-1.04005,-1.610419,0.388536,76.097,64.08,107.484,2.163015,3.488735
2025,62558,김준태,,6,False,33.333333,33.870694,0.732356,12.205939,74.399412,2,-4.998255,4,20.808036,1,2.603557,5,14.126415,1,2.603557,2.603557,,2,-2.312295,-12.600068,7.975478,3,25.085556,,25.085556,0,,,,190.95,47.835,167.141,100.0,20.0,100.0,,50.0,0.0,,0,2,37.793747,40.600766,6.10786,7.700818,5.474094,80.0,1.659467,,,6.10786,7.700818,5.474094,1.659467,6.904339,5.474094,1.659467,258.677,222.099,131.963,0.732356,12.205939
2025,50458,김지찬,,1419,True,39.7463,41.757424,88.447308,6.233073,53.617471,564,3.890569,855,7.778304,602,5.137761,817,7.040145,332,6.026272,12.657936,-4.678384,542,3.057546,4.216103,1.989372,340,7.164783,-13.942778,13.448713,205,13.4185,-19.487908,17.174123,104.546,89.498,108.253,58.6379,25.8262,61.747,54.8148,41.1765,22.9412,10.2439,270,272,-7.055556,-4.211471,-1.140251,-0.798797,-1.043613,74.1738,0.682696,1,0.912498,-0.610979,-0.299525,-0.474401,0.40525,-0.455252,-0.474401,0.40525,89.537,89.419,107.805,88.447308,6.233073
2025,66917,김찬형,,317,True,44.479495,48.807994,24.424379,7.704851,59.868284,141,7.359226,176,7.981745,158,7.518435,159,7.890095,82,7.817205,13.899691,-4.573044,129,6.372629,8.950398,3.586975,79,5.91486,-17.547121,12.838068,27,18.966071,-10.660717,20.105563,125.837,128.637,115.316,64.557,24.5283,67.0732,61.8421,37.7358,22.7848,3.7037,76,53,-1.684387,2.476214,-0.272214,0.469668,-0.1109,75.4717,0.900291,3,1.126278,-0.368634,0.351188,-0.04718,0.608962,-0.008723,-0.04718,0.608962,99.8,98.948,111.729,24.424379,7.704851
2025,78122,김태군,,960,True,45.729167,42.811251,39.716787,4.137165,40.560272,439,1.171156,521,6.636355,414,5.217161,546,3.318268,211,4.951553,11.079186,-3.95489,404,2.846193,2.478481,3.277167,228,2.573593,-13.545868,12.519644,117,10.173162,-25.842083,13.174433,74.226,90.804,77.324,58.2126,36.2637,59.2417,57.1429,50.7463,38.1579,7.6923,203,201,-13.936128,-10.817611,-2.252222,-2.051795,-1.11063,63.7363,-1.067165,1,2.063351,-1.72295,-1.552523,-0.541418,-1.344611,-1.637736,-0.541418,-1.344611,62.361,87.924,74.102,39.716787,4.137165
2025,69207,김태근,,54,False,38.888889,35.259276,2.9899,5.536851,40.770695,21,-2.46149,33,10.626705,18,5.0094,36,5.800577,12,4.186183,8.860598,-5.162646,15,0.239903,1.489416,-1.188111,13,4.488021,-21.948481,16.237577,14,13.343783,-46.697475,17.962341,94.474,87.388,97.952,66.6667,25.0,66.6667,66.6667,44.4444,30.7692,7.1429,6,9,-4.386648,4.306585,-0.708928,0.816837,0.22154,75.0,0.82121,3,1.642216,-0.805348,0.698357,0.28526,0.529881,-0.053495,0.28526,0.529881,98.771,106.363,110.206,2.9899,5.536851
2025,66704,김태연,,1273,True,48.075412,44.447315,62.878772,4.939417,46.824508,612,1.681605,661,7.955727,582,5.276473,691,4.655528,338,5.968441,9.039829,-3.173454,455,1.861619,1.607281,2.188807,313,3.735338,-16.197096,12.290812,167,13.499082,-16.319075,15.197585,85.832,91.779,88.437,70.1031,29.5224,74.8521,63.5246,47.8673,30.0319,5.3892,244,211,4.010748,5.064927,0.648178,0.960674,0.763037,70.4776,0.063023,4,1.225718,-0.001492,0.295257,0.122723,0.220221,0.146882,0.122723,0.220221,103.376,102.737,104.242,62.878772,4.939417
2025,52803,김태윤,,22,False,31.818182,38.325308,2.805964,12.75438,80.688974,7,4.049164,15,16.816814,6,5.49757,16,15.475684,4,8.143931,11.420421,-1.685539,5,0.942951,1.333448,0.357206,9,20.038565,-9.917458,23.783068,4,15.739699,,15.739699,198.884,95.414,178.354,66.6667,18.75,75.0,50.0,66.6667,11.1111,0.0,2,3,9.598963,8.007686,1.551292,1.518832,0.22154,81.25,1.869031,4,3.446004,0.901622,0.853415,-0.418774,2.026229,0.877519,-0.418774,2.026229,120.167,90.659,139.027,2.805964,12.75438
2025,64984,김태진,,1152,True,50.086806,46.549563,63.38325,5.502018,49.266986,577,3.090963,575,7.92146,531,6.53366,621,4.61989,284,6.747375,11.283629,-4.053232,454,3.52606,4.363473,2.285957,257,4.101693,-14.378119,13.395633,157,11.255441,-20.961162,15.958594,93.97,112.447,88.14,67.0433,35.5878,70.4225,63.1579,55.5556,33.463,12.7389,247,207,-1.405399,-1.586659,-0.227127,-0.300944,0.280883,64.4122,-0.953849,2,0.383099,-0.09643,-0.083864,0.119618,-0.340091,-0.090147,0.119618,-0.340091,97.928,102.668,93.45,63.38325,5.502018
2025,65040,김태훈,,318,True,56.918239,45.01458,14.067003,4.423586,39.405982,181,1.586756,137,8.171514,161,6.158966,157,2.643992,84,6.78023,10.30936,-6.159913,128,1.753667,1.787139,1.687502,60,3.088089,-18.171629,16.303589,46,9.291441,-18.167748,14.220013,78.37,106.287,71.72,75.7764,37.5796,78.5714,72.7273,56.8627,38.3333,15.2174,77,51,5.343139,5.966945,0.863506,1.131761,1.657017,62.4204,-1.287777,4,1.890905,0.213836,0.466344,1.016703,-1.130579,0.34009,1.016703,-1.130579,107.816,122.677,78.224,14.067003,4.423586
2025,50902,김한별,,272,False,46.691176,45.513284,12.775456,4.696859,41.503195,127,2.064915,145,7.002078,131,5.846206,141,3.629026,69,6.600107,11.572324,-4.022356,107,3.675324,4.88536,2.487697,62,-0.548011,-19.047585,12.812793,34,13.613387,-45.341817,15.399909,82.323,101.145,79.906,63.3588,31.2057,68.1159,58.0645,37.7778,41.9355,2.9412,62,45,-6.148104,-2.676183,-0.993597,-0.507596,-0.299708,68.7943,-0.219184,1,1.270254,-0.464325,-0.008324,0.269504,-0.49663,-0.236324,0.269504,-0.49663,94.569,106.011,90.434,12.775456,4.696859
2025,61404,김헌곤,,725,True,43.586207,41.64598,29.396891,4.054744,36.990672,316,0.079056,409,7.126424,298,3.969399,427,4.114305,159,4.462853,10.479107,-4.014596,269,0.440775,0.812432,-0.0207,188,3.864999,-14.324248,12.815263,109,12.705572,-15.210357,16.159089,73.034,70.29,83.939,59.0604,32.7869,58.4906,59.7122,50.7692,32.9787,11.0092,139,130,-13.198048,-7.910932,-2.132941,-1.50048,-0.977036,67.2131,-0.484275,1,2.140343,-1.603669,-1.001208,-0.407824,-0.761721,-1.302439,-0.407824,-0.761721,70.067,90.904,85.329,29.396891,4.054744
2025,76290,김현수,,2151,True,40.167364,45.64848,157.00614,7.299216,62.578021,864,4.631963,1287,9.08982,972,5.61093,1179,8.691086,538,6.216954,10.934928,-3.652833,841,3.984268,3.931655,4.033141,530,9.593778,-16.114865,14.642653,242,16.200088,-21.078135,17.474557,119.969,97.277,121.973,64.6091,20.017,67.658,60.8295,34.6437,16.4151,3.3058,434,407,0.731899,5.199799,0.118282,0.986255,-0.10269,79.983,1.656617,3,1.49421,0.021862,0.867775,-0.03897,1.365288,0.444819,-0.03897,1.365288,110.223,99.131,126.297,157.00614,7.299216
2025,54166,김현종,,17,False,41.176471,38.738839,0.832596,4.897624,59.33925,7,4.306273,10,5.31157,9,3.188147,8,6.820786,7,3.461401,4.269862,1.440251,7,3.858696,4.397299,3.643255,1,6.389283,,6.389283,2,12.814821,,12.814821,85.227,57.446,106.43,66.6667,12.5,71.4286,50.0,20.0,0.0,0.0,2,5,9.222347,11.708788,1.490427,2.220826,0.22154,87.5,2.916852,3,4.180851,1.394007,2.102346,0.28526,2.625523,1.748177,0.28526,2.625523,140.177,106.363,150.57,0.832596,4.897624
2025,68912,김형준,,1724,True,46.345708,46.292655,116.132629,6.736231,53.866527,799,4.310483,925,8.831554,797,6.726087,927,6.744954,424,8.362192,13.268535,-4.979617,705,2.766786,3.049079,2.432929,398,7.468097,-15.555549,14.786872,197,15.963484,-30.96233,18.738666,111.825,115.611,105.8,67.6286,28.0475,73.1132,61.3941,46.0843,24.1206,5.5838,373,332,3.97153,3.463828,0.64184,0.65699,0.373113,71.9525,0.310292,3,0.899641,0.54542,0.53851,0.436833,0.018963,0.541965,0.436833,0.018963,112.456,109.744,100.365,116.132629,6.736231
2025,65653,김호령,,1453,True,47.35031,45.193196,91.888138,6.324029,53.80801,688,4.597005,765,7.877221,663,5.831611,790,6.737286,364,7.630889,12.367202,-5.40618,588,2.965125,3.932697,1.785782,323,6.708545,-14.73578,13.651584,178,14.049534,-12.91778,17.272043,105.862,100.905,105.736,68.6275,29.4937,73.3516,62.8763,46.7128,24.4582,10.6742,299,289,4.112859,3.606322,0.664681,0.684017,0.530516,70.5063,0.067835,3,1.422018,0.568261,0.565537,0.594236,-0.223494,0.566899,0.594236,-0.223494,113.029,113.254,95.695,91.888138,6.324029
2025,51344,김휘집,,1959,True,41.909137,45.59749,112.015504,5.717994,48.602762,821,3.001854,1138,7.677529,873,5.111352,1086,6.205654,474,6.656093,12.313372,-4.137857,811,1.989427,1.882063,2.093916,438,7.776644,-16.448868,14.576787,236,12.826133,-38.476489,16.061434,97.095,89.064,101.318,60.8247,26.7035,65.6118,55.1378,43.6893,21.9178,5.9322,399,412,-2.896497,-2.544187,-0.468104,-0.48256,-0.699024,73.2965,0.535616,1,0.877462,0.061168,0.016712,-0.129812,0.25817,0.03894,-0.129812,0.25817,100.895,97.105,104.973,112.015504,5.717994
2025,62947,나성범,,1281,True,46.838407,43.657135,88.158008,6.881968,56.750321,600,3.194166,681,10.131132,532,6.295201,749,7.298737,305,8.74511,11.358552,-4.270857,466,2.696555,1.839693,3.846215,321,7.231233,-17.256301,13.210747,189,13.601703,-23.288963,17.013556,113.933,108.527,110.402,76.5038,25.7677,83.2787,67.4009,47.6987,19.6262,8.4656,227,239,15.429308,13.689071,2.493536,2.59643,1.771638,74.2323,0.692504,4,1.875689,1.843866,1.931013,1.131324,0.849702,1.88744,1.131324,0.849702,143.378,125.234,116.366,88.158008,6.881968
2025,51551,나승엽,,1631,True,36.848559,46.00766,127.513143,7.818096,61.909548,601,6.141474,1030,8.796396,750,6.002465,881,9.363752,412,6.143563,13.750681,-4.365692,649,4.798759,5.786932,4.015317,392,9.475881,-16.783191,15.283963,178,19.051834,-16.157405,19.861242,127.475,103.714,127.563,54.9333,21.4529,58.0097,51.1834,36.6559,18.1122,2.2472,338,311,-9.40437,-5.326307,-1.519843,-1.01025,-1.627371,78.5471,1.415886,1,1.219597,-0.990571,-0.510978,-1.058159,1.13844,-0.750775,-1.058159,1.13844,82.745,76.398,121.927,127.513143,7.818096
2025,69737,노시환,,2474,True,47.655618,46.238714,171.643201,6.937882,53.725419,1179,3.843802,1295,9.754809,1100,6.884444,1374,6.980663,586,7.520952,11.702716,-5.314737,962,3.600989,3.762091,3.364707,599,5.988876,-16.439097,13.61539,327,17.448175,-22.610121,19.10664,114.742,118.214,107.759,71.7273,28.3843,75.4266,67.5097,50.2232,25.3756,3.9755,514,448,5.924078,7.363083,0.957392,1.396569,1.018973,71.6157,0.253827,4,0.871385,0.307722,0.731152,0.378659,0.411025,0.519437,0.378659,0.411025,111.938,108.446,107.917,171.643201,6.937882
2025,62931,노진혁,,285,False,49.473684,48.61798,19.749095,6.929507,55.484064,141,4.7279,144,9.085247,131,8.018507,154,6.00315,78,8.227567,11.411855,-4.111549,112,4.911919,5.025565,4.789855,71,6.761425,-16.146761,15.131724,24,12.623463,-12.797731,14.934481,114.62,136.859,99.636,74.8092,27.9221,79.4872,67.9245,37.2881,26.7606,8.3333,53,59,9.586448,10.718687,1.549269,2.033032,1.504609,72.0779,0.331316,4,2.178175,0.899599,1.367615,0.864295,0.488514,1.133607,0.864295,0.488514,126.053,119.278,109.409,19.749095,6.929507
2025,54944,데이비슨,,1633,True,52.173913,43.06615,79.838283,4.889056,40.77182,852,0.962441,781,9.172636,675,6.1029,958,4.03379,334,7.349369,10.878866,-4.234621,646,2.314945,2.924891,1.262337,433,3.272478,-15.8993,14.960848,220,11.8941,-24.077633,16.093845,85.103,105.365,83.27,70.5185,39.2484,76.6467,64.5161,61.9672,37.8753,10.4545,341,305,3.550129,-0.279179,0.573738,-0.052952,0.828494,60.7516,-1.567554,2,1.59175,0.704435,0.164128,0.667229,-0.953796,0.434281,0.667229,-0.953796,109.981,114.882,81.629,79.838283,4.889056
2025,66965,도태훈,,356,True,39.88764,45.629003,23.215972,6.52134,51.33226,142,3.613058,214,8.451136,163,6.232748,193,6.765074,93,7.026079,14.024468,-3.566077,131,4.148494,4.293329,3.99687,87,2.892291,-30.863701,11.698202,45,19.401996,-4.422449,19.94346,108.716,107.5,105.967,58.2822,24.3523,60.2151,55.7143,45.9016,20.6897,2.2222,70,61,-7.940081,-3.694363,-1.283199,-0.700716,-1.099663,75.6477,0.929798,1,1.116248,-0.753927,-0.201444,-0.530451,0.652352,-0.477685,-0.530451,0.652352,89.022,88.168,112.565,23.215972,6.52134
2025,54400,디아즈,,2399,True,45.185494,44.593043,137.227103,5.720179,46.083794,1084,2.050185,1315,8.745483,1052,5.655464,1347,5.770722,582,6.148441,12.184488,-5.468675,916,2.664906,2.224481,3.201308,598,5.714664,-16.732674,14.484787,303,14.144866,-25.06944,18.45413,97.126,98.009,97.704,63.0228,31.2546,65.8076,59.5745,50.0,28.0936,9.901,470,446,-4.476431,-3.041141,-0.723438,-0.576818,-0.352654,68.7454,-0.227382,2,1.265777,-0.592741,-0.359738,-0.513919,0.386376,-0.476239,-0.513919,0.386376,89.055,88.537,107.442,137.227103,5.720179
2025,54529,레이예스,,2315,True,53.434125,44.716902,123.893467,5.35177,45.280625,1237,2.033104,1078,9.159923,1021,7.167609,1294,3.919025,520,8.625152,12.495169,-3.350572,944,3.207726,2.883008,3.729785,572,1.89453,-14.827581,13.7248,279,13.593202,-22.37704,17.13358,91.797,122.87,82.316,71.0088,39.5672,75.5769,66.2675,56.4334,41.4336,8.9606,501,443,1.457208,0.022335,0.2355,0.004236,0.905754,60.4328,-1.621001,2,1.375173,0.366197,0.221316,0.744489,-1.007243,0.293756,0.744489,-1.007243,106.751,116.606,80.6,123.893467,5.35177
2025,67025,로하스,,1542,True,42.866407,44.425624,85.842605,5.566965,48.964561,661,2.461073,881,7.897266,667,5.190344,875,5.854058,343,5.592861,10.69529,-4.263114,629,3.031023,2.959868,3.107094,383,6.051712,-15.896798,13.598918,187,13.056631,-16.20312,15.063014,94.91,90.363,98.397,61.6192,28.5714,65.8892,57.0988,45.9016,25.5875,6.4171,324,305,-3.674249,-2.855813,-0.593797,-0.541667,-0.573829,71.4286,0.22246,1,1.014909,-0.064525,-0.042395,-0.004617,-0.054986,-0.05346,-0.004617,-0.054986,98.771,99.897,98.941,85.842605,5.566965
2025,62234,류지혁,,1779,True,43.788645,46.327314,115.965786,6.518594,57.871079,779,5.619349,1000,7.219106,832,6.033117,947,6.945116,454,7.344928,12.290136,-4.464523,726,3.530739,5.275961,1.869964,402,7.123344,-12.956673,13.082575,197,14.391272,-17.772812,16.663734,108.676,104.218,107.463,64.5433,25.5544,70.4846,57.4074,39.3678,22.8856,6.599,378,348,1.69803,1.854882,0.274419,0.351819,-0.113059,74.4456,0.728264,3,0.486177,0.177999,0.233339,-0.049339,0.436935,0.205669,-0.049339,0.436935,104.727,98.899,108.416,115.965786,6.518594
2025,54219,류현준,,70,False,52.857143,48.901627,2.829175,4.041679,34.969242,37,3.090345,33,5.108326,36,6.94798,34,0.964419,25,6.022615,11.943822,-4.503976,26,2.331289,2.842479,1.7349,12,-0.998242,-14.808012,12.811528,7,11.959652,-27.705016,18.57043,72.845,119.259,57.763,61.1111,44.1176,64.0,54.5455,53.3333,50.0,14.2857,11,15,-12.582797,-12.570004,-2.03351,-2.384174,-0.653894,55.8824,-2.383882,1,2.799401,-1.504238,-1.884902,-0.084682,-2.661328,-1.69457,-0.084682,-2.661328,61.055,98.111,48.74,2.829175,4.041679
2025,50868,류효승,,415,True,48.192771,48.77127,25.710966,6.195413,49.296831,200,2.991013,215,9.176251,186,6.545436,229,5.911115,97,7.669464,12.210019,-3.519762,167,1.955916,2.440677,1.232391,104,7.345398,-15.331715,14.904435,47,15.672325,-17.946374,19.674551,104.001,112.641,98.871,66.6667,33.1878,71.134,61.7978,57.6923,25.0,10.6383,89,78,1.739475,-0.542036,0.281117,-0.102809,0.22154,66.8122,-0.551486,2,1.100541,0.411814,0.114271,0.060275,0.062272,0.263043,0.060275,0.062272,106.045,101.344,101.199,25.710966,6.195413
