pitch_id,game_id,batter_id,batter_name,swing,event,x_mid_relative,rep_x_mid_relative,top_gap_cm,rep_top_gap_cm,bottom_gap_cm,rep_bottom_gap_cm,p_A,p_B_direct,p_B_full,p_C_full,p_swing,six
20250418NCHH0-20250418NCHH0-085-04,20250418NCHH0,69992,최정원,0,Ball,-10.707576182235753,-0.516,3.0474761008582476,3.0474761008582476,51.859687789349465,51.859687789349465,0.00027017340797813014,0.9859127452408816,0.9857448531116693,0.0001543952038074095,0.6496588549391874,True
20250611SKLG0-20250611SKLG0-019-01,20250611SKLG0,65207,신민재,0,Ball,-6.3712257657567255,0.024,34.94615379040866,34.94615379040866,82.3639453045729,82.3639453045729,9.720170912967235e-05,0.00010085887428931053,0.00010693136371752983,9.454801379728729e-05,0.0055617352614015575,True
20250809OBWO0-20250809OBWO0-083-02,20250809OBWO0,64340,임지열,1,Whiff,1.349807215470363,0.9359999999999999,-43.88814232072041,-43.88814232072041,5.161478559048405,5.161478559048405,0.00019423865692025746,0.9934109586435468,0.9933349137893273,0.0001400059715520514,0.38461538461538464,True
20250809OBWO0-20250809OBWO0-083-03,20250809OBWO0,64340,임지열,0,Ball,0.931489919040112,1.176,-7.59154763845271,-7.59154763845271,42.80709663561796,42.80709663561796,0.9903403127868122,0.00019423865692025746,0.0002369880998400385,0.9906358128512036,0.6045296167247387,True
20250809OBWO0-20250809OBWO0-083-04,20250809OBWO0,64340,임지열,1,Whiff,1.181669869232125,-0.22799999999999998,1.70230750875524,1.70230750875524,52.13630425467772,52.13630425467772,0.00019423865692025746,0.9825683451268981,0.9816149050528405,0.0001400059715520514,0.9245689655172413,True
20250809OBWO0-20250809OBWO0-083-07,20250809OBWO0,64340,임지열,1,InPlay,-0.14254146845607985,1.404,13.242761481793508,13.242761481793508,63.789468565514035,63.789468565514035,0.00015165776821193363,0.00015165776821193363,0.00018979932214818285,9.545590440973683e-05,0.3575757575757576,True
