vb_pitch_id,vb_pa_id,vb_pa_result,code,vb_velocity_kmh,tm_rel_speed,dv,vb_pitch_type_kr,tm_tagged_pitch_type,vb_balls_before,vb_strikes_before,tm_balls_before,tm_strikes_before,tm_event,run_kind,vb_internal,dist
20240501WOLT0-20240501WOLT0-036-01,20240501WOLT0-036,삼진,B,134.0,136.382,-0.8230000000000075,슬라이더,Slider,0,0,0,0,strike,equal_length,vb_flow_supports_strike,1.491864831038798
20240502LGNC0-20240502LGNC0-017-01,20240502LGNC0-017,우안,B,131.0,131.493,1.0660000000000025,슬라이더,Slider,0,0,0,0,strike,equal_length,vb_flow_supports_strike,0.4837962962962965
20240502LGNC0-20240502LGNC0-017-02,20240502LGNC0-017,우안,B,132.0,132.371,1.1879999999999882,슬라이더,Slider,1,0,0,1,strike,equal_length,vb_flow_supports_strike,0.7037037037037038
20240502LGNC0-20240502LGNC0-023-02,20240502LGNC0-023,삼진,B,112.0,112.872,0.6869999999999976,커브,Curveball,0,1,0,1,strike,equal_length,vb_flow_supports_strike,1.1010332950631456
20240502SKHH0-20240502SKHH0-023-01,20240502SKHH0-023,이야선,B,138.0,140.643,-1.0840000000000032,포심,Fastball,0,0,0,0,strike,equal_length,vb_flow_undecided,1.6722090261282667
20240502SKHH0-20240502SKHH0-036-02,20240502SKHH0-036,우안,B,119.0,121.227,-0.6680000000000064,포크,ChangeUp,0,1,0,1,strike,equal_length,vb_flow_undecided,0.8759999999999999
20240502SKHH0-20240502SKHH0-037-02,20240502SKHH0-037,좌안,B,121.0,124.001,-1.4420000000000073,포크,ChangeUp,0,1,0,1,strike,equal_length,vb_flow_undecided,1.38
20240502SKHH0-20240502SKHH0-049-01,20240502SKHH0-049,삼희,B,134.0,136.617,-1.0579999999999927,포심,Fastball,0,0,0,0,strike,equal_length,vb_flow_undecided,0.7617071724955539
20240502SSOB0-20240502SSOB0-021-01,20240502SSOB0-021,일땅,B,132.0,133.184,0.375,슬라이더,Slider,0,0,0,0,strike,equal_length,vb_flow_undecided,0.9261363636363635
20240502SSOB0-20240502SSOB0-032-01,20240502SSOB0-032,중비,B,134.0,135.925,-0.36600000000001387,포심,Fastball,0,0,0,0,strike,equal_length,vb_flow_undecided,1.0678182981445938
20240502WOLT0-20240502WOLT0-066-01,20240502WOLT0-066,볼넷,B,140.0,141.638,-0.07900000000000773,포심,Fastball,0,0,0,0,strike,equal_length,vb_flow_broken_either_way,1.152
20240502WOLT0-20240502WOLT0-066-03,20240502WOLT0-066,볼넷,B,141.0,142.138,0.42099999999999227,포심,Fastball,2,0,1,1,strike,equal_length,vb_flow_broken_either_way,0.23180428134556544
20240502WOLT0-20240502WOLT0-067-02,20240502WOLT0-067,포BO,B,145.0,147.129,-0.5699999999999932,포심,Fastball,0,1,0,1,strike,equal_length,vb_flow_broken_either_way,1.6186793575252827
20240503NCSK0-20240503NCSK0-044-01,20240503NCSK0-044,중비,B,141.0,141.568,0.9909999999999854,포심,Fastball,0,0,0,0,strike,equal_length,vb_flow_undecided,0.8879999999999999
20240504OBLG0-20240504OBLG0-018-02,20240504OBLG0-018,이땅,B,125.0,126.475,0.08400000000000318,커브,Slider,0,1,0,0,strike,gap_vb_extra,vb_flow_broken_either_way,1.404
20240504OBLG0-20240504OBLG0-053-01,20240504OBLG0-053,,B,142.0,143.853,-0.29400000000001114,포심,Fastball,0,0,0,0,strike,equal_length,no_result,1.8719999999999999
20240504OBLG0-20240504OBLG0-073-02,20240504OBLG0-073,우안,B,121.0,122.952,-0.3930000000000007,포크,Splitter,0,1,0,0,strike,gap_vb_extra,vb_flow_undecided,1.092
20240507SKLG0-20240507SKLG0-071-01,20240507SKLG0-071,삼진,B,131.0,133.241,-0.6820000000000164,슬라이더,Slider,0,0,0,0,strike,equal_length,vb_flow_supports_strike,0.384
20240508OBWO0-20240508OBWO0-010-01,20240508OBWO0-010,볼넷,B,137.0,138.104,0.4549999999999841,투심,ChangeUp,0,0,0,0,strike,equal_length,vb_flow_supports_strike,0.9839999999999999
20240508SKLG0-20240508SKLG0-059-04,20240508SKLG0-059,볼넷,B,140.0,141.878,-0.3189999999999884,포심,Fastball,2,1,2,1,strike,equal_length,vb_flow_supports_strike,0.5881284070260452
20240508SKLG0-20240508SKLG0-060-02,20240508SKLG0-060,삼땅,B,138.0,139.989,-0.4300000000000068,포심,Fastball,1,0,1,0,strike,equal_length,vb_flow_undecided,0.5995370370370373
20240509HHLT0-20240509HHLT0-060-01,20240509HHLT0-060,중비,B,128.0,129.81,-0.2510000000000048,슬라이더,Slider,0,0,0,0,strike,equal_length,vb_flow_undecided,0.48
20240509HHLT0-20240509HHLT0-060-02,20240509HHLT0-060,중비,B,127.0,129.32,-0.7609999999999957,슬라이더,Slider,1,0,0,1,strike,equal_length,vb_flow_undecided,0.132
20240509NCKT0-20240509NCKT0-038-01,20240509NCKT0-038,일땅,B,127.0,129.788,-1.2290000000000134,슬라이더,Slider,0,0,0,0,strike,equal_length,vb_flow_undecided,1.0080413555427918
20240509OBWO0-20240509OBWO0-030-04,20240509OBWO0-030,우비,B,139.0,140.001,0.5579999999999927,커터,Cutter,2,1,2,1,strike,equal_length,vb_flow_undecided,0.9359999999999999
20240509OBWO0-20240509OBWO0-065-02,20240509OBWO0-065,포파,B,144.0,145.434,0.125,포심,Fastball,1,0,1,0,strike,equal_length,vb_flow_undecided,0.744
20240509SKLG0-20240509SKLG0-004-01,20240509SKLG0-004,우비,B,109.0,110.602,-0.043000000000006366,커브,Curveball,0,0,0,0,strike,equal_length,vb_flow_undecided,0.9135446685878968
20240510KTOB0-20240510KTOB0-026-01,20240510KTOB0-026,투희,B,143.0,144.909,-0.3499999999999943,포심,Fastball,0,0,0,0,strike,equal_length,vb_flow_undecided,0.6023952095808385
20240510SSNC0-20240510SSNC0-053-01,20240510SSNC0-053,우안,B,132.0,132.655,0.9039999999999964,포심,Fastball,0,0,0,0,strike,equal_length,vb_flow_undecided,0.552
20240510SSNC0-20240510SSNC0-053-02,20240510SSNC0-053,우안,B,132.0,132.815,0.7439999999999998,포심,Fastball,1,0,0,1,strike,equal_length,vb_flow_undecided,0.2629161882893227
20240510SSNC0-20240510SSNC0-054-01,20240510SSNC0-054,사구,B,134.0,134.393,1.1659999999999968,투심,ChangeUp,0,0,0,0,strike,equal_length,vb_flow_undecided,0.41999999999999993
20240511LGLT0-20240511LGLT0-025-01,20240511LGLT0-025,이병,B,124.0,125.326,0.2330000000000041,슬라이더,Slider,0,0,0,0,strike,equal_length,vb_flow_undecided,1.584
20240511LGLT0-20240511LGLT0-028-01,20240511LGLT0-028,좌이,B,144.0,144.937,0.6219999999999857,포심,Fastball,0,0,0,0,strike,equal_length,vb_flow_undecided,0.372
20240511LGLT0-20240511LGLT0-072-01,20240511LGLT0-072,투희,B,145.0,146.498,0.06100000000000705,포심,Fastball,0,0,0,0,strike,equal_length,vb_flow_undecided,1.737734706238643
20240511SSNC0-20240511SSNC0-068-01,20240511SSNC0-068,유비,B,143.0,143.561,0.9979999999999905,포심,Fastball,0,0,0,0,strike,equal_length,vb_flow_undecided,0.384
20240511WOHH0-20240511WOHH0-016-01,20240511WOHH0-016,일비,B,132.0,134.221,-0.6620000000000061,체인지업,ChangeUp,0,0,0,0,strike,equal_length,vb_flow_undecided,0.4723049434187018
20240511WOHH0-20240511WOHH0-044-01,20240511WOHH0-044,일파,B,141.0,143.713,-1.1539999999999964,투심,Fastball,0,0,0,0,strike,equal_length,vb_flow_undecided,0.6097859327217124
20240512KTOB2-20240512KTOB2-015-01,20240512KTOB2-015,중비,B,141.0,142.083,0.4759999999999991,포심,Sinker,0,0,0,0,strike,equal_length,vb_flow_undecided,0.5415939499709134
20240512KTOB2-20240512KTOB2-015-02,20240512KTOB2-015,중비,B,140.0,141.916,-0.3569999999999993,포심,Fastball,1,0,0,1,strike,equal_length,vb_flow_undecided,0.576
20240512WOHH0-20240512WOHH0-031-02,20240512WOHH0-031,투번안,B,135.0,137.651,-1.092000000000013,포심,Fastball,1,0,1,0,strike,equal_length,vb_flow_undecided,1.236
20240514LTKT0-20240514LTKT0-071-01,20240514LTKT0-071,투희,B,142.0,145.12,-1.561000000000007,포심,Fastball,0,0,0,0,strike,equal_length,vb_flow_undecided,1.6440000000000001
20240514NCHH0-20240514NCHH0-076-01,20240514NCHH0-076,투희,B,126.0,128.833,-1.274000000000001,포크,Splitter,0,0,0,0,strike,equal_length,vb_flow_undecided,0.636
20240516SSSK0-20240516SSSK0-036-03,20240516SSSK0-036,유비,B,131.0,131.348,1.2109999999999843,슬라이더,Slider,1,1,1,1,strike,equal_length,vb_flow_undecided,0.7236084452975046
20240516WOLG0-20240516WOLG0-029-01,20240516WOLG0-029,중안,B,146.0,148.113,-0.554000000000002,포심,Fastball,0,0,0,0,strike,equal_length,vb_flow_undecided,0.7430555555555555
20240517HTNC0-20240517HTNC0-014-02,20240517HTNC0-014,좌비,B,140.0,140.994,0.5649999999999977,포심,Fastball,0,1,0,1,strike,equal_length,vb_flow_undecided,1.164
20240517HTNC0-20240517HTNC0-022-02,20240517HTNC0-022,좌중이,B,142.0,142.688,0.8710000000000093,포심,Fastball,1,0,1,0,strike,equal_length,vb_flow_undecided,0.13778829095209913
20240517HTNC0-20240517HTNC0-058-02,20240517HTNC0-058,중안,B,138.0,138.574,0.9849999999999852,포심,Fastball,1,0,1,0,strike,equal_length,vb_flow_undecided,0.312
20240517HTNC0-20240517HTNC0-059-01,20240517HTNC0-059,우이,B,142.0,142.985,0.5739999999999839,포심,Fastball,0,0,0,0,strike,equal_length,vb_flow_undecided,0.13706793802145437
20240517HTNC0-20240517HTNC0-079-01,20240517HTNC0-079,삼진,B,136.0,136.629,0.9300000000000068,투심,Splitter,0,0,0,0,strike,equal_length,vb_flow_supports_strike,1.3377245508982036
20240517LTOB0-20240517LTOB0-054-01,20240517LTOB0-054,포희,B,140.0,142.306,-0.7470000000000141,포심,Fastball,0,0,0,0,strike,equal_length,vb_flow_undecided,0.6187290969899668
20240518LTOB0-20240518LTOB0-008-01,20240518LTOB0-008,투희,B,128.0,129.936,-0.37700000000000955,포크,Splitter,0,0,0,0,strike,equal_length,vb_flow_undecided,0.40800000000000003
20240518LTOB0-20240518LTOB0-040-01,20240518LTOB0-040,중안,B,149.0,151.134,-0.5749999999999886,포심,Fastball,0,0,0,0,strike,equal_length,vb_flow_undecided,1.38
20240519LGKT0-20240519LGKT0-010-01,20240519LGKT0-010,투번안,B,140.0,142.19,-0.6310000000000002,포심,Fastball,0,0,0,0,strike,equal_length,vb_flow_undecided,0.768
20240519LGKT0-20240519LGKT0-037-02,20240519LGKT0-037,삼희,B,144.0,146.068,-0.5090000000000146,포심,Fastball,1,0,1,0,strike,equal_length,vb_flow_undecided,1.497542997542998
20240519LTOB0-20240519LTOB0-006-01,20240519LTOB0-006,삼비,B,153.0,154.654,-0.09499999999999886,포심,Fastball,0,0,0,0,strike,equal_length,vb_flow_undecided,0.504
20240519SKWO0-20240519SKWO0-055-02,20240519SKWO0-055,이비,B,141.0,142.541,0.018000000000000682,포심,Fastball,1,0,1,0,strike,equal_length,vb_flow_undecided,1.032
20240521NCWO0-20240521NCWO0-072-01,20240521NCWO0-072,일희,B,139.0,140.521,0.038000000000010914,포심,Fastball,0,0,0,0,strike,equal_length,vb_flow_undecided,1.0991354466858791
20240522NCWO0-20240522NCWO0-013-02,20240522NCWO0-013,투야선,B,142.0,142.819,0.7400000000000091,투심,Fastball,1,0,1,0,strike,equal_length,vb_flow_undecided,0.5494117647058824
20240522NCWO0-20240522NCWO0-036-01,20240522NCWO0-036,포희,B,146.0,147.442,0.11699999999999022,투심,Fastball,0,0,0,0,strike,equal_length,vb_flow_undecided,0.34443783462224853
20240522NCWO0-20240522NCWO0-048-01,20240522NCWO0-048,삼진,B,144.0,144.565,0.9939999999999998,투심,Sinker,0,0,0,0,strike,equal_length,vb_flow_supports_strike,0.132
20240523HTLT0-20240523HTLT0-034-01,20240523HTLT0-034,삼진,B,119.0,120.218,0.340999999999994,커브,Curveball,0,0,0,0,strike,equal_length,vb_flow_supports_strike,1.344
20240523KTSS0-20240523KTSS0-031-01,20240523KTSS0-031,중안,B,133.0,135.76,-1.2009999999999934,커터,Slider,0,0,0,0,strike,equal_length,vb_flow_undecided,0.8639999999999999
20240523KTSS0-20240523KTSS0-031-02,20240523KTSS0-031,중안,B,132.0,134.637,-1.078000000000003,커터,Slider,1,0,0,1,strike,equal_length,vb_flow_undecided,1.0503807850029292
20240523NCWO0-20240523NCWO0-014-02,20240523NCWO0-014,우안,B,141.0,141.764,0.7949999999999875,포심,Fastball,0,1,0,1,strike,equal_length,vb_flow_undecided,0.30993456276026227
20240524HHSK0-20240524HHSK0-005-02,20240524HHSK0-005,삼진,B,141.0,141.196,1.3629999999999995,포심,Fastball,0,0,0,1,strike,equal_length,vb_flow_supports_strike,0.9959999999999999
20240524SSLT0-20240524SSLT0-024-01,20240524SSLT0-024,이라,B,141.0,143.499,-0.9399999999999977,포심,Fastball,0,0,0,0,strike,equal_length,vb_flow_undecided,1.5462235649546827
20240524SSLT0-20240524SSLT0-065-01,20240524SSLT0-065,삼진,B,128.0,129.918,-0.35900000000000887,포크,Splitter,0,0,0,0,strike,equal_length,vb_flow_supports_strike,1.4118715929739554
20240525HHSK0-20240525HHSK0-024-01,20240525HHSK0-024,이IFO,B,134.0,135.434,0.125,커터,Slider,0,0,0,0,strike,equal_length,vb_flow_undecided,0.804
20240526SSLT0-20240526SSLT0-057-03,20240526SSLT0-057,좌안,B,131.0,131.844,0.7150000000000034,슬라이더,Slider,1,1,1,1,strike,equal_length,vb_flow_undecided,0.7322834645669289
20240528HTNC0-20240528HTNC0-067-02,20240528HTNC0-067,삼진,B,141.0,141.979,0.5799999999999841,포심,Fastball,0,1,0,1,strike,equal_length,vb_flow_undecided,0.44399999999999995
20240528KTOB0-20240528KTOB0-015-03,20240528KTOB0-015,좌비,B,136.0,137.872,-0.3130000000000166,포심,Fastball,2,0,2,0,strike,equal_length,vb_flow_supports_strike,1.188
20240528LGSK0-20240528LGSK0-061-02,20240528LGSK0-061,중비,B,142.0,143.016,0.5430000000000064,포심,Fastball,1,0,1,0,strike,equal_length,vb_flow_undecided,0.7871287128712873
20240528LTHH0-20240528LTHH0-019-01,20240528LTHH0-019,좌안,B,117.0,119.686,-1.1270000000000095,커브,Curveball,0,0,0,0,strike,equal_length,vb_flow_undecided,0.6879194630872482
20240528WOSS0-20240528WOSS0-005-01,20240528WOSS0-005,투내안,B,144.0,146.142,-0.5829999999999984,투심,Sinker,0,0,0,0,strike,equal_length,vb_flow_undecided,0.624
20240529KTOB0-20240529KTOB0-006-01,20240529KTOB0-006,좌안,B,123.0,124.869,-0.3100000000000023,체인지업,ChangeUp,0,0,0,0,strike,equal_length,vb_flow_undecided,1.176
20240529KTOB0-20240529KTOB0-036-01,20240529KTOB0-036,사구,B,136.0,137.611,-0.0519999999999925,포심,Fastball,0,0,0,0,strike,equal_length,vb_flow_undecided,0.5542312276519665
20240531HHSS0-20240531HHSS0-065-02,20240531HHSS0-065,우안,B,141.0,143.824,-1.2650000000000148,포심,Fastball,1,0,1,0,strike,equal_length,vb_flow_undecided,0.7378583967232295
20240531HHSS0-20240531HHSS0-065-03,20240531HHSS0-065,우안,B,143.0,145.705,-1.146000000000015,포심,Fastball,2,0,1,1,strike,equal_length,vb_flow_undecided,1.0070216500877704
20240531HHSS0-20240531HHSS0-066-02,20240531HHSS0-066,삼진,B,134.0,135.812,-0.2530000000000143,슬라이더,Slider,0,1,0,1,strike,equal_length,vb_flow_supports_strike,0.6626360338573156
20240531LGOB0-20240531LGOB0-022-01,20240531LGOB0-022,투번안,B,129.0,130.797,-0.23799999999999955,슬라이더,Slider,0,0,0,0,strike,equal_length,vb_flow_undecided,1.02
20240531LGOB0-20240531LGOB0-032-01,20240531LGOB0-032,중비,B,145.0,146.718,-0.15899999999999181,포심,Fastball,0,0,0,0,strike,equal_length,vb_flow_undecided,1.5648148148148147
20240531SKWO0-20240531SKWO0-026-01,20240531SKWO0-026,유비,B,133.0,134.263,0.29599999999999227,포심,ChangeUp,0,0,0,0,strike,equal_length,vb_flow_undecided,0.696
20240531SKWO0-20240531SKWO0-045-02,20240531SKWO0-045,투희,B,133.0,134.241,0.31799999999998363,포심,ChangeUp,1,0,1,0,strike,equal_length,vb_flow_undecided,0.43199999999999994
20240601HHSS0-20240601HHSS0-037-03,20240601HHSS0-037,투희,B,140.0,142.328,-0.7690000000000055,포심,Fastball,2,0,2,0,strike,equal_length,vb_flow_undecided,0.264
20240601NCLT0-20240601NCLT0-001-05,20240601NCLT0-001,투땅,B,148.0,149.657,-0.09800000000001319,포심,Fastball,3,1,3,1,strike,equal_length,vb_flow_supports_strike,0.8399999999999999
20240601NCLT0-20240601NCLT0-038-01,20240601NCLT0-038,사구,B,137.0,138.639,-0.0800000000000125,커터,ChangeUp,0,0,0,0,strike,equal_length,vb_flow_undecided,0.49199999999999994
20240601NCLT0-20240601NCLT0-038-03,20240601NCLT0-038,사구,B,137.0,139.033,-0.47399999999998954,커터,ChangeUp,2,0,1,1,strike,equal_length,vb_flow_undecided,0.6033353186420491
20240601NCLT0-20240601NCLT0-061-02,20240601NCLT0-061,삼진,B,132.0,133.256,0.30299999999999727,슬라이더,Slider,0,1,0,1,strike,equal_length,vb_flow_undecided,1.056
20240602HHSS0-20240602HHSS0-062-01,20240602HHSS0-062,투BO,B,143.0,146.293,-1.7340000000000089,포심,Fastball,0,0,0,0,strike,equal_length,vb_flow_undecided,1.1024734982332154
20240602LGOB0-20240602LGOB0-024-03,20240602LGOB0-024,삼진,B,148.0,150.179,-0.6200000000000045,포심,Fastball,1,1,1,1,strike,equal_length,vb_flow_undecided,0.3575615474794838
20240602LGOB0-20240602LGOB0-044-02,20240602LGOB0-044,일땅,B,145.0,146.13,0.42900000000000205,포심,Fastball,0,1,0,1,strike,equal_length,vb_flow_undecided,0.49999999999999994
20240602LGOB0-20240602LGOB0-045-03,20240602LGOB0-045,이땅,B,144.0,145.165,0.39400000000000546,포심,Cutter,1,1,1,1,strike,equal_length,vb_flow_undecided,0.9108910891089111
20240602NCLT0-20240602NCLT0-049-03,20240602NCLT0-049,볼넷,B,146.0,148.556,-0.9970000000000141,포심,Fastball,1,1,1,1,strike,equal_length,vb_flow_supports_strike,1.092
20240602SKWO0-20240602SKWO0-067-01,20240602SKWO0-067,유병,B,133.0,134.314,0.24500000000000455,투심,ChangeUp,0,0,0,0,strike,equal_length,vb_flow_undecided,0.7696594427244582
20240602SKWO0-20240602SKWO0-068-02,20240602SKWO0-068,삼진,B,124.0,124.64,0.9189999999999969,커브,Curveball,0,1,0,1,strike,equal_length,vb_flow_supports_strike,1.188
20240604HHKT0-20240604HHKT0-047-01,20240604HHKT0-047,삼진,B,142.0,143.326,0.2330000000000041,포심,Fastball,0,0,0,0,strike,equal_length,vb_flow_supports_strike,1.488
20240604OBNC0-20240604OBNC0-021-02,20240604OBNC0-021,삼비,B,144.0,145.234,0.32499999999998863,포심,Fastball,1,0,1,0,strike,equal_length,vb_flow_supports_strike,0.8160000000000001
20240604OBNC0-20240604OBNC0-051-02,20240604OBNC0-051,삼진,B,131.0,131.337,1.2220000000000084,슬라이더,Slider,0,0,0,1,strike,equal_length,vb_flow_undecided,0.672
20240605HHKT0-20240605HHKT0-011-02,20240605HHKT0-011,볼넷,B,142.0,143.908,-0.34899999999998954,포심,Fastball,1,0,1,0,strike,equal_length,vb_flow_supports_strike,0.657313432835821
20240605HHKT0-20240605HHKT0-041-02,20240605HHKT0-041,삼희,B,144.0,145.599,-0.03999999999999204,포심,Fastball,1,0,1,0,strike,equal_length,vb_flow_undecided,1.008
20240605HHKT0-20240605HHKT0-063-02,20240605HHKT0-063,좌비,B,128.0,129.402,0.1570000000000107,체인지업,ChangeUp,0,1,0,1,strike,equal_length,vb_flow_undecided,0.9120370370370371
20240605OBNC0-20240605OBNC0-073-01,20240605OBNC0-073,우삼,B,140.0,141.231,0.32800000000000296,포심,Fastball,0,0,0,0,strike,equal_length,vb_flow_undecided,0.9788980070339979
20240605SSSK0-20240605SSSK0-069-02,20240605SSSK0-069,볼넷,B,137.0,137.539,1.0200000000000102,포심,Fastball,1,0,1,0,strike,equal_length,vb_flow_supports_strike,0.4191950464396288
20240605WOLG0-20240605WOLG0-068-02,20240605WOLG0-068,삼진,B,130.0,131.111,0.4480000000000075,포크,Splitter,1,0,1,0,strike,equal_length,vb_flow_supports_strike,1.0237797246558198
20240606SSSK0-20240606SSSK0-043-03,20240606SSSK0-043,볼넷,B,137.0,137.793,0.7659999999999911,포심,Fastball,1,1,1,1,strike,equal_length,vb_flow_supports_strike,0.276
20240607HTOB0-20240607HTOB0-062-01,20240607HTOB0-062,유야선,B,139.0,140.109,0.44999999999998863,체인지업,Sinker,0,0,0,0,strike,equal_length,vb_flow_undecided,0.8759999999999999
20240607HTOB0-20240607HTOB0-085-01,20240607HTOB0-085,투희,B,144.0,145.55,0.00899999999998613,포심,Fastball,0,0,0,0,strike,equal_length,vb_flow_undecided,0.8001182732111175
20240607HTOB0-20240607HTOB0-086-01,20240607HTOB0-086,중비,B,133.0,134.721,-0.16200000000000614,슬라이더,Slider,0,0,0,0,strike,equal_length,vb_flow_undecided,1.5196662693682956
20240607LGKT0-20240607LGKT0-054-03,20240607LGKT0-054,삼진,B,145.0,146.648,-0.08899999999999864,포심,Fastball,1,1,1,1,strike,equal_length,vb_flow_supports_strike,0.5024752475247526
20240607NCHH0-20240607NCHH0-033-01,20240607NCHH0-033,일희,B,149.0,151.395,-0.8360000000000127,포심,Fastball,0,0,0,0,strike,equal_length,vb_flow_undecided,0.3809791783905461
20240607SKLT0-20240607SKLT0-038-02,20240607SKLT0-038,볼넷,B,136.0,137.122,0.4369999999999834,슬라이더,Slider,1,0,1,0,strike,equal_length,vb_flow_supports_strike,0.8399999999999999
20240607SKLT0-20240607SKLT0-072-01,20240607SKLT0-072,삼야선,B,127.0,128.453,0.10599999999999454,포크,Splitter,0,0,0,0,strike,equal_length,vb_flow_undecided,0.264
20240607SSWO0-20240607SSWO0-031-01,20240607SSWO0-031,이내안,B,139.0,140.653,-0.09399999999999409,포심,Fastball,0,0,0,0,strike,equal_length,vb_flow_undecided,0.8279999999999998
20240608LGKT0-20240608LGKT0-048-01,20240608LGKT0-048,일땅,B,133.0,134.433,0.12600000000000477,슬라이더,Slider,0,0,0,0,strike,equal_length,vb_flow_undecided,0.948
20240608LGKT0-20240608LGKT0-048-02,20240608LGKT0-048,일땅,B,132.0,133.108,0.4509999999999934,슬라이더,Slider,1,0,0,1,strike,equal_length,vb_flow_undecided,0.675742574257426
20240609HTOB0-20240609HTOB0-030-01,20240609HTOB0-030,이땅,B,138.0,140.052,-0.492999999999995,포심,Fastball,0,0,0,0,strike,equal_length,vb_flow_undecided,0.6973684210526313
20240609NCHH0-20240609NCHH0-103-01,20240609NCHH0-103,삼진,B,146.0,149.411,-1.8520000000000039,포심,Fastball,0,0,0,0,strike,equal_length,vb_flow_broken_either_way,0.9521028037383176
20240609NCHH0-20240609NCHH0-103-02,20240609NCHH0-103,삼진,B,146.0,148.663,-1.1040000000000134,포심,Fastball,1,0,0,1,strike,equal_length,vb_flow_broken_either_way,1.26
20240609NCHH0-20240609NCHH0-108-01,20240609NCHH0-108,투희,B,143.0,145.957,-1.3979999999999961,포심,Fastball,0,0,0,0,strike,equal_length,vb_flow_undecided,0.44399999999999995
20240609SSWO0-20240609SSWO0-052-01,20240609SSWO0-052,볼넷,B,139.0,140.502,0.05699999999998795,포심,Fastball,0,0,0,0,strike,equal_length,vb_flow_supports_strike,1.5026929982046686
20240611HHOB0-20240611HHOB0-024-01,20240611HHOB0-024,일희,B,143.0,144.896,-0.3369999999999891,포심,Fastball,0,0,0,0,strike,equal_length,vb_flow_undecided,1.6956521739130435
20240611LGSS0-20240611LGSS0-019-02,20240611LGSS0-019,좌이,B,146.0,149.264,-1.7050000000000125,포심,Fastball,0,1,0,1,strike,equal_length,vb_flow_undecided,1.3564356435643565
20240612HHOB0-20240612HHOB0-012-01,20240612HHOB0-012,일땅,B,126.0,127.388,0.17099999999999227,체인지업,ChangeUp,0,0,0,0,strike,equal_length,vb_flow_undecided,1.296
20240612HHOB0-20240612HHOB0-017-02,20240612HHOB0-017,좌안,B,142.0,144.195,-0.6359999999999957,포심,Fastball,1,0,1,0,strike,equal_length,vb_flow_supports_strike,1.2611806797853307
20240612HHOB0-20240612HHOB0-023-02,20240612HHOB0-023,중안,B,109.0,110.711,-0.15200000000000102,커브,Curveball,0,1,0,1,strike,equal_length,vb_flow_undecided,1.951934349355217
20240612HTSK0-20240612HTSK0-022-01,20240612HTSK0-022,삼진,B,142.0,142.191,1.367999999999995,포심,Fastball,0,0,0,0,strike,equal_length,vb_flow_supports_strike,0.38830409356725176
20240612KTNC0-20240612KTNC0-047-01,20240612KTNC0-047,삼진,B,140.0,141.139,0.4199999999999875,투심,Sinker,0,0,0,0,strike,equal_length,vb_flow_supports_strike,0.34520884520884487
20240612LGSS0-20240612LGSS0-059-01,20240612LGSS0-059,삼진,B,137.0,139.69,-1.1310000000000002,포심,Fastball,0,0,0,0,strike,equal_length,vb_flow_broken_either_way,1.2393776181926994
20240612LGSS0-20240612LGSS0-059-03,20240612LGSS0-059,삼진,B,136.0,139.345,-1.7860000000000014,포심,Fastball,2,0,1,1,strike,equal_length,vb_flow_broken_either_way,0.9359999999999999
20240613LGSS0-20240613LGSS0-052-01,20240613LGSS0-052,유비,B,143.0,145.798,-1.2390000000000043,포심,Fastball,0,0,0,0,strike,equal_length,vb_flow_undecided,1.92
20240614HTKT0-20240614HTKT0-014-01,20240614HTKT0-014,중안,B,144.0,145.856,-0.29699999999999704,포심,Fastball,0,0,0,0,strike,equal_length,vb_flow_undecided,0.17282479141835522
20240614HTKT0-20240614HTKT0-014-02,20240614HTKT0-014,중안,B,144.0,145.378,0.1810000000000116,포심,Fastball,1,0,0,1,strike,equal_length,vb_flow_undecided,1.8119999999999998
20240614OBWO0-20240614OBWO0-050-02,20240614OBWO0-050,일야선,B,146.0,147.387,0.17199999999999704,포심,Fastball,0,1,0,1,strike,equal_length,vb_flow_undecided,0.9536921151439298
20240614OBWO0-20240614OBWO0-061-01,20240614OBWO0-061,유땅,B,136.0,137.013,0.5459999999999923,투심,ChangeUp,0,0,0,0,strike,equal_length,vb_flow_undecided,1.0620972466315173
20240614OBWO0-20240614OBWO0-070-01,20240614OBWO0-070,유내안,B,149.0,150.591,-0.03200000000001069,포심,Fastball,0,0,0,0,strike,equal_length,vb_flow_undecided,0.624
20240614SSNC0-20240614SSNC0-068-01,20240614SSNC0-068,좌안,B,145.0,146.254,0.3050000000000068,포심,Fastball,0,0,0,0,strike,equal_length,vb_flow_undecided,0.96
20240615HTKT0-20240615HTKT0-030-01,20240615HTKT0-030,볼넷,B,131.0,131.803,0.7560000000000002,커터,Slider,0,0,0,0,strike,equal_length,vb_flow_supports_strike,1.0551090700344432
20240615HTKT0-20240615HTKT0-034-01,20240615HTKT0-034,삼희,B,134.0,135.509,0.05000000000001137,커터,Slider,0,0,0,0,strike,equal_length,vb_flow_undecided,0.10799999999999998
20240615LTLG0-20240615LTLG0-050-02,20240615LTLG0-050,좌안,B,141.0,142.762,-0.20300000000000296,포심,Fastball,0,1,0,1,strike,equal_length,vb_flow_supports_strike,1.7135069654754693
20240615OBWO0-20240615OBWO0-013-01,20240615OBWO0-013,포야선,B,146.0,147.631,-0.07200000000000273,투심,Fastball,0,0,0,0,strike,equal_length,vb_flow_undecided,1.572
