season,pitch_id,pitcher_name,code,stadium,category,px,pz,horizontal_movement_cm,vertical_movement_cm,velocity_kmh,loc_err_x_cm,loc_err_z_cm,mov_resid_hb_cm,mov_resid_ivb_cm,magnus,ay,z_hb,z_ivb,release_x_dev_cm,release_z_dev_cm,zone_distance,swing,event,boundary,plane_shift_cm,p_zone,p_zone_alt,p_zone_front
2024,20240330NCLT0-20240330NCLT0-023-06,박세웅,SL,사직,extreme_consistent,1.09,1.4,41.3,-8.3,126.0,-0.006,0.142,0.012,-0.023,14.093,23.514,6.389,-3.282,-12.848,-9.354,1.308,0.0,Ball,False,1.619,0.0,0.0,0.0
2024,20240330NCLT0-20240330NCLT0-024-02,박세웅,SL,사직,extreme_consistent,0.72,1.57,36.0,-9.2,125.0,-0.088,0.048,-0.036,0.03,12.273,22.781,5.5,-3.369,-10.455,-5.887,1.079,1.0,Foul,False,1.742,0.0,0.0,0.0
2024,20240330NCLT0-20240330NCLT0-032-02,박세웅,SL,사직,extreme_consistent,0.76,1.9,33.2,-13.9,123.0,-0.091,0.074,0.007,-0.016,11.521,21.348,5.054,-4.08,-5.47,-6.659,0.912,1.0,Foul,True,1.663,0.989,0.993,0.991
2024,20240403OBSK0-20240403OBSK0-048-03,박신지,FF,문학,extreme_consistent,1.29,1.87,-2.1,8.8,137.0,0.009,0.057,-0.002,-0.033,3.587,26.166,7.965,-8.462,7.588,4.292,1.548,0.0,Ball,True,1.904,0.0,0.0,0.0
2024,20240404HTKT0-20240404HTKT0-005-04,이의리,CU,수원,extreme_consistent,0.03,3.04,-18.1,-23.1,120.0,-0.037,0.02,0.0,0.046,8.915,22.039,-5.021,0.957,3.845,-5.945,0.582,1.0,InPlay,False,1.221,0.971,0.979,0.962
2024,20240404NCLG0-20240404NCLG0-001-05,엔스,CU,잠실,extreme_consistent,0.31,1.71,-34.4,-6.7,120.0,0.082,-0.025,0.005,-0.026,10.655,21.379,-4.096,5.444,9.413,-3.737,0.878,0.0,CalledStrike,True,0.478,0.986,0.699,0.966
2024,20240404NCLG0-20240404NCLG0-039-02,엔스,CU,잠실,extreme_consistent,-0.52,2.62,-30.5,-6.8,118.0,0.045,-0.132,0.04,0.022,9.069,22.438,-3.469,5.701,9.047,-2.214,0.624,1.0,Foul,False,0.878,0.977,0.978,0.975
2024,20240404NCLG0-20240404NCLG0-040-03,엔스,CU,잠실,extreme_consistent,0.19,1.77,-35.7,-8.1,120.0,0.069,0.008,-0.023,0.008,11.223,19.295,-4.341,5.185,12.345,-2.3,0.779,1.0,Whiff,True,0.548,0.994,0.993,0.992
2024,20240404NCLG0-20240404NCLG0-040-05,엔스,CU,잠실,extreme_consistent,-0.6,1.13,-28.5,-7.3,118.0,-0.021,0.04,-0.014,0.032,8.645,19.858,-3.136,5.288,8.371,-2.608,1.555,1.0,InPlay,False,0.113,0.0,0.0,0.0
2024,20240406SKNC0-20240406SKNC0-078-02,서의태,SL,창원,extreme_consistent,-0.64,0.62,17.2,24.9,130.0,-0.06,-0.039,0.028,0.003,10.756,24.825,5.034,1.796,1.863,-1.317,2.248,1.0,Whiff,False,1.001,0.0,0.0,0.0
2024,20240407SSHT0-20240407SSHT0-027-02,이호성,CH,광주,extreme_consistent,-1.39,1.3,9.0,-2.6,130.0,-0.048,0.029,0.038,0.029,3.315,27.336,5.324,-3.966,-3.686,0.869,1.668,0.0,Ball,False,1.618,0.0,0.0,0.0
2024,20240407SSHT0-20240407SSHT0-050-02,최하늘,CH,광주,extreme_consistent,0.39,1.66,-2.4,2.7,122.0,0.129,-0.108,-0.018,-0.008,1.128,21.264,12.046,-2.73,-13.291,-17.288,0.825,0.0,CalledStrike,True,0.361,0.992,0.985,0.983
2024,20240409SSLT0-20240409SSLT0-075-01,박진,FS,사직,extreme_consistent,0.26,3.09,13.7,1.5,129.0,0.022,-0.121,0.021,-0.021,4.85,23.581,5.082,-1.047,-6.156,-0.053,0.738,0.0,CalledStrike,False,0.829,0.985,0.985,0.989
2024,20240410LGHT0-20240410LGHT0-018-02,이의리,FF,광주,extreme_release_mismatch,0.21,3.67,-30.9,48.6,140.0,-0.037,-0.032,-0.037,0.023,23.106,35.463,-12.582,0.53,-97.034,8.665,1.352,0.0,Ball,False,0.373,0.0,0.0,0.0
2024,20240410LGHT0-20240410LGHT0-018-03,이의리,FF,광주,extreme_release_mismatch,0.77,1.23,-20.8,43.5,140.0,-0.058,0.017,-0.033,-0.05,19.307,33.309,-10.328,-1.06,-104.106,7.496,1.492,0.0,Ball,True,1.814,0.0,0.0,0.0
2024,20240410LGHT0-20240410LGHT0-018-04,이의리,FF,광주,extreme_release_mismatch,0.22,2.51,-43.4,39.3,141.0,-0.074,-0.043,0.031,-0.014,23.882,37.034,-15.346,-1.583,-101.734,7.843,0.264,1.0,Foul,False,0.909,0.982,0.987,0.988
2024,20240410LGHT0-20240410LGHT0-018-05,이의리,FF,광주,extreme_release_mismatch,-0.11,3.18,-35.8,44.1,140.0,0.044,0.038,0.005,0.016,22.979,35.207,-13.706,-0.447,-105.63,8.692,0.781,1.0,Foul,False,0.111,0.987,0.987,0.99
2024,20240410LGHT0-20240410LGHT0-018-06,이의리,FF,광주,extreme_release_mismatch,0.17,1.76,-24.4,40.3,141.0,0.094,-0.014,-0.014,-0.018,19.075,35.794,-11.186,-1.535,-99.205,7.499,0.874,1.0,InPlay,True,1.492,0.996,0.996,0.972
2024,20240410LGHT0-20240410LGHT0-019-04,엔스,CU,광주,extreme_consistent,0.84,2.6,-24.3,-3.7,121.0,-0.141,-0.062,0.026,0.014,7.428,25.808,-2.688,5.737,6.228,-4.689,1.008,0.0,CalledStrike,True,1.222,0.994,0.993,0.992
2024,20240412LGOB0-20240412LGOB0-052-04,켈리,CU,잠실,extreme_consistent,-0.36,2.05,19.5,9.1,130.0,0.038,0.074,-0.018,0.016,7.65,25.163,0.95,5.518,-11.246,-9.044,0.602,0.0,CalledStrike,True,1.54,0.992,0.993,0.994
2024,20240413LTWO0-20240413LTWO0-074-01,김인범,CU,고척,extreme_consistent,-0.66,2.53,12.9,9.4,117.0,-0.043,-0.047,-0.004,-0.038,4.65,17.863,-2.729,9.29,-15.428,-5.23,0.792,0.0,CalledStrike,False,2.333,0.993,0.993,0.99
2024,20240414HTHH0-20240414HTHH0-023-04,산체스,FF,한밭,implausible_acceleration,1.27,3.06,87.2,65.2,147.0,0.146,0.114,0.025,0.011,51.49,16.694,8.444,6.464,13.722,-1.066,1.524,1.0,Foul,False,1.522,0.0,0.0,0.0
2024,20240416HHNC0-20240416HHNC0-028-05,김시훈,CU,창원,extreme_consistent,0.04,2.15,0.3,12.8,119.0,-0.133,0.143,-0.01,-0.012,3.758,23.429,0.129,5.018,-2.284,1.852,0.44,1.0,InPlay,False,1.331,0.981,0.98,0.967
2024,20240416LTLG0-20240416LTLG0-063-05,박명근,SL,잠실,extreme_consistent,1.62,2.7,41.0,2.4,121.0,-0.061,0.014,-0.016,0.009,12.679,20.325,6.349,1.818,-5.868,-19.142,1.944,1.0,Foul,False,0.683,0.0,0.0,0.0
2024,20240417OBSS0-20240417OBSS0-011-05,레예스,FF,대구,extreme_consistent,-2.3,3.41,-44.5,15.1,141.0,-0.031,0.037,-0.018,-0.037,19.779,27.056,-3.119,-5.081,3.82,-0.367,2.76,0.0,HBP,True,0.358,0.0,0.0,0.0
2024,20240419NCHT0-20240419NCHT0-023-01,카스타노,SL,광주,extreme_consistent,1.0,2.34,31.9,27.5,134.0,-0.012,-0.129,-0.031,-0.012,15.606,29.02,5.931,2.308,1.716,-1.77,1.2,0.0,Ball,True,0.494,0.0,0.0,0.0
2024,20240419NCHT0-20240419NCHT0-024-01,카스타노,SL,광주,extreme_consistent,1.35,2.78,29.1,17.9,135.0,0.093,-0.1,0.018,0.026,12.937,30.661,5.531,0.954,1.469,0.618,1.62,0.0,Ball,False,0.558,0.0,0.0,0.0
2024,20240419NCHT0-20240419NCHT0-024-03,카스타노,SL,광주,extreme_consistent,-0.6,1.05,30.7,15.5,134.0,0.06,-0.004,-0.002,0.032,12.739,30.461,5.591,0.475,3.413,-3.334,1.695,0.0,Ball,False,0.876,0.0,0.0,0.0
2024,20240419NCHT0-20240419NCHT0-054-07,카스타노,SL,광주,extreme_consistent,0.05,1.06,34.7,13.9,137.0,-0.079,-0.134,0.045,0.04,14.453,29.631,6.271,0.229,1.497,1.754,1.585,1.0,Foul,False,1.039,0.0,0.0,0.0
2024,20240419NCHT0-20240419NCHT0-056-03,카스타노,SL,광주,extreme_consistent,0.23,3.23,30.7,13.3,134.0,-0.071,-0.066,0.024,0.021,12.362,33.223,5.686,0.425,7.369,-0.131,0.798,0.0,CalledStrike,False,0.73,0.991,0.991,0.985
2024,20240421KTLT1-20240421KTLT1-062-01,쿠에바스,FC,사직,extreme_consistent,-0.97,2.97,-34.6,28.2,141.0,-0.0,-0.072,0.025,0.002,18.919,24.867,-5.12,1.69,-12.309,-1.388,1.164,1.0,Foul,True,0.604,0.0,0.0,0.0
2024,20240421KTLT1-20240421KTLT1-062-04,쿠에바스,FC,사직,extreme_consistent,0.45,1.08,-46.3,33.7,132.0,-0.042,-0.048,-0.042,-0.042,20.841,23.843,-6.89,2.15,2.564,6.121,1.722,0.0,Ball,False,1.441,0.0,0.0,0.0
2024,20240421KTLT1-20240421KTLT1-062-05,쿠에바스,SL,사직,extreme_consistent,1.31,3.93,-31.1,34.2,145.0,0.089,-0.069,-0.002,0.038,20.643,27.689,-6.912,4.507,-4.407,-1.695,1.572,0.0,Ball,False,3.247,0.0,0.0,0.0
2024,20240425HHKT0-20240425HHKT0-043-04,장유호,SL,수원,extreme_consistent,0.35,1.19,-7.2,29.3,135.0,-0.161,-0.074,-0.004,-0.028,11.645,25.568,-8.121,2.441,-11.093,-10.892,1.463,1.0,InPlay,False,0.161,0.0,0.0,0.0
2024,20240425SKLT0-20240425SKLT0-048-02,이건욱,FF,사직,extreme_consistent,0.2,-1.17,-25.3,76.5,144.0,-0.027,-0.127,0.024,-0.034,33.762,37.38,0.041,6.739,-0.236,9.246,4.277,0.0,Ball,False,2.714,0.0,0.0,0.0
2024,20240426SSWO0-20240426SSWO0-017-03,김인범,FS,고척,extreme_consistent,-0.74,0.95,-0.5,49.5,125.0,-0.035,0.062,0.006,-0.023,16.056,23.392,-1.302,5.596,3.259,4.503,1.709,1.0,InPlay,True,0.891,0.0,0.0,0.0
2024,20240426SSWO0-20240426SSWO0-031-03,김인범,FS,고척,extreme_consistent,0.01,2.51,-5.2,51.8,122.0,-0.099,-0.134,-0.042,0.045,16.326,22.658,-2.157,6.147,2.331,8.901,0.076,1.0,InPlay,False,1.86,0.978,0.98,0.989
2024,20240428HTLG0-20240428HTLG0-059-01,박명근,CU,잠실,extreme_consistent,0.44,1.79,-38.8,-0.3,121.0,0.15,-0.124,-0.037,-0.007,12.03,18.634,-5.777,0.452,5.83,0.653,0.848,1.0,Whiff,True,0.891,0.995,0.994,0.993
2024,20240428HTLG0-20240428HTLG0-059-04,박명근,CU,잠실,extreme_consistent,-0.69,1.1,-35.5,-1.3,120.0,-0.129,0.107,0.035,-0.045,10.821,19.19,-5.559,0.317,3.557,-0.899,1.648,0.0,Ball,False,1.31,0.0,0.0,0.0
2024,20240428HTLG0-20240428HTLG0-059-05,박명근,CU,잠실,extreme_consistent,-1.15,3.82,-32.7,-0.6,120.0,-0.067,0.119,0.019,0.019,10.048,18.862,-5.332,0.743,4.138,-0.022,1.507,0.0,Ball,False,1.039,0.0,0.0,0.0
2024,20240428OBHH0-20240428OBHH0-080-03,장민재,FS,한밭,extreme_consistent,-0.19,1.53,-47.9,10.7,124.0,-0.113,0.138,-0.048,0.042,15.192,29.741,-5.235,-0.31,-12.463,-3.242,1.131,1.0,Foul,False,0.493,0.0,0.0,0.0
2024,20240430SKHH0-20240430SKHH0-055-02,이민우,FC,한밭,extreme_consistent,-0.66,2.32,-25.5,23.1,135.0,0.079,0.051,-0.025,-0.026,13.463,22.888,-6.136,1.24,3.833,-5.103,0.792,1.0,InPlay,False,0.122,0.993,0.993,0.991
2024,20240430SKHH0-20240430SKHH0-060-04,고효준,SL,한밭,extreme_consistent,1.2,2.63,38.4,11.6,125.0,0.116,0.001,-0.018,-0.016,13.168,21.633,5.928,0.803,8.643,-5.96,1.44,0.0,Ball,False,0.332,0.0,0.0,0.0
2024,20240501SKHH0-20240501SKHH0-010-01,페냐,FF,한밭,extreme_consistent,0.65,3.26,-3.7,65.4,137.0,-0.033,-0.0,0.043,-0.02,26.666,19.737,3.348,5.421,14.392,12.613,0.833,1.0,Foul,False,0.433,0.991,0.991,0.985
2024,20240501SKHH0-20240501SKHH0-037-06,박종훈,FF,한밭,extreme_release_mismatch,-1.36,2.12,-6.7,36.6,138.0,-0.122,-0.08,0.044,-0.003,15.442,19.451,1.589,8.694,33.573,122.366,1.632,0.0,Ball,False,1.786,0.0,0.0,0.0
2024,20240503NCSK0-20240503NCSK0-074-03,서의태,SL,문학,extreme_consistent,-0.12,0.75,12.9,10.4,130.0,0.023,0.016,-0.007,0.017,5.906,21.937,6.604,-1.669,-0.354,1.88,2.066,1.0,Whiff,False,1.37,0.0,0.0,0.0
2024,20240504OBLG0-20240504OBLG0-036-02,손주영,CU,잠실,extreme_consistent,-0.15,2.03,-2.3,19.1,118.0,-0.07,0.042,-0.012,-0.003,7.214,20.458,2.533,6.143,-5.656,-0.767,0.547,1.0,Foul,False,2.276,0.987,0.992,0.988
2024,20240504OBLG0-20240504OBLG0-044-05,이병헌,SL,잠실,extreme_consistent,1.34,1.25,23.7,11.2,132.0,-0.098,0.113,0.033,-0.004,9.696,22.618,6.162,0.619,-3.684,-2.283,1.608,1.0,InPlay,False,0.552,0.0,0.0,0.0
2024,20240504OBLG0-20240504OBLG0-051-03,이병헌,SL,잠실,extreme_consistent,1.13,0.66,37.0,25.7,135.0,-0.135,-0.096,0.039,0.022,17.304,23.659,8.88,2.743,-1.638,-1.796,2.147,0.0,Ball,False,0.672,0.0,0.0,0.0
2024,20240504OBLG0-20240504OBLG0-053-03,김유영,CH,잠실,extreme_consistent,-0.86,1.1,-22.5,-13.1,124.0,-0.056,-0.008,-0.008,0.011,8.42,22.473,-7.605,-1.564,3.919,-4.139,1.635,1.0,InPlay,True,1.647,0.0,0.0,0.0
2024,20240504OBLG0-20240504OBLG0-054-02,김유영,SL,잠실,extreme_consistent,0.15,2.04,-29.9,-11.6,129.0,-0.044,0.073,0.017,0.005,10.358,21.624,-5.351,-1.569,1.181,-2.029,0.483,0.0,CalledStrike,False,0.713,0.992,0.991,0.988
2024,20240504OBLG0-20240504OBLG0-054-05,김유영,SL,잠실,extreme_consistent,0.4,3.28,19.5,35.9,131.0,0.052,-0.045,0.016,-0.045,17.612,26.629,4.357,5.274,-8.758,-2.393,1.002,1.0,Foul,True,2.744,0.99,0.988,0.986
2024,20240504OBLG0-20240504OBLG0-054-06,김유영,FF,잠실,extreme_consistent,1.27,3.97,-25.3,-8.2,142.0,-0.133,0.104,-0.04,0.048,8.738,19.44,-8.203,-6.742,2.408,-1.258,1.829,0.0,Ball,False,1.087,0.0,0.0,0.0
2024,20240504OBLG0-20240504OBLG0-056-02,김유영,SL,잠실,extreme_consistent,1.67,4.39,29.2,-1.2,132.0,0.112,-0.114,-0.023,0.05,10.901,20.577,6.409,0.132,-5.515,4.948,2.219,0.0,Ball,False,1.749,0.0,0.0,0.0
2024,20240504OBLG0-20240504OBLG0-061-01,김택연,SL,잠실,extreme_consistent,-0.41,2.45,-35.0,25.3,130.0,-0.046,0.072,0.047,-0.011,15.688,20.685,-8.332,4.061,-5.265,1.082,0.492,1.0,Whiff,False,0.643,0.983,0.975,0.983
2024,20240504OBLG0-20240504OBLG0-061-02,김택연,SL,잠실,extreme_consistent,0.3,0.37,-31.6,28.5,132.0,0.011,-0.098,-0.041,0.019,15.911,20.223,-7.505,4.186,-5.641,-1.531,2.498,0.0,Ball,False,0.996,0.0,0.0,0.0
2024,20240504OBLG0-20240504OBLG0-061-05,김택연,SL,잠실,extreme_consistent,-0.42,3.29,-27.7,28.5,133.0,-0.16,0.003,0.038,0.021,14.738,26.31,-6.672,4.805,-1.076,-1.335,0.882,1.0,InPlay,False,1.476,0.987,0.987,0.981
2024,20240504OBLG0-20240504OBLG0-066-04,김택연,FF,잠실,extreme_consistent,0.12,1.52,-3.3,5.3,148.0,-0.07,0.134,0.033,0.003,2.332,24.026,2.039,-9.61,-1.376,-4.791,1.176,1.0,Whiff,False,2.952,0.0,0.0,0.0
2024,20240504OBLG0-20240504OBLG0-072-02,박명근,FF,잠실,extreme_consistent,0.04,3.06,34.3,-0.8,146.0,-0.037,-0.059,-0.021,0.006,10.987,21.304,18.773,-4.635,-0.842,-6.428,0.721,1.0,Foul,False,1.451,0.974,0.986,0.978
2024,20240504WOKT0-20240504WOKT0-048-03,김민수,SL,수원,extreme_consistent,-0.5,2.01,-5.8,9.2,123.0,-0.065,0.132,0.026,0.022,3.558,16.85,-5.252,2.239,4.545,-2.59,0.609,1.0,InPlay,True,0.713,0.994,0.994,0.991
2024,20240507SKLG0-20240507SKLG0-068-02,김유영,SL,잠실,extreme_consistent,-1.26,1.41,-29.1,-11.5,126.0,0.059,-0.115,-0.016,-0.027,10.563,18.947,-5.304,-1.786,4.957,0.396,1.512,0.0,Ball,False,1.293,0.0,0.0,0.0
2024,20240507SKLG0-20240507SKLG0-071-04,김유영,SL,잠실,extreme_consistent,-0.44,2.98,-38.3,-10.4,124.0,0.129,-0.013,0.002,0.034,12.879,21.363,-6.992,-1.457,7.102,-2.579,0.528,1.0,Whiff,False,0.129,0.983,0.983,0.974
2024,20240508SKLG0-20240508SKLG0-056-03,김유영,SL,잠실,extreme_consistent,-0.52,1.92,-31.9,-11.6,122.0,-0.112,0.144,0.019,0.039,10.821,20.025,-5.907,-1.599,12.479,-5.717,0.696,1.0,Whiff,True,0.666,0.994,0.994,0.991
2024,20240510WOHH0-20240510WOHH0-084-02,김동혁,CH,한밭,extreme_consistent,-0.58,1.46,-15.5,16.2,122.0,0.049,0.047,-0.03,-0.034,7.277,15.198,5.212,1.471,22.008,-7.255,1.278,1.0,Whiff,False,0.049,0.0,0.0,0.0
2024,20240511LGLT0-20240511LGLT0-020-04,윌커슨,FF,사직,extreme_consistent,-0.62,2.45,-55.5,51.6,145.0,-0.019,-0.064,0.041,0.039,32.731,36.931,-5.918,2.457,-2.802,0.756,0.744,0.0,CalledStrike,False,0.258,0.993,0.993,0.985
2024,20240512KTOB1-20240512KTOB1-016-03,벤자민,FS,잠실,extreme_release_mismatch,0.24,1.1,-25.3,7.5,127.0,-0.095,0.027,-0.01,-0.02,9.249,17.101,-11.228,-2.374,-95.192,-11.71,1.676,0.0,Ball,False,1.394,0.0,0.0,0.0
2024,20240512KTOB1-20240512KTOB1-016-04,벤자민,FF,잠실,extreme_release_mismatch,0.71,0.83,-26.7,47.5,142.0,-0.101,0.018,-0.038,-0.0,23.123,26.232,-11.476,1.012,-94.27,-11.715,1.983,0.0,Ball,False,1.44,0.0,0.0,0.0
2024,20240512SKHT2-20240512SKHT2-046-01,한두솔,SL,광주,extreme_consistent,-3.98,5.04,32.0,25.7,134.0,0.111,-0.131,-0.014,-0.026,14.847,32.585,5.241,2.709,10.231,0.255,4.776,0.0,Ball,False,2.636,0.0,0.0,0.0
2024,20240516WOLG0-20240516WOLG0-074-02,김유영,SL,잠실,extreme_consistent,0.14,1.11,-28.6,-10.3,124.0,0.031,0.144,0.016,-0.041,9.704,23.849,-5.032,-1.58,21.546,-11.542,1.618,0.0,Ball,False,1.198,0.0,0.0,0.0
2024,20240519LTOB0-20240519LTOB0-042-02,한현희,FF,잠실,extreme_release_mismatch,0.08,3.5,-16.6,31.2,137.0,0.096,0.137,0.007,0.036,14.264,22.633,5.758,3.238,27.879,42.848,1.176,0.0,Ball,True,0.118,0.994,0.994,0.98
2024,20240521LGHH0-20240521LGHH0-070-01,이종준,CU,한밭,extreme_consistent,-1.18,4.64,31.4,-7.5,115.0,0.103,-0.11,0.008,0.045,9.192,15.638,0.726,5.404,-15.053,-11.918,2.598,0.0,Ball,False,3.314,0.0,0.0,0.0
2024,20240522LGHH0-20240522LGHH0-076-03,김유영,FF,한밭,extreme_release_mismatch,1.43,2.7,-28.6,29.8,143.0,0.09,0.113,-0.01,-0.048,18.098,20.222,-10.424,-1.355,-145.861,-36.957,1.716,0.0,Ball,False,1.011,0.0,0.0,0.0
2024,20240522LGHH0-20240522LGHH0-076-04,김유영,FF,한밭,extreme_release_mismatch,1.09,1.84,-27.9,29.4,142.0,-0.094,-0.089,-0.034,-0.031,17.641,19.189,-10.343,-1.547,-136.768,-35.593,1.308,0.0,Ball,True,0.094,0.0,0.0,0.0
2024,20240525OBHT0-20240525OBHT0-059-01,양현종,CH,광주,extreme_consistent,0.09,1.17,3.9,41.7,127.0,0.109,-0.083,-0.046,0.009,14.052,26.875,-5.338,2.419,-11.989,3.597,1.532,0.0,Ball,False,0.416,0.0,0.0,0.0
2024,20240528LGSK0-20240528LGSK0-056-07,최민준,FF,문학,extreme_consistent,-0.16,2.57,-37.9,15.9,143.0,0.123,-0.06,-0.034,0.048,17.583,30.938,-0.67,-5.749,-1.532,-9.081,0.192,1.0,Foul,False,0.744,0.986,0.98,0.978
2024,20240528LGSK0-20240528LGSK0-057-03,최동환,SL,문학,extreme_consistent,0.17,2.84,-8.5,-10.1,128.0,0.081,0.067,0.04,0.023,4.603,20.882,-0.031,-5.252,-1.161,-9.081,0.32,0.0,CalledStrike,False,0.081,0.987,0.987,0.99
2024,20240528LGSK0-20240528LGSK0-065-04,김유영,SL,문학,extreme_consistent,-1.61,1.01,-42.7,7.4,125.0,0.131,0.152,-0.041,-0.005,14.202,21.501,-5.81,0.823,15.321,-16.687,1.932,0.0,Ball,False,0.38,0.0,0.0,0.0
2024,20240528LGSK0-20240528LGSK0-068-04,김유영,SL,문학,extreme_consistent,2.35,3.57,-52.8,-0.5,123.0,0.098,0.073,-0.034,-0.043,16.967,21.265,-7.318,-0.204,16.225,-14.919,2.82,0.0,HBP,True,1.319,0.0,0.0,0.0
2024,20240602SKWO0-20240602SKWO0-071-01,노경은,CU,고척,extreme_consistent,0.02,1.46,13.7,27.7,117.0,0.154,-0.145,0.004,0.039,8.828,20.685,-2.516,9.236,14.296,-1.576,1.256,0.0,Ball,False,1.55,0.0,0.0,0.0
2024,20240604WOLG0-20240604WOLG0-043-04,김유영,SL,잠실,extreme_consistent,0.04,3.62,-35.2,-10.0,122.0,0.125,0.084,-0.013,0.013,11.428,21.21,-6.252,-1.027,11.106,-10.146,1.305,1.0,InPlay,False,0.803,0.0,0.0,0.0
2024,20240605HHKT0-20240605HHKT0-009-03,한차현,SL,수원,extreme_consistent,-0.25,-0.85,40.4,-4.8,125.0,-0.034,-0.094,-0.02,-0.034,13.041,29.092,5.336,-4.267,2.794,-0.046,3.939,0.0,Ball,False,3.383,0.0,0.0,0.0
2024,20240607HTOB0-20240607HTOB0-066-04,전상현,FF,잠실,extreme_release_mismatch,1.04,2.76,30.5,41.3,147.0,0.126,-0.138,-0.006,-0.011,23.313,29.897,10.113,-0.073,121.786,-7.595,1.248,0.0,Ball,True,0.126,0.0,0.0,0.0
2024,20240607HTOB0-20240607HTOB0-066-05,전상현,FF,잠실,extreme_release_mismatch,-0.61,2.64,34.2,37.9,145.0,-0.074,-0.006,0.004,-0.024,22.862,26.401,10.644,-0.656,120.142,-7.601,0.732,0.0,CalledStrike,False,0.211,0.993,0.993,0.988
2024,20240611HTSK0-20240611HTSK0-054-01,이로운,CH,문학,extreme_consistent,-1.58,4.22,-3.7,-21.4,117.0,0.12,-0.123,0.048,0.008,6.327,19.207,5.214,-6.6,5.479,6.385,1.971,0.0,Ball,False,0.12,0.0,0.0,0.0
2024,20240611LGSS0-20240611LGSS0-009-02,김유영,SL,대구,extreme_consistent,0.49,3.27,-33.4,-8.3,120.0,-0.003,0.079,0.037,-0.044,10.262,23.418,-5.653,-1.394,-2.749,-1.768,0.836,0.0,CalledStrike,False,0.11,0.99,0.99,0.988
2024,20240615LTLG0-20240615LTLG0-084-05,구승민,FS,잠실,extreme_consistent,0.84,1.33,-40.4,44.9,132.0,0.124,0.043,0.023,-0.003,22.472,21.81,-0.946,5.539,-2.23,0.716,1.32,0.0,Ball,True,0.604,0.0,0.0,0.0
2024,20240615SKHH0-20240615SKHH0-061-01,한승주,SL,한밭,extreme_consistent,0.15,2.02,26.4,-29.4,121.0,-0.065,0.067,-0.024,-0.045,12.098,23.217,2.762,-5.523,2.986,-10.5,0.617,0.0,CalledStrike,True,1.28,0.996,0.994,0.995
2024,20240615SKHH0-20240615SKHH0-075-03,최민준,SL,한밭,extreme_consistent,0.78,-0.1,-25.4,18.9,133.0,-0.037,-0.005,-0.001,-0.044,11.909,23.617,-5.732,0.752,6.932,-3.312,3.044,0.0,Ball,True,1.656,0.0,0.0,0.0
2024,20240615SSNC0-20240615SSNC0-045-05,하트,SL,창원,extreme_consistent,-1.7,0.16,-12.5,-19.7,121.0,-0.079,0.072,-0.005,-0.04,7.127,21.436,1.427,-5.513,-20.439,16.656,2.75,0.0,Ball,False,3.815,0.0,0.0,0.0
2024,20240618LGHT0-20240618LGHT0-059-03,김도현,FT,광주,extreme_release_mismatch,1.53,3.01,40.9,15.6,139.0,0.161,0.085,-0.014,0.033,17.491,33.981,11.718,-1.24,146.698,-24.488,1.836,1.0,Foul,False,0.371,0.0,0.0,0.0
2024,20240618LGHT0-20240618LGHT0-059-04,김도현,FT,광주,extreme_release_mismatch,-0.09,2.65,37.0,15.7,140.0,-0.099,0.01,0.042,-0.007,16.214,33.706,10.991,-1.159,140.3,-22.847,0.354,1.0,InPlay,False,0.099,0.981,0.981,0.964
2024,20240621HHHT0-20240621HHHT0-042-04,장시환,FF,광주,extreme_release_mismatch,0.68,2.38,27.8,38.4,146.0,0.027,0.07,0.03,0.043,21.063,35.349,9.044,-0.275,96.211,-10.912,0.816,1.0,InPlay,False,0.036,0.989,0.989,0.983
2024,20240623HHHT1-20240623HHHT1-083-04,정해영,FF,광주,extreme_release_mismatch,-0.22,1.34,37.0,7.6,136.0,-0.085,0.008,-0.019,-0.026,14.492,28.841,9.927,-6.645,147.546,-60.319,1.284,0.0,Ball,False,1.309,0.0,0.0,0.0
2024,20240623OBSS1-20240623OBSS1-023-02,브랜든,FF,대구,extreme_release_mismatch,-0.15,1.97,-15.7,37.2,142.0,-0.092,-0.105,-0.012,0.044,17.202,25.699,-6.203,-0.257,-120.387,17.266,0.642,0.0,CalledStrike,True,1.493,0.993,0.993,0.992
2024,20240623OBSS1-20240623OBSS1-023-04,브랜든,FF,대구,extreme_release_mismatch,-0.94,1.94,-15.5,47.3,143.0,0.107,0.024,-0.043,0.042,21.389,27.833,-6.253,1.976,-111.483,20.784,1.128,0.0,Ball,True,1.131,0.0,0.0,0.0
2024,20240623OBSS1-20240623OBSS1-023-05,브랜든,FF,대구,extreme_release_mismatch,-0.07,1.37,-20.3,42.5,143.0,0.042,-0.074,-0.017,-0.048,20.671,23.854,-7.129,0.735,-119.227,17.811,1.337,0.0,Ball,False,1.701,0.0,0.0,0.0
2024,20240710HTLG0-20240710HTLG0-078-03,전상현,FS,잠실,extreme_consistent,1.42,2.8,22.0,37.5,133.0,-0.054,0.027,-0.032,-0.036,16.361,22.479,6.957,3.044,12.275,5.52,1.704,1.0,Whiff,False,1.366,0.0,0.0,0.0
2024,20240712SKHT0-20240712SKHT0-073-03,이형범,FT,광주,extreme_consistent,0.18,2.09,-22.9,48.6,144.0,-0.002,-0.118,0.029,-0.044,22.94,36.698,3.364,5.348,1.105,1.276,0.498,1.0,InPlay,False,0.496,0.987,0.987,0.984
