season,pitch_id,pitcher_name,code,stadium,category,px,pz,horizontal_movement_cm,vertical_movement_cm,velocity_kmh,loc_err_x_cm,loc_err_z_cm,mov_resid_hb_cm,mov_resid_ivb_cm,magnus,ay,z_hb,z_ivb,release_x_dev_cm,release_z_dev_cm,zone_distance,swing,event,boundary,plane_shift_cm,p_zone,p_zone_alt,p_zone_front
2025,20250402LTHH0-20250402LTHH0-068-01,권민규,FF,대전,extreme_consistent,-1.28,1.65,16.0,10.2,142.0,0.033,0.143,-0.026,-0.039,6.003,23.495,-1.032,-7.804,2.142,0.252,1.536,0.0,Ball,False,2.828,0.0,0.0,0.0
2025,20250402SSHT0-20250402SSHT0-055-03,백정현,SL,광주,extreme_consistent,0.45,-0.36,52.2,36.1,131.0,-0.073,-0.055,-0.045,-0.007,22.306,20.976,9.788,1.951,-6.682,6.928,3.311,0.0,Ball,False,1.711,0.0,0.0,0.0
2025,20250402SSHT0-20250402SSHT0-055-04,백정현,SL,광주,extreme_consistent,0.47,0.27,42.9,17.5,131.0,-0.006,0.035,-0.028,0.05,16.403,19.156,8.158,-0.721,-6.108,3.717,2.564,0.0,Ball,False,1.583,0.0,0.0,0.0
2025,20250402WOOB0-20250402WOOB0-008-02,윤현,SL,잠실,extreme_consistent,-0.02,-0.59,16.0,-34.5,125.0,-0.097,0.087,-0.049,-0.034,12.029,21.719,1.337,-6.059,3.342,3.072,3.559,0.0,Ball,False,5.181,0.0,0.0,0.0
2025,20250402WOOB0-20250402WOOB0-064-01,김선기,CU,잠실,extreme_consistent,-1.98,3.72,13.8,28.1,122.0,-0.014,0.002,-0.049,-0.038,9.679,20.208,-0.552,5.316,-1.14,10.024,2.376,0.0,Ball,False,2.221,0.0,0.0,0.0
2025,20250403WOOB0-20250403WOOB0-014-02,로젠버그,CU,잠실,extreme_consistent,0.86,2.61,30.4,21.0,126.0,-0.012,0.071,0.041,-0.022,12.359,20.063,5.462,6.236,5.771,0.439,1.032,1.0,InPlay,True,2.428,0.993,0.992,0.984
2025,20250403WOOB0-20250403WOOB0-024-05,로젠버그,SL,잠실,extreme_consistent,0.85,1.72,32.9,33.6,130.0,-0.044,-0.114,-0.017,0.026,16.394,21.698,5.951,2.886,3.299,1.514,1.02,1.0,Whiff,True,0.136,0.988,0.986,0.977
2025,20250403WOOB0-20250403WOOB0-027-03,콜어빈,FF,잠실,extreme_consistent,0.83,3.06,-7.9,14.7,138.0,0.096,-0.076,-0.017,-0.012,6.441,31.718,-5.431,-4.274,-14.89,3.541,0.996,1.0,Foul,True,1.53,0.994,0.993,0.992
2025,20250403WOOB0-20250403WOOB0-029-04,로젠버그,SL,잠실,extreme_consistent,0.49,1.95,33.6,21.9,130.0,0.032,0.061,0.041,0.039,14.001,22.343,6.03,1.622,-0.063,1.069,0.588,1.0,InPlay,True,0.12,0.992,0.992,0.99
2025,20250403WOOB0-20250403WOOB0-038-03,로젠버그,SL,잠실,extreme_consistent,0.35,0.18,35.5,22.7,128.0,-0.124,-0.082,0.034,-0.027,14.486,20.167,6.289,1.511,5.418,-4.433,2.671,0.0,Ball,False,1.366,0.0,0.0,0.0
2025,20250404KTSK0-20250404KTSK0-027-04,쿠에바스,SL,문학,extreme_consistent,1.22,1.4,-59.6,30.6,145.0,-0.15,-0.078,-0.04,0.01,29.031,31.856,-5.995,2.085,0.805,7.657,1.464,0.0,Ball,False,0.395,0.0,0.0,0.0
2025,20250405HHSS0-20250405HHSS0-020-02,이승현,SL,대구,extreme_consistent,-0.16,3.54,-48.8,11.5,124.0,0.047,-0.008,0.017,0.046,15.562,24.437,-5.001,-0.577,7.742,-9.251,1.335,1.0,Whiff,False,0.446,0.001,0.001,0.0
2025,20250406OBLT0-20250406OBLT0-026-01,데이비슨,CU,사직,extreme_consistent,-0.45,1.84,-40.7,20.4,127.0,-0.077,0.016,0.05,-0.035,15.174,23.518,-2.502,6.253,19.031,-1.144,0.735,0.0,CalledStrike,True,1.744,0.993,0.994,0.994
2025,20250408NCKT0-20250408NCKT0-044-03,고영표,CU,수원,extreme_consistent,-1.2,3.58,-6.3,8.5,113.0,0.135,0.092,-0.036,-0.024,2.738,13.509,-7.948,0.56,1.012,-3.663,1.44,0.0,Ball,True,0.916,0.0,0.0,0.0
2025,20250409HHOB0-20250409HHOB0-019-04,콜어빈,SL,잠실,extreme_consistent,-0.01,3.37,-48.9,6.8,124.0,-0.031,0.024,0.04,-0.038,15.609,22.563,-6.102,0.11,-5.758,-2.045,0.941,1.0,Foul,True,0.521,0.98,0.98,0.983
2025,20250409HHOB0-20250409HHOB0-029-05,콜어빈,SL,잠실,extreme_consistent,-1.25,3.07,-42.8,-2.5,123.0,0.013,0.063,-0.033,-0.012,13.308,22.729,-5.348,-0.875,-9.708,-3.608,1.5,1.0,Foul,False,0.042,0.0,0.0,0.0
2025,20250411SKHT0-20250411SKHT0-070-02,이형범,SL,광주,extreme_consistent,0.3,2.35,-25.4,16.8,127.0,-0.097,-0.036,0.013,0.043,10.125,17.576,-7.344,1.965,-1.56,-0.568,0.36,1.0,InPlay,False,0.59,0.982,0.982,0.98
2025,20250412OBLG0-20250412OBLG0-061-06,박정수,SL,잠실,extreme_consistent,1.33,1.52,25.1,-23.2,126.0,-0.004,-0.092,0.031,-0.035,10.574,21.658,5.438,-4.833,-3.587,-1.712,1.596,1.0,InPlay,False,2.386,0.0,0.0,0.0
2025,20250412OBLG0-20250412OBLG0-062-01,박정수,SL,잠실,extreme_consistent,-0.09,1.19,34.2,-20.5,131.0,-0.12,0.074,0.008,-0.012,12.28,19.781,6.635,-4.401,-2.33,-4.586,1.489,0.0,Ball,False,2.313,0.0,0.0,0.0
2025,20250412OBLG0-20250412OBLG0-062-03,박정수,SL,잠실,extreme_consistent,-0.46,0.53,35.7,-36.8,129.0,0.078,0.077,0.034,-0.027,16.291,18.748,6.815,-6.772,-8.926,-3.094,2.262,0.0,Ball,False,3.329,0.0,0.0,0.0
2025,20250412WOHH0-20250412WOHH0-042-01,이상규,CH,대전,extreme_consistent,0.62,3.17,23.3,15.7,123.0,-0.119,-0.108,-0.039,-0.021,8.599,19.037,9.376,-0.629,-13.616,-11.197,0.751,0.0,CalledStrike,False,0.803,0.983,0.983,0.989
2025,20250412WOHH0-20250412WOHH0-045-01,이상규,CH,대전,extreme_consistent,0.19,4.04,36.5,15.1,126.0,-0.024,0.057,-0.031,-0.037,12.783,19.264,11.877,-0.566,-12.181,-12.001,1.672,0.0,Ball,False,1.917,0.0,0.0,0.0
2025,20250413OBLG0-20250413OBLG0-045-02,김영우,FF,잠실,extreme_consistent,0.68,1.23,-26.9,79.8,153.0,-0.095,-0.033,0.045,-0.042,39.526,40.892,-1.384,5.061,0.393,9.858,1.438,0.0,Ball,False,0.321,0.0,0.0,0.0
2025,20250416SSLG0-20250416SSLG0-058-01,양창섭,SL,잠실,extreme_consistent,-0.95,3.58,-4.1,-39.0,132.0,-0.113,0.017,0.02,-0.02,14.042,22.441,-1.354,-5.221,-20.039,2.964,1.279,0.0,Ball,True,0.852,0.0,0.0,0.0
2025,20250418HTOB0-20250418HTOB0-019-04,콜어빈,SL,잠실,extreme_consistent,-0.62,0.74,-40.3,-3.9,125.0,0.064,-0.104,0.031,0.017,13.013,24.428,-5.012,-1.344,-8.756,-1.108,1.945,1.0,Foul,False,2.222,0.0,0.0,0.0
2025,20250418HTOB0-20250418HTOB0-048-06,황동하,FF,잠실,extreme_release_mismatch,0.36,2.32,25.3,49.5,143.0,-0.05,0.01,-0.001,-0.02,23.907,28.626,9.614,1.3,85.218,11.004,0.432,1.0,InPlay,False,0.355,0.982,0.982,0.977
2025,20250418NCHH0-20250418NCHH0-085-04,김승일,CH,대전,trajectory_inconsistent,-0.43,3.41,-26.7,-17.5,126.0,-258.866,0.077,0.026,-0.012,10.005,24.531,,,-5.031,-5.827,1.197,0.0,Ball,True,258.866,0.0,0.986,0.825
2025,20250424HHLT0-20250424HHLT0-051-01,류현진,FF,사직,extreme_consistent,0.66,3.46,-0.7,23.8,135.0,-0.135,0.108,-0.01,0.039,9.095,24.376,-5.556,-1.026,7.549,5.974,1.135,0.0,CalledStrike,True,0.385,0.985,0.963,0.985
2025,20250424HTSS0-20250424HTSS0-070-02,이형범,SL,대구,extreme_consistent,0.99,2.24,44.9,-15.8,126.0,0.076,0.063,0.02,0.043,15.442,21.97,8.706,-2.25,9.31,-12.157,1.188,1.0,InPlay,True,0.35,0.0,0.0,0.0
2025,20250424SKKT0-20250424SKKT0-034-08,문승원,CU,수원,extreme_consistent,1.65,1.83,29.7,13.1,114.0,0.078,-0.063,0.049,0.03,8.576,16.384,-0.502,5.101,-3.226,-9.977,1.98,0.0,Ball,True,1.297,0.0,0.0,0.0
2025,20250426WOSK0-20250426WOSK0-064-01,윤현,CU,문학,extreme_consistent,2.32,-3.19,-9.8,18.2,126.0,-0.035,0.122,0.009,-0.036,6.143,41.59,-2.119,5.173,1.354,13.776,6.528,0.0,Ball,False,3.387,0.0,0.0,0.0
2025,20250429NCHT0-20250429NCHT0-006-05,로건,FT,광주,extreme_consistent,1.15,1.96,35.4,61.7,144.0,0.019,0.077,0.002,-0.038,30.038,32.84,-0.979,5.2,-21.061,13.821,1.38,0.0,Ball,False,0.201,0.0,0.0,0.0
2025,20250430SSSK0-20250430SSSK0-005-04,문승원,CU,문학,extreme_consistent,0.04,2.1,-13.9,12.3,117.0,-0.021,0.026,0.011,0.025,5.331,21.994,-1.711,5.044,-1.238,-2.134,0.501,1.0,InPlay,False,1.633,0.986,0.986,0.987
2025,20250430SSSK0-20250430SSSK0-023-01,문승원,CH,문학,extreme_consistent,1.74,3.05,-3.8,29.3,125.0,-0.141,0.142,-0.032,0.008,9.751,23.495,5.88,-0.171,2.754,4.026,2.088,0.0,Ball,False,0.802,0.0,0.0,0.0
2025,20250503OBSS0-20250503OBSS0-062-02,최지강,FT,대구,extreme_consistent,1.44,1.76,-1.9,11.2,144.0,-0.024,-0.115,-0.036,-0.015,4.789,31.031,6.392,-0.461,5.659,-9.299,1.728,1.0,Whiff,True,0.521,0.0,0.0,0.0
2025,20250503OBSS0-20250503OBSS0-063-02,최지강,CH,대구,extreme_consistent,0.46,1.99,23.1,-0.1,135.0,-0.011,0.06,0.041,-0.022,8.543,25.163,9.383,-0.68,-2.543,-8.556,0.552,1.0,Foul,False,0.097,0.992,0.992,0.989
2025,20250503OBSS0-20250503OBSS0-064-01,최지강,FT,대구,extreme_consistent,2.39,0.94,-8.6,24.1,143.0,-0.097,-0.129,-0.014,0.003,10.461,27.828,5.423,0.991,8.624,-2.759,2.868,0.0,Ball,False,1.028,0.0,0.0,0.0
2025,20250504NCLT0-20250504NCLT0-039-03,김시훈,FS,사직,implausible_acceleration,0.44,-2.04,-102.0,55.5,140.0,-0.128,0.035,-0.02,0.017,40.976,58.674,-10.188,5.468,-18.022,5.09,5.4,0.0,Ball,False,3.035,0.0,0.0,0.0
2025,20250504OBSS0-20250504OBSS0-072-03,박신지,SL,대구,extreme_consistent,-0.44,1.36,-41.0,20.1,130.0,-0.112,-0.106,0.033,-0.013,15.827,24.537,-5.679,1.589,2.428,-12.358,1.393,0.0,Ball,False,0.112,0.0,0.0,0.0
2025,20250504OBSS0-20250504OBSS0-072-05,박신지,CH,대구,extreme_consistent,0.21,1.23,1.9,-16.7,120.0,-0.066,0.092,0.045,-0.04,4.97,17.469,7.067,-5.045,4.51,-6.281,1.536,1.0,Foul,False,2.038,0.0,0.0,0.0
2025,20250504OBSS0-20250504OBSS0-072-06,박신지,SL,대구,extreme_consistent,0.06,1.09,-47.9,36.4,130.0,0.005,0.057,0.027,-0.018,20.277,26.09,-6.788,3.46,2.817,-9.124,1.689,0.0,Ball,False,0.183,0.0,0.0,0.0
2025,20250504OBSS0-20250504OBSS0-073-01,박신지,CH,대구,extreme_consistent,0.45,0.89,-7.5,-6.3,134.0,0.045,-0.08,-0.019,0.01,3.619,20.122,5.563,-3.801,2.475,-15.779,1.832,0.0,Ball,False,1.122,0.0,0.0,0.0
2025,20250504OBSS0-20250504OBSS0-073-04,박신지,CH,대구,extreme_consistent,0.04,1.45,10.1,-33.5,125.0,0.033,0.076,0.038,0.017,10.952,24.067,8.385,-7.045,5.511,-13.493,1.17,1.0,InPlay,False,2.16,0.0,0.0,0.0
2025,20250505LGOB0-20250505LGOB0-062-03,최지강,CH,잠실,extreme_consistent,1.56,1.32,42.6,-0.3,134.0,-0.102,-0.116,-0.012,-0.034,15.851,21.711,11.538,-1.021,-0.057,1.554,1.872,0.0,Ball,False,0.884,0.0,0.0,0.0
2025,20250506LGOB0-20250506LGOB0-042-03,이영하,CU,잠실,extreme_consistent,-2.9,4.31,-17.0,14.0,125.0,0.137,-0.054,0.003,-0.048,6.993,21.833,-3.849,5.023,2.371,4.884,3.48,0.0,Ball,False,3.371,0.0,0.0,0.0
2025,20250506LGOB0-20250506LGOB0-049-03,고효준,SL,잠실,extreme_consistent,-0.04,3.32,33.7,16.1,130.0,0.064,0.011,-0.016,0.043,12.845,26.803,5.021,1.949,0.702,2.225,0.979,1.0,InPlay,True,1.062,0.983,0.983,0.982
2025,20250507HTWO0-20250507HTWO0-034-02,로젠버그,SL,고척,extreme_consistent,0.41,3.17,-33.3,5.2,123.0,0.037,0.1,-0.03,-0.012,10.352,23.459,-5.143,-1.45,8.066,-7.829,0.913,0.0,CalledStrike,False,0.38,0.979,0.983,0.981
2025,20250507LGOB0-20250507LGOB0-007-05,최지명,SL,잠실,extreme_consistent,-0.27,2.16,23.2,17.6,127.0,0.122,0.153,0.017,0.049,9.789,20.369,5.086,0.201,-7.553,7.079,0.361,1.0,Foul,False,0.29,0.983,0.989,0.992
2025,20250507LGOB0-20250507LGOB0-063-01,최지강,FT,잠실,extreme_consistent,0.75,2.01,-2.9,19.8,145.0,0.025,0.097,-0.002,-0.028,8.774,21.903,5.226,0.57,0.934,7.555,0.9,1.0,Whiff,True,0.078,0.993,0.993,0.994
2025,20250507LGOB0-20250507LGOB0-063-04,최지강,FT,잠실,extreme_consistent,-0.87,3.31,-1.0,5.7,142.0,-0.063,-0.059,0.02,0.048,2.433,24.47,5.393,-0.93,-4.581,-1.146,1.044,0.0,CalledStrike,True,0.5,0.966,0.966,0.97
2025,20250507SKLT0-20250507SKLT0-067-03,구승민,FS,사직,extreme_consistent,0.88,-1.25,-61.0,78.8,138.0,-0.024,0.102,0.015,-0.009,36.218,44.478,-4.278,8.283,-5.454,19.616,4.429,0.0,Ball,True,1.426,0.0,0.0,0.0
2025,20250507SSHH0-20250507SSHH0-058-02,조동욱,FF,대전,extreme_release_mismatch,0.75,3.15,-14.0,35.5,146.0,0.158,0.04,-0.049,0.044,16.297,28.16,-5.905,0.085,-142.036,-11.718,0.983,0.0,CalledStrike,True,1.037,0.988,0.984,0.979
2025,20250507SSHH0-20250507SSHH0-058-04,조동욱,FF,대전,extreme_release_mismatch,-0.41,5.04,-14.0,35.3,145.0,0.079,0.126,-0.029,0.014,15.97,28.859,-5.98,0.428,-140.308,-9.961,3.303,0.0,Ball,False,2.627,0.0,0.0,0.0
2025,20250510LTKT0-20250510LTKT0-068-03,정철원,SL,수원,extreme_consistent,0.55,1.6,15.8,41.4,131.0,0.016,-0.011,-0.002,-0.037,15.789,17.029,-0.708,5.753,5.204,3.168,1.091,0.0,Ball,False,1.26,0.0,0.0,0.0
2025,20250511HTSK2-20250511HTSK2-015-01,김광현,CH,문학,extreme_consistent,0.27,4.4,-36.1,13.8,131.0,0.098,-0.044,0.009,0.024,13.87,28.611,-6.927,-3.72,3.003,8.127,2.415,0.0,Ball,False,0.589,0.0,0.0,0.0
2025,20250511LTKT2-20250511LTKT2-046-03,오원석,CH,수원,extreme_release_mismatch,-1.3,3.39,-8.5,20.8,126.0,-0.121,-0.052,-0.046,-0.013,7.167,23.623,-9.046,-0.7,-124.017,-4.021,1.56,0.0,Ball,True,0.39,0.0,0.0,0.0
2025,20250511LTKT2-20250511LTKT2-046-04,오원석,FF,수원,extreme_release_mismatch,-0.05,1.95,1.5,49.6,149.0,0.095,0.091,-0.039,0.023,22.116,34.919,-7.475,0.977,-124.398,-4.262,0.649,0.0,CalledStrike,False,0.099,0.991,0.991,0.993
2025,20250511LTKT2-20250511LTKT2-046-05,오원석,CH,수원,extreme_release_mismatch,-0.47,2.4,-20.6,27.7,130.0,-0.134,-0.006,0.027,0.038,11.752,24.191,-10.628,0.012,-125.507,-3.174,0.564,1.0,Whiff,False,0.134,0.985,0.985,0.991
2025,20250511LTKT2-20250511LTKT2-046-06,오원석,CH,수원,extreme_release_mismatch,-0.94,3.35,-14.3,25.3,128.0,-0.078,-0.028,0.036,0.003,9.608,24.883,-9.803,-0.142,-128.25,-7.801,1.128,0.0,Ball,True,0.759,0.0,0.0,0.0
2025,20250514LTHT0-20250514LTHT0-066-01,장재혁,SL,광주,extreme_consistent,0.94,5.66,-23.0,46.1,135.0,-0.005,-0.027,-0.045,-0.005,19.006,31.814,-5.051,4.517,-13.548,-2.599,3.495,0.0,Ball,True,4.91,0.0,0.0,0.0
2025,20250518OBHT0-20250518OBHT0-059-01,장재혁,FF,광주,extreme_consistent,0.34,1.69,-1.5,66.1,147.0,-0.147,0.083,-0.018,-0.037,29.051,34.818,1.41,5.113,-3.764,5.966,0.889,0.0,CalledStrike,True,0.286,0.993,0.993,0.963
2025,20250518SSLT0-20250518SSLT0-043-02,양창섭,CH,사직,extreme_release_mismatch,0.37,3.04,41.3,1.6,124.0,-0.047,0.15,0.01,-0.001,13.138,19.82,13.115,-0.845,78.153,-1.082,0.543,0.0,CalledStrike,False,0.117,0.986,0.976,0.988
2025,20250518SSLT0-20250518SSLT0-043-03,양창섭,FF,사직,extreme_release_mismatch,0.97,2.72,25.4,43.2,143.0,-0.135,0.116,0.039,-0.035,21.043,25.869,7.526,1.871,76.887,0.807,1.164,1.0,Whiff,True,0.314,0.0,0.0,0.0
2025,20250518SSLT0-20250518SSLT0-043-04,양창섭,FF,사직,extreme_release_mismatch,0.65,1.43,42.6,30.8,145.0,0.113,0.117,-0.039,-0.03,22.861,22.062,10.076,0.076,85.139,-6.816,1.272,0.0,Ball,False,0.862,0.0,0.0,0.0
2025,20250518SSLT0-20250518SSLT0-043-05,양창섭,FF,사직,extreme_release_mismatch,0.56,2.66,38.6,32.4,142.0,0.071,0.031,-0.048,-0.017,20.724,26.324,9.478,0.463,80.326,-5.783,0.672,1.0,Foul,False,0.078,0.989,0.989,0.99
2025,20250518SSLT0-20250518SSLT0-043-07,양창섭,FF,사직,extreme_release_mismatch,0.34,4.0,27.6,42.1,142.0,0.051,-0.13,-0.024,-0.007,20.828,32.225,7.816,1.942,72.801,-2.857,1.624,1.0,Whiff,False,1.135,0.0,0.0,0.0
2025,20250520LGLT0-20250520LGLT0-088-02,백승현,FF,사직,implausible_acceleration,1.64,-0.67,-33.7,191.2,146.0,-0.066,-0.024,0.01,-0.012,84.623,70.342,-1.641,22.372,0.553,45.521,3.667,0.0,Ball,False,0.527,0.0,0.0,0.0
2025,20250521LGLT0-20250521LGLT0-073-02,김상수,SL,사직,extreme_consistent,-0.86,1.07,-36.1,-10.3,127.0,0.053,-0.102,0.039,0.022,12.479,28.547,-5.091,-0.833,15.923,-3.495,1.651,0.0,Ball,True,1.841,0.0,0.0,0.0
2025,20250521LGLT0-20250521LGLT0-095-03,이우찬,SL,사직,extreme_consistent,-0.67,1.71,44.7,13.4,136.0,0.116,-0.135,0.048,0.027,17.668,24.855,5.031,0.022,-3.58,1.376,1.028,1.0,InPlay,False,1.016,0.0,0.0,0.086
2025,20250522SKOB0-20250522SKOB0-014-03,김광현,SL,잠실,extreme_consistent,0.95,2.35,23.1,35.9,138.0,0.091,0.008,-0.035,-0.017,17.217,22.95,5.256,2.607,-1.834,0.059,1.14,1.0,Foul,True,0.842,0.0,0.0,0.0
2025,20250522SKOB0-20250522SKOB0-054-01,이로운,CH,잠실,extreme_consistent,-1.02,1.64,0.1,-34.5,126.0,-0.068,0.013,0.031,0.047,11.454,19.738,5.414,-4.958,-14.134,-1.116,1.224,1.0,Whiff,True,1.904,0.0,0.0,0.0
2025,20250524KTWO0-20250524KTWO0-073-04,문용익,FF,고척,extreme_release_mismatch,0.16,2.33,-34.5,2.7,137.0,0.026,-0.131,-0.017,-0.024,13.081,27.439,-2.575,-9.347,-69.414,-70.041,0.212,0.0,CalledStrike,False,0.54,0.983,0.983,0.986
2025,20250524LGSK0-20250524LGSK0-049-01,이로운,CH,문학,extreme_consistent,0.32,1.12,-8.3,-12.7,126.0,0.045,-0.087,0.03,0.01,5.055,25.321,5.865,-3.54,-9.715,7.686,1.588,0.0,Ball,False,2.028,0.0,0.0,0.0
2025,20250524LGSK0-20250524LGSK0-049-02,이로운,CH,문학,extreme_consistent,0.62,1.2,-4.0,-18.1,126.0,-0.048,-0.126,-0.044,0.049,6.207,22.456,6.542,-4.064,-6.364,6.357,1.495,1.0,Whiff,False,2.082,0.0,0.0,0.0
2025,20250527HHLG0-20250527HHLG0-036-02,임찬규,CH,잠실,extreme_consistent,-0.71,3.71,11.7,10.5,128.0,-0.129,0.126,-0.018,-0.034,5.326,20.203,7.92,-1.878,-2.648,-1.215,1.584,0.0,Ball,False,1.027,0.0,0.0,0.0
2025,20250527LTSS0-20250527LTSS0-002-01,후라도,CH,대구,extreme_consistent,0.49,1.88,0.3,18.0,138.0,0.147,0.121,-0.001,0.029,7.106,21.943,7.842,0.721,2.873,1.38,0.772,0.0,CalledStrike,True,0.365,0.993,0.993,0.991
2025,20250527LTSS0-20250527LTSS0-008-01,후라도,CH,대구,extreme_consistent,0.84,1.72,4.7,14.5,136.0,-0.097,-0.054,0.004,0.045,5.758,23.668,8.682,0.184,4.8,4.0,1.008,0.0,CalledStrike,True,0.297,0.967,0.979,0.928
2025,20250527LTSS0-20250527LTSS0-009-01,후라도,CH,대구,extreme_consistent,1.04,1.93,5.8,21.6,138.0,0.053,-0.133,-0.037,0.048,8.676,23.911,8.906,1.204,1.108,2.536,1.248,0.0,Ball,True,0.162,0.0,0.0,0.0
2025,20250527LTSS0-20250527LTSS0-010-03,후라도,CH,대구,extreme_consistent,1.18,0.79,-8.4,21.8,138.0,0.002,0.127,-0.019,-0.039,9.071,26.782,6.31,1.065,5.857,-0.328,1.966,0.0,Ball,False,0.49,0.0,0.0,0.0
2025,20250527LTSS0-20250527LTSS0-010-05,후라도,CH,대구,extreme_consistent,0.72,2.01,10.4,21.6,138.0,-0.073,0.069,0.034,0.024,9.19,28.829,9.716,1.248,5.493,1.487,0.864,1.0,Foul,False,0.372,0.993,0.993,0.993
2025,20250527LTSS0-20250527LTSS0-011-02,후라도,CH,대구,extreme_consistent,1.8,1.37,-1.9,24.6,138.0,-0.07,0.06,-0.023,0.022,9.653,21.18,7.57,1.51,-0.003,1.654,2.16,0.0,Ball,False,0.072,0.0,0.0,0.0
2025,20250527LTSS0-20250527LTSS0-011-03,후라도,CH,대구,extreme_consistent,1.62,0.6,6.3,16.9,138.0,-0.119,-0.018,-0.051,0.039,7.056,24.904,9.042,0.314,5.426,1.813,2.183,0.0,Ball,False,0.975,0.0,0.0,0.0
2025,20250527LTSS0-20250527LTSS0-011-08,후라도,CH,대구,extreme_consistent,1.57,1.55,-1.4,12.6,138.0,-0.086,0.081,0.022,-0.047,4.948,26.723,7.64,-0.152,1.399,-2.283,1.884,0.0,Ball,False,0.145,0.0,0.0,0.0
2025,20250527LTSS0-20250527LTSS0-016-02,감보아,SL,대구,extreme_consistent,-1.28,0.78,24.5,45.8,140.0,-0.045,0.031,-0.045,-0.015,20.788,24.565,5.268,3.977,12.715,-9.738,1.944,0.0,Ball,False,0.34,0.0,0.0,0.0
2025,20250527LTSS0-20250527LTSS0-022-01,후라도,CH,대구,extreme_consistent,0.29,1.47,-8.3,17.3,139.0,-0.129,-0.087,0.007,0.034,7.547,28.703,6.246,0.598,6.797,0.741,1.118,1.0,Foul,False,0.294,0.0,0.0,0.0
2025,20250527LTSS0-20250527LTSS0-029-02,후라도,CH,대구,extreme_consistent,1.11,1.14,6.9,7.2,137.0,-0.118,0.079,0.046,0.013,3.788,24.369,9.105,-0.957,2.373,-2.504,1.578,0.0,Ball,False,0.709,0.0,0.0,0.0
2025,20250527LTSS0-20250527LTSS0-029-03,후라도,CH,대구,extreme_consistent,-0.27,2.62,-3.3,2.5,136.0,0.061,0.104,0.035,0.023,1.568,25.549,7.115,-1.312,-1.236,-1.148,0.324,1.0,InPlay,False,0.324,0.983,0.983,0.989
2025,20250527LTSS0-20250527LTSS0-044-04,후라도,CH,대구,extreme_consistent,-0.01,2.72,-5.9,9.4,137.0,-0.028,-0.147,0.007,0.007,4.259,30.045,6.667,-0.342,3.626,-1.678,0.172,1.0,Foul,False,0.408,0.986,0.984,0.98
2025,20250527LTSS0-20250527LTSS0-047-01,후라도,CH,대구,extreme_consistent,1.27,1.92,-5.1,28.7,139.0,-0.035,-0.068,0.016,0.044,11.391,25.989,6.936,2.196,1.229,0.123,1.524,0.0,Ball,True,0.531,0.0,0.0,0.0
2025,20250527LTSS0-20250527LTSS0-047-02,후라도,CH,대구,extreme_consistent,1.17,2.12,-5.4,12.6,137.0,-0.055,-0.051,0.02,0.025,5.207,28.031,6.873,-0.054,-3.323,-1.146,1.404,0.0,Ball,False,0.083,0.0,0.0,0.0
2025,20250527LTSS0-20250527LTSS0-054-01,김태훈,FS,대구,extreme_consistent,0.26,3.26,36.9,-15.3,123.0,0.088,0.133,-0.012,-0.023,12.899,22.582,7.643,-2.497,-7.482,-5.943,0.884,1.0,Foul,False,0.689,0.978,0.975,0.984
2025,20250527LTSS0-20250527LTSS0-055-02,김진욱,SL,대구,extreme_consistent,-0.52,2.19,-5.3,-22.5,124.0,0.036,0.158,-0.013,0.051,7.272,22.865,0.388,-5.158,-3.897,-6.532,0.624,0.0,CalledStrike,False,0.885,0.986,0.986,0.931
2025,20250527LTSS0-20250527LTSS0-058-03,김진욱,SL,대구,extreme_consistent,0.66,2.5,-8.4,-24.0,125.0,0.136,-0.032,0.026,-0.027,8.2,23.255,-0.021,-5.501,1.282,-6.088,0.792,1.0,InPlay,False,0.777,0.987,0.986,0.996
2025,20250527LTSS0-20250527LTSS0-059-04,김진욱,SL,대구,extreme_consistent,0.44,2.29,-18.8,-22.8,125.0,-0.004,-0.02,-0.036,0.018,9.511,23.49,-1.783,-5.305,-2.558,-5.263,0.528,1.0,Foul,False,0.941,0.985,0.985,0.985
2025,20250527LTSS0-20250527LTSS0-060-02,김진욱,SL,대구,extreme_consistent,1.48,1.56,33.0,45.8,133.0,-0.061,0.142,0.027,0.014,20.468,25.473,6.976,5.422,6.211,-8.955,1.776,0.0,Ball,False,1.485,0.0,0.0,0.0
2025,20250527LTSS0-20250527LTSS0-073-01,백정현,SL,대구,extreme_consistent,-0.02,3.05,19.6,38.3,131.0,0.047,-0.051,-0.031,0.03,15.168,22.832,5.461,3.131,-3.785,-4.252,0.686,0.0,CalledStrike,False,1.553,0.987,0.987,0.984
2025,20250527OBKT0-20250527OBKT0-053-04,이영하,SL,수원,extreme_consistent,1.45,2.15,58.8,23.6,134.0,0.095,0.058,0.026,-0.038,23.525,19.133,5.117,1.541,-10.492,-2.585,1.74,1.0,Whiff,False,0.938,0.0,0.0,0.0
2025,20250527WOHT0-20250527WOHT0-037-02,올러,CH,광주,extreme_consistent,2.23,2.41,14.3,2.7,139.0,0.056,-0.165,-0.049,-0.026,5.646,34.214,6.426,-0.92,-6.779,-5.582,2.676,0.0,Ball,False,0.195,0.0,0.0,0.0
